Label, test
Date_and_Time_file_created, 09-January-22 14:12:35
Radial_Offset_Adjustment, -9999 #Radial offset is in millimetre(mm) with +ve values actioning radial outward movement and -ve values actioning radial inward movement of the magnets. 
RobotTemp, 12.0000 #temperature (degrees C) the distortion code assumed the field would be observed at
ObsTemp, 12.0000 #actual temperature (degrees C) it is going to be observed at
Radial_Scale_factor, 1.0 #Radial scale factor is thermal coefficient of invar times temperature difference applied radially relative to the plate centre.
#Magnet,Label,Center_x,Center_y,rot_holdingPosition,rot_platePlacing,order,Pickup_option,Magnet_title,rePosition_magnets,ID,Index,Hexabundle,rectMag_inputOrientation
circular_magnet,Blu,355.64951501886765,253.9858059294471,90,39.520106470558574,1,TR,Blu01,[0],3565,1,N,4.35563740015673
circular_magnet,Blu,257.7621562555654,217.74835846646457,90,137.07625463445322,1,TR,Blu02,[0],4857,2,L,0.41770370307102
circular_magnet,Blu,298.9647426287328,204.73132027537028,270,288.78689389579546,1,TL,Blu03,[0],3698,3,R,2.16513092275763
circular_magnet,Gre,426.3825934752401,237.14329398288783,90,22.698104252244192,1,TR,Gre04,[0],4796,4,B,4.5057280774562
circular_magnet,Yel,504.7651547903555,203.88892603460164,90,22.83759364543852,1,TR,Yel05,[0],739,5,P,4.58839662099147
circular_magnet,Blu,285.749424790014,256.34922856962345,90,148.69706440105998,1,TR,Blu06,[0],2431,6,E,5.77521328404266
circular_magnet,Gre,458.66722607292775,248.08223925149565,90,13.322720636738737,1,TR,Gre07,[0],2512,7,J,0.489214985261593
circular_magnet,Gre,219.42478195626444,300.5450008180096,90,191.1173109478692,1,TR,Gre08,[0],1657,8,C,4.95559349482328
circular_magnet,Yel,430.66589063595023,411.3182713204055,270,128.93729498590395,1,TL,Yel09,[0],5703,9,S,1.92256349750502
circular_magnet,Blu,304.48495837044817,330.213073005505,90,248.3675837868365,1,TR,Blu10,[0],5784,10,K,0.0906204657880885
circular_magnet,Yel,187.8078662594036,167.10689953649447,180,230.457604291071,1,RO,Yel11,[0],3531,11,G,4.54977380830412
circular_magnet,Blu,352.28389529749256,365.5954165149452,270,107.985224608614,1,TL,Blu12,[0],3830,12,O,0.813932073407512
circular_magnet,Blu,310.9718134476533,260.7417196737521,90,125.3357486423609,1,TR,Blu13,[0],6208,13,M,2.39551662053656
circular_magnet,Yel,193.6369457778558,405.8085114607893,270,43.92688593071554,1,TL,Yel14,[0],5724,14,Q,1.84726664007847
circular_magnet,Blu,305.7960413549894,282.4752659421666,270,7.9987810472073875,1,TL,Blu15,[0],5474,15,A,3.3553793092268
circular_magnet,Yel,504.36755582581566,309.8574703133967,270,170.55324904726635,1,TL,Yel16,[0],607,16,D,1.68087838025377
circular_magnet,Gre,272.0141438818417,164.01361383646602,90,114.38227076259112,1,TR,Gre17,[0],876,17,T,0.762184392704081
circular_magnet,Blu,306.0037589799492,307.9615989730994,90,236.6436041613884,1,TR,Blu18,[0],5512,18,F,4.07490498139796
circular_magnet,Blu,259.5137328636025,274.2475690299154,180,265.06204626418725,1,RO,Blu19,[0],5763,19,I,4.76849463663535
circular_magnet,Yel,460.8862142937861,168.63718123038183,180,129.18694285360152,1,RO,Yel20,[0],19018251,20,H,1.70157368513635
circular_magnet,Blu,330.6457063116021,360.87298753995,90,274.37525192992075,1,TR,Blu21,[0],28710732,21,U,0.68764626161328
circular_magnet,Yel,478.4154993704208,319.02476480935485,270,165.72844787268986,1,TL,Yel22,[0],28728098,22,GS1,1.99697499649669
circular_magnet,Yel,450.1836185676956,150.65989393585647,180,135.76756526736028,1,RO,Yel23,[0],19018006,23,GS2,4.45102347717077
circular_magnet,Blu,376.09381960387327,344.37597311090457,90,308.62800317689187,1,TR,Blu24,[0],28711958,24,GS3,4.73801104455104
circular_magnet,Yel,245.8555520063489,135.34596661454827,270,298.56003267871824,1,TL,Yel25,[0],18994471,25,GS4,1.12288095335913
circular_magnet,Yel,184.65828786612903,150.1356908253161,270,317.15963188767006,1,TL,Yel26,[0],18992622,26,GS5,1.24315058250279
circular_magnet,Gre,393.9972613255826,368.1072744994081,90,308.2110267042049,1,TR,Gre27,[0],28729075,27,GS6,4.6415608560746
rectangular_magnet,R01,332.1938085192075,240.42205985485967,180,-120.03953364775651,1,I,R01,[0],3565,1,N,4.35563740015673
rectangular_magnet,R02,247.10372688752332,192.8126123259528,180,203.1435953614981,1,I,R02,[0],4857,2,L,0.41770370307102
rectangular_magnet,R03,325.157990026849,211.8802632565279,180,74.73402992851783,1,I,R03,[0],3698,3,R,2.16513092275763
rectangular_magnet,R04,410.9951740896967,214.786993126774,180,-145.46109821959055,1,I,R04,[0],4796,4,B,4.5057280774562
rectangular_magnet,R05,491.196831271376,180.33270424999048,180,-150.05816746946067,1,I,R05,[0],739,5,P,4.58839662099147
rectangular_magnet,R06,258.6755073875563,255.3099663106866,180,-92.1982825624724,1,I,R06,[0],2431,6,E,5.77521328404266
rectangular_magnet,R07,484.9213312970684,254.9734174979251,180,75.29276670669469,1,I,R07,[0],2512,7,J,0.489214985261593
rectangular_magnet,R08,218.09130217831265,327.6424649394615,180,-2.817281287990454,1,I,R08,[0],1657,8,C,4.95559349482328
rectangular_magnet,R09,404.94567718662415,420.06539127822055,180,288.7825207329559,1,I,R09,[0],5703,9,S,1.92256349750502
rectangular_magnet,R10,292.2365238414316,354.43501942472614,180,333.1754135596693,1,I,R10,[0],5784,10,K,0.0906204657880885
rectangular_magnet,R11,174.15408589769464,190.54269681298223,180,-30.225232663918632,1,I,R11,[0],3531,11,G,4.54977380830412
rectangular_magnet,R12,339.26836284327686,389.4601654985965,180,331.3503519920312,1,I,R12,[0],3830,12,O,0.813932073407512
rectangular_magnet,R13,337.5411252053309,266.34910364739727,180,78.08275653217407,1,I,R13,[0],6208,13,M,2.39551662053656
rectangular_magnet,R14,180.847812769798,381.84280741911175,180,208.0863038189071,1,I,R14,[0],5724,14,Q,1.84726664007847
rectangular_magnet,R15,332.8410947600563,284.4851991906585,180,85.74970796299016,1,I,R15,[0],5474,15,A,3.3553793092268
rectangular_magnet,R16,497.0070176332991,335.9490184691677,180,344.2460119839394,1,I,R16,[0],607,16,D,1.68087838025377
rectangular_magnet,R17,280.98145046654776,138.3893413513381,180,160.71232184990555,1,I,R17,[0],876,17,T,0.762184392704081
rectangular_magnet,R18,333.1104929587131,306.4609289680601,180,93.1687468104501,1,I,R18,[0],5512,18,F,4.07490498139796
rectangular_magnet,R19,255.66014005862715,301.1473656789321,180,-8.152571045787397,1,I,R19,[0],5763,19,I,4.76849463663535
rectangular_magnet,R20,475.17258607756366,191.77425072178312,180,31.693952164766245,1,I,R20,[0],19018251,20,H,1.70157368513635
rectangular_magnet,R21,315.0573683580326,383.1156249612061,180,324.97602334153095,1,I,R21,[0],28710732,21,U,0.68764626161328
rectangular_magnet,R22,461.4339323031256,340.2289669247244,180,321.31020878027715,1,I,R22,[0],28728098,22,GS1,1.99697499649669
rectangular_magnet,R23,426.4825808509054,137.38271096460886,180,-119.25729448816912,1,I,R23,[0],19018006,23,GS2,4.45102347717077
rectangular_magnet,R24,397.7404187844882,327.96913600470407,180,127.15996703774658,1,I,R24,[0],28711958,24,GS3,4.73801104455104
rectangular_magnet,R25,261.738884682435,113.3039764988364,180,144.2236931556139,1,I,R25,[0],18994471,25,GS4,1.12288095335913
rectangular_magnet,R26,195.73564780938625,125.334383360842,180,155.93235021103038,1,I,R26,[0],18992622,26,GS5,1.24315058250279
rectangular_magnet,R27,414.1043600536423,349.83098419155266,180,132.269179298001,1,I,R27,[0],28729075,27,GS6,4.6415608560746
