Label, 1
Date_and_Time_file_created, 27-April-25 03:45:00
Radial_Offset_Adjustment, -9999 #Radial offset is in millimetre(mm) with +ve values actioning radial outward movement and -ve values actioning radial inward movement of the magnets. 
RobotTemp, 14.0000 #temperature (degrees C) the distortion code assumed the field would be observed at
ObsTemp, 14.0000 #actual temperature (degrees C) it is going to be observed at
Radial_Scale_factor, 1.0 #Radial scale factor is thermal coefficient of invar times temperature difference applied radially relative to the plate centre.
#Magnet,Label,Center_x,Center_y,rot_holdingPosition,rot_platePlacing,order,Pickup_option,Magnet_title,rePosition_magnets,ID,Index,Hexabundle,rectMag_inputOrientation
circular_magnet,Yel,450.38541219566304,375.63437166518975,90,328.2889904384005,1,TR,Yel01,[0],214011099310973,1,K,5.20125152174019
circular_magnet,Mag,122.727304390838,278.09781821908,270,354.4126200784203,1,TL,Mag02,[0],213000400506364,2,M,1.71888308632433
circular_magnet,Yel,181.69710468273607,228.8437262091149,180,244.2093822449355,1,RO,Yel03,[0],213000652209285,3,J,4.22295300030549
circular_magnet,Yel,319.4367167934489,474.9140183652081,90,268.37187582358,1,TR,Yel04,[0],214010599204271,4,A,4.46475461265919
circular_magnet,Yel,460.1178472300527,176.50230381040478,270,221.8113880265571,1,TL,Yel05,[0],213010913711450,5,N,1.55521537305376
circular_magnet,Mag,389.06542119415184,108.93646744823536,90,71.12135820689845,1,TR,Mag06,[0],212010054107845,6,B,4.594374557285
circular_magnet,Gre,344.20662025685056,167.39465352816896,270,261.39591022434155,1,TL,Gre07,[0],213010966305574,7,L,2.06968938936352
circular_magnet,Mag,154.43523421317497,398.4305222521776,270,30.60954618152303,1,TL,Mag08,[0],214000991907942,8,P,2.1047289537402
circular_magnet,Yel,219.2467322476183,167.94652162574528,90,129.01131066124833,1,TR,Yel09,[0],213000961111213,9,R,3.88922747935997
circular_magnet,Gre,447.14606407583574,348.28292754183326,90,337.6457254468751,1,TR,Gre10,[0],213010039010822,10,D,5.2667364500676
circular_magnet,Gre,339.2279488781488,399.918292226287,270,98.22604850179484,1,TL,Gre11,[0],214010974305303,11,E,1.23132500790659
circular_magnet,Mag,232.61622669191308,481.3834660102782,90,243.415213998228,1,TR,Mag12,[0],214000573011891,12,Q,3.90806325351098
circular_magnet,Blu,366.5732686829497,332.02936949123983,270,140.91723865068053,1,TL,Blu13,[0],213010122206723,13,C,1.95899433458473
circular_magnet,Yel,405.2870814871361,161.1171411193342,270,239.4115029628718,1,TL,Yel14,[0],213010995108689,14,O,1.85012372211553
circular_magnet,Blu,360.3569180311412,314.3865409908925,270,155.23888102342409,1,TL,Blu15,[0],213010212906401,15,F,5.67532333890213
circular_magnet,Blu,354.7959881274974,373.93575507860544,90,291.7269171519862,1,TR,Blu16,[0],214011106606101,16,T,4.57305756226765
circular_magnet,Yel,219.141623673479,150.6554182973059,270,305.5894104326549,1,TL,Yel17,[0],213001046811222,17,S,1.98348706538318
circular_magnet,Mag,359.2103627947373,497.90489787649966,90,279.8506357650708,1,TR,Mag18,[0],214010487106282,18,I,4.5073514669933
circular_magnet,Yel,195.65272715810391,210.8936384235231,270,325.9841022627886,1,TL,Yel19,[0],213000743109994,19,G,1.02106619841823
circular_magnet,Blu,294.26281113620246,288.30026761460255,90,162.48371112269768,1,TR,Blu20,[0],109392122932759792,20,H,4.80976342122685
circular_magnet,Blu,358.36360843703307,282.1742342417942,90,24.798216866159848,1,TR,Blu21,[0],109732122672941008,21,U,2.75926309444347
circular_magnet,Gre,234.82525878062305,269.8429164774847,90,162.65930943111124,1,TR,Gre22,[0],109092122138325088,22,GS1,4.5335060818809
circular_magnet,Blu,256.1484018663723,318.5192962450661,90,196.84440445422928,1,TR,Blu23,[0],109202124224983776,23,GS2,5.40192996744354
circular_magnet,Gre,364.7160802994426,403.6947999846519,90,290.8157652059499,1,TR,Gre24,[0],109762127875751040,24,GS3,4.93831344437811
circular_magnet,Blu,382.6090229764353,288.6217274882826,270,189.00380307701343,1,TL,Blu25,[0],109852122957395312,25,GS4,6.26340608605893
