Label, 1
Date_and_Time_file_created, 02-August-24 14:15:16
Radial_Offset_Adjustment, -9999 #Radial offset is in millimetre(mm) with +ve values actioning radial outward movement and -ve values actioning radial inward movement of the magnets. 
RobotTemp, 14.0000 #temperature (degrees C) the distortion code assumed the field would be observed at
ObsTemp, 14.0000 #actual temperature (degrees C) it is going to be observed at
Radial_Scale_factor, 1.0 #Radial scale factor is thermal coefficient of invar times temperature difference applied radially relative to the plate centre.
#Magnet,Label,Center_x,Center_y,rot_holdingPosition,rot_platePlacing,order,Pickup_option,Magnet_title,rePosition_magnets,ID,Index,Hexabundle,rectMag_inputOrientation
circular_magnet,Gre,387.8646381075857,192.82367834266205,270,238.88065688036963,1,TL,Gre01,[0],901031890201883,1,D,1.60115556712543
circular_magnet,Yel,362.5509814328843,149.1024022967101,90,75.63860546097783,1,TR,Yel02,[0],901031890103999,2,K,4.85169847137546
circular_magnet,Yel,446.5724953688177,166.1186645786015,270,227.16892584575297,1,TL,Yel03,[0],901032034106630,3,S,1.70665654296618
circular_magnet,Blu,379.4762027165587,298.6169841770402,270,179.18447998658223,1,TL,Blu04,[0],901031890400582,4,N,2.26335107273981
circular_magnet,Blu,338.6206211674812,241.3593557463084,270,255.93324313871773,1,TL,Blu05,[0],901031890300583,5,F,1.76466150133609
circular_magnet,Gre,456.46015791612297,276.53628636374384,90,9.166145668275078,1,TR,Gre06,[0],901032178305933,6,T,0.300975534194996
circular_magnet,Gre,439.4040562168304,318.7077125767779,90,349.70644026208663,1,TR,Gre07,[0],901032034403928,7,R,5.98775091532324
circular_magnet,Gre,416.7100509975172,382.3462650582301,90,317.50343379177633,1,TR,Gre08,[0],901032034504612,8,C,5.00499719461102
circular_magnet,Yel,383.7224907184171,442.4475328892707,90,292.2803801859801,1,TR,Yel09,[0],901031890604376,9,I,4.41938019719331
circular_magnet,Yel,306.7997288167153,469.4912402208207,270,84.12271541969167,1,TL,Yel10,[0],901031746607559,10,G,1.17438909331249
circular_magnet,Gre,311.4482568546788,403.9318067513856,90,263.00288853559914,1,TR,Gre11,[0],901031746506433,11,L,0.674520435284539
circular_magnet,Yel,170.15840092292515,225.76337484226832,270,334.9652586253577,1,TL,Yel12,[0],901031458206875,12,O,1.40600894661157
circular_magnet,Yel,175.52944284032174,305.9768528487071,270,3.1293497243013917,1,TL,Yel13,[0],901031458401491,13,M,1.80953479174228
circular_magnet,Gre,202.2191796799368,367.66902815928734,90,209.7369017458068,1,TR,Gre14,[0],901031458502166,14,A,5.12139890105144
circular_magnet,Yel,172.45863008306392,408.98877457402733,90,216.1752687281108,1,TR,Yel15,[0],901031458507554,15,B,4.96358591420399
circular_magnet,Gre,269.0835399495558,208.2419355382637,90,121.72465546818006,1,TR,Gre16,[0],901031602204652,16,E,0.0485643025955724
circular_magnet,Gre,373.13344830875315,394.51397954418064,270,116.71819970978228,1,TL,Gre17,[0],901031890505840,17,J,1.4194426873354
circular_magnet,Blu,284.5439006277384,324.7975208010861,90,214.0325621592495,1,TR,Blu18,[0],901031746404849,18,Q,5.5056117924584
circular_magnet,Yel,472.5753426741865,418.96155207433173,90,320.72207652168663,1,TR,Yel19,[0],901032178600884,19,P,4.62517358663013
circular_magnet,Blu,320.605319957202,340.15353250696194,90,264.7821405702286,1,TR,Blu20,[0],105370141921229008,20,H,2.59091569000397
circular_magnet,Blu,258.2034556477641,274.1501494462691,90,160.3329666243735,1,TR,Blu21,[0],105050139079138000,21,U,4.63049514390853
circular_magnet,Blu,324.44721865408115,298.290923961519,270,87.14570665944635,1,TL,Blu22,[0],105390140121878976,22,GS1,2.77924144244324
circular_magnet,Gre,309.60977817776524,191.1758028531076,90,97.93171178364696,1,TR,Gre23,[0],105320135534253264,23,GS2,5.63437753591549
circular_magnet,Gre,235.00669383053065,248.96403548889535,270,331.35411399802587,1,TL,Gre24,[0],104930138002639792,24,GS3,0.901841147182132
circular_magnet,Gre,254.2520869419548,367.40746236001576,90,224.7358632218108,1,TR,Gre25,[0],105030143077208144,25,GS4,5.72388818999175
circular_magnet,Blu,384.9365751374624,356.7956314699015,90,315.72195973976704,1,TR,Blu26,[0],105710142628960032,26,GS5,5.25565955568848
circular_magnet,Gre,414.869645401824,246.7269169433032,90,29.481475772928455,1,TR,Gre27,[0],105860137913473728,27,GS6,4.27265916794211
rectangular_magnet,R01,410.72130024188687,207.5686095421761,180,57.17376358895899,1,I,R01,[0],901031890201883,1,D,1.60115556712543
rectangular_magnet,R02,337.3968962041358,138.75290973403548,180,247.63558747711988,1,I,R02,[0],901031890103999,2,K,4.85169847137546
rectangular_magnet,R03,463.8353915175939,187.13847467661537,180,39.39516478184237,1,I,R03,[0],901032034106630,3,S,1.70665654296618
rectangular_magnet,R04,361.8387536352535,319.3235143041369,180,319.5762414927067,1,I,R04,[0],901031890400582,4,N,2.26335107273981
