Spectrograph,slitlet,position on slit ,Hexabundle or sky fibre,Bundle/plate,no.cores,ring,Fibre_number,COREnum,Bundle_Xc,Bundle_Yc,Coreradius
AAOmega,7,45,H,G,61,4,34,34,-86.43,-319.17,106.85
AAOmega,7,46,H,G,61,4,35,35,-166.73,-245.14,106.71
AAOmega,7,47,H,G,61,4,36,36,-245.23,-166.99,106.71
AAOmega,7,48,H,G,61,4,37,37,-323.5,-90.26,106.9
AAOmega,7,49,H,G,61,4,20,20,-295.66,17.57,106.47
AAOmega,7,50,H,G,61,4,21,21,-265.58,123.86,106.78
AAOmega,7,51,H,G,61,5,40,40,-344.95,203.27,106.87
AAOmega,7,52,H,G,61,5,39,39,-372.48,97.04,106.54
AAOmega,7,53,H,G,61,5,38,38,-404.44,-8.29,106.7
AAOmega,7,54,H,G,61,5,61,61,-430.51,-117.3,106.5
AAOmega,7,55,H,G,61,5,60,60,-353.19,-196.39,106.8
AAOmega,7,56,H,G,61,5,59,59,-279.43,-277.53,106.41
AAOmega,7,57,H,G,61,5,58,58,-202.5,-355.6,106.89
AAOmega,7,58,H,G,61,5,57,57,-116.8,-425.47,106.36
AAOmega,7,59,H,G,61,5,56,56,-9.73,-399.09,106.92
AAOmega,7,60,H,G,61,5,55,55,97.06,-372.12,106.83
AAOmega,7,61,H,G,61,5,54,54,203.15,-341.6,106.89
AAOmega,7,62,H,G,61,5,53,53,309.4,-313.3,106.87
AAOmega,7,63,Sky,A4,7,0,4,4,0,0,NA
AAOmega,8,1,Sky,A2,7,0,4,4,0,0,NA
AAOmega,8,2,H,E,61,5,41,41,-251.76,367.59,106.39
AAOmega,8,3,H,E,61,5,42,42,-140.97,377.98,106.62
AAOmega,8,4,H,E,61,5,43,43,-30.31,389.52,106.53
AAOmega,8,5,H,E,61,5,44,44,82.24,397.38,106.93
AAOmega,8,6,H,E,61,5,45,45,193.56,404.62,106.15
AAOmega,8,7,H,E,61,5,46,46,257.44,311.61,106.35
AAOmega,8,8,H,E,61,5,47,47,319.89,220.37,106.39
AAOmega,8,9,H,E,61,5,48,48,383.26,128.21,106.56
AAOmega,8,10,H,E,61,5,49,49,443.93,34.29,106.45
AAOmega,8,11,H,E,61,5,50,50,396,-65.89,106.45
AAOmega,8,12,H,E,61,5,51,51,347.87,-165.38,106.41
AAOmega,8,13,H,E,61,5,52,52,301.14,-265.54,106.4
AAOmega,8,14,H,E,61,4,30,30,236.27,-175.58,106.33
AAOmega,8,15,H,E,61,4,29,29,284.71,-74.52,106.7
AAOmega,8,16,H,E,61,4,28,28,332.58,25.6,106.72
AAOmega,8,17,H,E,61,4,27,27,272.72,119.43,106.57
AAOmega,8,18,H,E,61,4,26,26,210.48,211.22,106.32
AAOmega,8,19,H,E,61,4,25,25,146.89,303.42,106.84
AAOmega,8,20,H,E,61,4,24,24,36.05,295.5,106.51
AAOmega,8,21,H,E,61,4,23,23,-75.15,287.89,106.54
AAOmega,8,22,H,E,61,4,22,22,-187.36,277.01,106.4
AAOmega,8,23,H,E,61,3,9,9,-122.4,186.53,106.72
AAOmega,8,24,H,E,61,3,10,10,-11,194.71,106.55
AAOmega,8,25,H,E,61,3,11,11,99.39,202.22,106.37
AAOmega,8,26,H,E,61,3,12,12,162.17,110.85,106.79
AAOmega,8,27,H,E,61,3,13,13,221.4,17.46,106.6
AAOmega,8,28,H,E,61,3,14,14,171.2,-85.76,106.43
AAOmega,8,29,H,E,61,2,4,4,110.68,8.07,106.37
AAOmega,8,30,H,E,61,2,3,3,51.81,102.75,106.02
AAOmega,8,31,H,E,61,2,2,2,-59.16,94.44,106.26
AAOmega,8,32,H,E,61,1,1,1,0,0,106
AAOmega,8,33,H,E,61,2,5,5,56.16,-95.45,106.23
AAOmega,8,34,H,E,61,2,6,6,-57.33,-97.91,105.99
AAOmega,8,35,H,E,61,2,7,7,-113.01,-2.54,106.04
AAOmega,8,36,H,E,61,3,8,8,-175.79,89.26,106.37
AAOmega,8,37,H,E,61,3,19,19,-226.2,-10.28,106.06
AAOmega,8,38,H,E,61,3,18,18,-168.3,-105.92,106.5
AAOmega,8,39,H,E,61,3,17,17,-106.4,-198.08,106.54
AAOmega,8,40,H,E,61,3,16,16,4.89,-192.63,106.36
AAOmega,8,41,H,E,61,3,15,15,121.92,-184.44,106.36
AAOmega,8,42,H,E,61,4,31,31,186.71,-275.27,106.38
AAOmega,8,43,H,E,61,4,32,32,69.71,-283.5,106.74
AAOmega,8,44,H,E,61,4,33,33,-41.4,-294.11,106.22
AAOmega,8,45,H,E,61,4,34,34,-152.84,-300.59,106.32
AAOmega,8,46,H,E,61,4,35,35,-217.28,-206.31,106.03
AAOmega,8,47,H,E,61,4,36,36,-281.83,-116.71,106.25
AAOmega,8,48,H,E,61,4,37,37,-337.36,-20.34,106.16
AAOmega,8,49,H,E,61,4,20,20,-289.9,80.18,106.2
AAOmega,8,50,H,E,61,4,21,21,-240.26,179.98,106.37
AAOmega,8,51,H,E,61,5,40,40,-305.16,269.85,106.8
AAOmega,8,52,H,E,61,5,39,39,-357.13,168.29,106.9
AAOmega,8,53,H,E,61,5,38,38,-403.99,68.2,106.46
AAOmega,8,54,H,E,61,5,61,61,-447.83,-35.06,106.16
AAOmega,8,55,H,E,61,5,60,60,-392.46,-130.88,106.49
AAOmega,8,56,H,E,61,5,59,59,-328.27,-221.33,106.68
AAOmega,8,57,H,E,61,5,58,58,-263.83,-311.55,106.2
AAOmega,8,58,H,E,61,5,57,57,-198.34,-401.1,106.55
AAOmega,8,59,H,E,61,5,56,56,-86.91,-395.3,106.31
AAOmega,8,60,H,E,61,5,55,55,23.55,-385.75,106.54
AAOmega,8,61,H,E,61,5,54,54,133.88,-375.26,106.46
AAOmega,8,62,H,E,61,5,53,53,253.06,-365.89,106.61
AAOmega,8,63,Sky,A3,7,0,5,5,0,0,NA
AAOmega,9,1,Sky,A5,7,0,5,5,0,0,NA
AAOmega,9,2,H,D,91,5,41,41,-233.4,379.42,106.06
AAOmega,9,3,H,D,91,5,42,42,-122.57,385.27,106.84
AAOmega,9,4,H,D,91,5,43,43,-11.07,389.82,106.84
AAOmega,9,5,H,D,91,5,44,44,100.21,393.89,106.55
AAOmega,9,6,H,D,91,5,45,45,211.09,398.65,106.32
AAOmega,9,7,H,D,91,5,46,46,269.625,304.625,106.755
AAOmega,9,8,H,D,91,5,47,47,328.61,210.355,106.735
AAOmega,9,9,H,D,91,5,48,48,389.41,115.495,106.85
AAOmega,9,10,H,D,91,5,49,49,450.125,20.02,106.785
AAOmega,9,11,H,D,91,5,50,50,399.805,-79.975,106.87
AAOmega,9,12,H,D,91,5,51,51,345.82,-179.865,106.97
AAOmega,9,13,H,D,91,5,52,52,289.675,-278.715,106.83
AAOmega,9,14,H,D,91,4,30,30,234.715,-181.86,106.78
AAOmega,9,15,H,D,91,4,29,29,287.825,-82.71,106.865
AAOmega,9,16,H,D,91,4,28,28,338.025,16.445,106.88
AAOmega,9,17,H,D,91,4,27,27,278.26,111.135,106.5
AAOmega,9,18,H,D,91,4,26,26,217.385,204.465,106.86
AAOmega,9,19,H,D,91,4,25,25,158.775,299.76,106.79
AAOmega,9,20,H,D,91,4,24,24,47.955,294.805,106.29
AAOmega,9,21,H,D,91,4,23,23,-63.135,290.355,107.21
AAOmega,9,22,H,D,91,4,22,22,-174.46,285.98,106.86
AAOmega,9,23,H,D,91,3,9,9,-116.815,189.765,106.415
AAOmega,9,24,H,D,91,3,10,10,-5.035,194.115,106.9
AAOmega,9,25,H,D,91,3,11,11,105.91,200.09,106.915
AAOmega,9,26,H,D,91,3,12,12,164.38,105.11,106.395
AAOmega,9,27,H,D,91,3,13,13,226.565,12.37,106.76
AAOmega,9,28,H,D,91,3,14,14,176.64,-86.885,107.12
AAOmega,9,29,H,D,91,2,4,4,112.92,4.58,106.57
AAOmega,9,30,H,D,91,2,3,3,52.685,98.815,106.64
AAOmega,9,31,H,D,91,2,2,2,-58.105,95.19,106.64
AAOmega,9,32,H,D,91,1,1,1,0,0,106
AAOmega,9,33,H,D,91,2,5,5,60.405,-93.585,106.4
AAOmega,9,34,H,D,91,2,6,6,-50.665,-99.99,106.74
AAOmega,9,35,H,D,91,2,7,7,-111.51,-6.4,107.125
AAOmega,9,36,H,D,91,3,8,8,-169.025,89.155,106.96
AAOmega,9,37,H,D,91,3,19,19,-222.46,-9.095,106.82
AAOmega,9,38,H,D,91,3,18,18,-164.255,-103.805,106.455
AAOmega,9,39,H,D,91,3,17,17,-103.725,-197.645,106.74
AAOmega,9,40,H,D,91,3,16,16,11.54,-193.075,106.8
AAOmega,9,41,H,D,91,3,15,15,123.84,-185.09,107.04
AAOmega,9,42,H,D,91,4,31,31,178.145,-282.61,107.19
AAOmega,9,43,H,D,91,4,32,32,67.455,-289.42,106.74
AAOmega,9,44,H,D,91,4,33,33,-44.115,-291.235,106.965
AAOmega,9,45,H,D,91,4,34,34,-157.095,-295.965,107.135
AAOmega,9,46,H,D,91,4,35,35,-218.18,-201.07,106.385
AAOmega,9,47,H,D,91,4,36,36,-276.635,-106.19,106.93
AAOmega,9,48,H,D,91,4,37,37,-334.105,-10.505,106.825
AAOmega,9,49,H,D,91,4,20,20,-281.245,87.225,106.885
AAOmega,9,50,H,D,91,4,21,21,-227.865,184.915,106.685
AAOmega,9,51,H,D,91,5,40,40,-285.91,279.995,107.135
AAOmega,9,52,H,D,91,5,39,39,-341.2,182.965,106.885
AAOmega,9,53,H,D,91,5,38,38,-392.65,84.83,107.005
AAOmega,9,54,H,D,91,5,61,61,-445.16,-14.22,106.97
AAOmega,9,55,H,D,91,5,60,60,-387.965,-110.62,107.22
AAOmega,9,56,H,D,91,5,59,59,-330.27,-205.795,107.26
AAOmega,9,57,H,D,91,5,58,58,-270.17,-299.635,106.91
AAOmega,9,58,H,D,91,5,57,57,-211.62,-393.34,106.97
AAOmega,9,59,H,D,91,5,56,56,-99.93,-392.24,106.78
AAOmega,9,60,H,D,91,5,55,55,10.99,-389.69,106.92
AAOmega,9,61,H,D,91,5,54,54,122.7,-385.49,106.83
AAOmega,9,62,H,D,91,5,53,53,233.6,-379.66,106.92
AAOmega,9,63,Sky,A1,7,0,5,5,0,0,NA
AAOmega,10,1,Sky,A4,7,0,5,5,0,0,NA
AAOmega,10,2,H,D,91,6,81,81,298.72,-469.11,106.77
AAOmega,10,3,H,D,91,6,82,82,182.6,-479.12,106.84
AAOmega,10,4,H,D,91,6,83,83,69.23,-483.96,107.36
AAOmega,10,5,H,D,91,6,84,84,-42.39,-487.85,106.84
AAOmega,10,6,H,D,91,6,85,85,-153.83,-490.54,107.39
AAOmega,10,7,H,D,91,6,86,86,-265.42,-489.87,106.84
AAOmega,10,8,H,D,91,6,87,87,-324.31,-396.53,107.17
AAOmega,10,9,H,D,91,6,88,88,-384.415,-303.035,107.14
AAOmega,10,10,H,D,91,6,89,89,-442.46,-208.045,107.085
AAOmega,10,11,H,D,91,6,90,90,-499.77,-111.545,106.785
AAOmega,10,12,H,D,91,6,91,91,-556.235,-12.74,107.18
AAOmega,10,13,H,D,91,6,62,62,-505.48,85.34,106.97
AAOmega,10,14,H,D,91,6,63,63,-453.49,183.46,107.31
AAOmega,10,15,H,D,91,6,64,64,-400.86,280.935,107.025
AAOmega,10,16,H,D,91,6,65,65,-345,377.17,106.475
AAOmega,10,17,H,H,37,4,30,30,294.57,-27.87,106.33
AAOmega,10,18,H,H,37,4,29,29,283.49,81.31,105.49
AAOmega,10,19,H,H,37,4,28,28,271.97,190.1,106.25
AAOmega,10,20,H,H,37,4,27,27,171.94,236.71,106.27
AAOmega,10,21,H,H,37,4,26,26,71.04,279.26,106.09
AAOmega,10,22,H,H,37,4,25,25,-31.56,328.18,106
AAOmega,10,23,H,H,37,4,24,24,-124.19,264.28,106.31
AAOmega,10,24,H,H,37,4,23,23,-215.84,198.99,106.16
AAOmega,10,25,H,H,37,4,22,22,-305.18,132.81,106.19
AAOmega,10,26,H,H,37,3,9,9,-204.38,89.81,106
AAOmega,10,27,H,H,37,3,10,10,-114.91,154.09,106.08
AAOmega,10,28,H,H,37,3,11,11,-24.28,218.86,106.15
AAOmega,10,29,H,H,37,3,12,12,82.97,170.82,106.43
AAOmega,10,30,H,H,37,3,13,13,183.36,124.95,106.46
AAOmega,10,31,H,H,37,3,14,14,193.57,15.59,106.37
AAOmega,10,32,H,H,37,2,4,4,92.77,60.06,106.73
AAOmega,10,33,H,H,37,2,3,3,-8.85,109.9,106.2
AAOmega,10,34,H,H,37,2,2,2,-103.85,43.48,106.01
AAOmega,10,35,H,H,37,1,1,1,0,0,106
AAOmega,10,36,H,H,37,2,5,5,104.49,-49.38,105.76
AAOmega,10,37,H,H,37,2,6,6,11.97,-109.43,106.13
AAOmega,10,38,H,H,37,2,7,7,-89.24,-65.14,106.16
AAOmega,10,39,H,H,37,3,8,8,-194.67,-19.58,105.93
AAOmega,10,40,H,H,37,3,19,19,-179.68,-128.14,106.02
AAOmega,10,41,H,H,37,3,18,18,-80.28,-175.6,106.25
AAOmega,10,42,H,H,37,3,17,17,21.13,-218.61,106.32
AAOmega,10,43,H,H,37,3,16,16,113.83,-159.23,106.15
AAOmega,10,44,H,H,37,3,15,15,205.03,-96.95,106.48
AAOmega,10,45,H,H,37,4,31,31,307.61,-137.67,106.47
AAOmega,10,46,H,H,37,4,32,32,218.59,-205.71,106.07
AAOmega,10,47,H,H,37,4,33,33,127.95,-268.91,106.57
AAOmega,10,48,BROKEN,H,37,4,34,34,35.1,-328.36,106.02
AAOmega,10,49,H,H,37,4,35,35,-66.76,-286.17,106.62
AAOmega,10,50,H,H,37,4,36,36,-168.24,-242.4,106.04
AAOmega,10,51,H,H,37,4,37,37,-267.74,-194.63,106.2
AAOmega,10,52,H,H,37,4,20,20,-284.76,-86.4,105.75
AAOmega,10,53,H,H,37,4,21,21,-297.5,23.08,106.1
AAOmega,10,54,H,D,91,6,66,66,-292,474.72,106.55
AAOmega,10,55,H,D,91,6,67,67,-181.06,479.94,106.81
AAOmega,10,56,H,D,91,6,68,68,-70.07,484.74,106.66
AAOmega,10,57,H,D,91,6,69,69,40.86,489.53,106.5
AAOmega,10,58,H,D,91,6,70,70,152.01,492.91,106.9
AAOmega,10,59,BROKEN,D,91,6,71,71,263.65,499.57,106.49
AAOmega,10,60,H,D,91,6,72,72,321.97,404.47,106.56
AAOmega,10,61,Sky,A2,7,0,5,5,0,0,NA
AAOmega,10,62,Sky,A3,7,0,6,6,0,0,NA
AAOmega,10,63,BLOCK,NA,NA,NA,NA,NA,NA,NA,NA
AAOmega,11,1,Sky,A5,7,0,6,6,0,0,NA
AAOmega,11,2,H,D,91,6,73,73,380.7,310.72,106.83
AAOmega,11,3,H,D,91,6,74,74,440.44,215.94,106.995
AAOmega,11,4,H,D,91,6,75,75,500.65,119.715,106.8
AAOmega,11,5,H,D,91,6,76,76,563.65,28.335,106.915
AAOmega,11,6,H,D,91,6,77,77,513.885,-71.73,106.675
AAOmega,11,7,H,D,91,6,78,78,460.715,-173.465,106.605
AAOmega,11,8,H,D,91,6,79,79,408.35,-272.175,106.98
AAOmega,11,9,H,D,91,6,80,80,351.48,-371.335,106.365
AAOmega,11,10,H,B,169,8,151,151,687.88,118.44,107.77
AAOmega,11,11,H,B,169,8,150,150,678.6,231.8,107.6
AAOmega,11,12,H,B,169,8,149,149,670.67,344.74,107.49
AAOmega,11,13,H,B,169,8,148,148,658.01,457.83,107.41
AAOmega,11,14,H,B,169,8,147,147,555.88,508.46,107.36
AAOmega,11,15,H,B,169,8,146,146,451.36,558.05,106.12
AAOmega,11,16,H,B,169,8,145,145,349.77,607.535,107.68
AAOmega,11,17,H,B,169,8,144,144,245.4,655.645,107.405
AAOmega,11,18,H,B,169,8,143,143,142.26,703.32,107.375
AAOmega,11,19,H,B,169,8,142,142,37.54,750.465,107.585
AAOmega,11,20,H,B,169,8,141,141,-66.83,795.18,107.355
AAOmega,11,21,H,B,169,8,140,140,-162.065,732.325,107.605
AAOmega,11,22,H,B,169,8,139,139,-255.655,668.025,108.125
AAOmega,11,23,H,B,169,8,138,138,-348.53,602.17,107.75
AAOmega,11,24,H,B,169,8,137,137,-443.15,535.61,107.16
AAOmega,11,25,H,B,169,8,136,136,-536.78,466.8,107.9
AAOmega,11,26,H,B,169,8,135,135,-631.78,396.86,107.56
AAOmega,11,27,H,B,169,8,134,134,-722.45,327.49,108.08
AAOmega,11,28,H,B,169,7,97,97,-620.53,277.88,107.55
AAOmega,11,29,H,B,169,7,98,98,-527.62,351.92,107.87
AAOmega,11,30,H,B,169,7,99,99,-431.575,422.08,107.555
AAOmega,11,31,H,B,169,7,100,100,-338.66,489.215,107.55
AAOmega,11,32,H,B,169,7,101,101,-245.59,554.05,107.73
AAOmega,11,33,H,B,169,7,102,102,-152.06,619.29,107.435
AAOmega,11,34,H,B,169,7,103,103,-56.25,682.27,107.51
AAOmega,11,35,H,B,169,7,104,104,49.045,637.225,107.35
AAOmega,11,36,H,B,169,7,105,105,152.73,589.66,107.3
AAOmega,11,37,H,B,169,7,106,106,256.09,542.555,107.49
AAOmega,11,38,H,B,169,7,107,107,358.62,493.69,107.71
AAOmega,11,39,H,B,169,7,108,108,461.21,444.5,107.75
AAOmega,11,40,H,B,169,7,109,109,563.46,394.21,107.27
AAOmega,11,41,H,B,169,7,110,110,574.78,281.02,107.78
AAOmega,11,42,H,B,169,7,111,111,584.1,168.18,107.6
AAOmega,11,43,H,B,169,7,112,112,593.675,54.59,107.97
AAOmega,11,44,H,B,169,7,113,113,604.46,-58.585,107.69
AAOmega,11,45,H,B,169,7,114,114,612.12,-173.16,107.64
AAOmega,11,46,H,B,169,6,80,80,509.33,-123.9,107.5
AAOmega,11,47,H,B,169,6,79,79,499.46,-10.465,107.445
AAOmega,11,48,H,B,169,6,78,78,490.24,103.45,107.65
AAOmega,11,49,H,B,169,6,77,77,480.97,216.31,107.02
AAOmega,11,50,H,B,169,6,76,76,469.47,329.99,107.82
AAOmega,11,51,H,B,169,6,75,75,367.925,380.39,107.625
AAOmega,11,52,H,B,169,6,74,74,264.37,428.325,107.515
AAOmega,11,53,H,B,169,6,73,73,161.455,476.81,107.28
AAOmega,11,54,H,B,169,6,72,72,57.895,523.39,107.435
AAOmega,11,55,H,B,169,6,71,71,-46.58,569.185,107.58
AAOmega,11,56,H,B,169,6,70,70,-141.16,505.655,107.575
AAOmega,11,57,H,B,169,6,69,69,-234.345,441.25,107.8
AAOmega,11,58,H,B,169,6,68,68,-328.14,376.725,107.385
AAOmega,11,59,H,B,169,6,67,67,-422.15,308.65,107.585
AAOmega,11,60,H,B,169,6,66,66,-513.32,238.54,107.93
AAOmega,11,61,Sky,A1,7,0,6,6,0,0,NA
AAOmega,11,62,Sky,A4,7,0,6,6,0,0,NA
AAOmega,11,63,BLOCK,NA,NA,NA,NA,NA,NA,NA,NA
AAOmega,12,1,Sky,A2,7,0,6,6,0,0,NA
AAOmega,12,2,H,B,169,5,41,41,-408.86,195.265,107.71
AAOmega,12,3,H,B,169,5,42,42,-317.555,263.105,107.46
AAOmega,12,4,H,B,169,5,43,43,-223.36,327.71,107.38
AAOmega,12,5,H,B,169,5,44,44,-130.44,393.01,107.55
AAOmega,12,6,H,B,169,5,45,45,-35.895,455.6,107.62
AAOmega,12,7,H,B,169,5,46,46,68.41,410.595,107.5
AAOmega,12,8,H,B,169,5,47,47,171.355,363.42,107.69
AAOmega,12,9,H,B,169,5,48,48,274.86,314.485,107.32
AAOmega,12,10,H,B,169,5,49,49,376.715,263.8,107.43
AAOmega,12,11,H,B,169,5,50,50,386.44,150.395,107.605
AAOmega,12,12,H,B,169,5,51,51,397.038,37.1875,107.907
AAOmega,12,13,H,B,169,5,52,52,405.913,-76.7125,107.567
AAOmega,12,14,H,B,169,4,30,30,302.183,-28.6175,107.785
AAOmega,12,15,H,B,169,4,29,29,293.227,85.3575,107.925
AAOmega,12,16,H,B,169,4,28,28,283.405,198.705,107.63
AAOmega,12,17,H,B,169,4,27,27,181.325,248.935,107.375
AAOmega,12,18,H,B,169,4,26,26,77.8,296.88,107.41
AAOmega,12,19,H,B,169,4,25,25,-26.215,342.655,107.525
AAOmega,12,20,H,B,169,4,24,24,-120.69,279.495,107.805
AAOmega,12,21,H,B,169,4,23,23,-214.085,213.65,107.62
AAOmega,12,22,H,B,169,4,22,22,-311.78,135.395,107.67
AAOmega,12,23,H,B,169,3,9,9,-204.38,100.25,107.71
AAOmega,12,24,H,B,169,3,10,10,-110.1,164.01,107.455
AAOmega,12,25,H,B,169,3,11,11,-17.13,229.92,107.715
AAOmega,12,26,H,B,169,3,12,12,85.395,179.725,107.63
AAOmega,12,27,H,B,169,3,13,13,189.42,133.47,107.53
AAOmega,12,28,H,B,169,3,14,14,199.103,19.94,107.502
AAOmega,12,29,H,B,169,2,4,4,95.0025,66.495,107.655
AAOmega,12,30,H,B,169,2,3,3,-7.755,113.945,107.455
AAOmega,12,31,H,B,169,2,2,2,-105.625,43.19,107.7
AAOmega,12,32,H,B,169,1,1,1,0,0,107
AAOmega,12,33,H,B,169,2,5,5,102.45,-48.6125,107.25
AAOmega,12,34,H,B,169,2,6,6,9.2,-116.775,107.64
AAOmega,12,35,H,B,169,2,7,7,-93.9025,-70.215,107.47
AAOmega,12,36,H,B,169,3,8,8,-197.83,-23.025,107.7
AAOmega,12,37,H,B,169,3,19,19,-187.02,-136.62,107.545
AAOmega,12,38,H,B,169,3,18,18,-83.825,-183.35,107.525
AAOmega,12,39,H,B,169,3,17,17,20.14,-229.64,107.86
AAOmega,12,40,H,B,169,3,16,16,113.18,-162.735,107.645
AAOmega,12,41,H,B,169,3,15,15,207.185,-93.6675,107.575
AAOmega,12,42,H,B,169,4,31,31,309.54,-141.995,107.745
AAOmega,12,43,H,B,169,4,32,32,216.775,-210.645,107.47
AAOmega,12,44,H,B,169,4,33,33,123.64,-276.82,107.425
AAOmega,12,45,H,B,169,4,34,34,31.25,-343.675,107.605
AAOmega,12,46,H,B,169,4,35,35,-72.07,-297.045,107.51
AAOmega,12,47,H,B,169,4,36,36,-175.96,-250.085,107.8
AAOmega,12,48,H,B,169,4,37,37,-279.94,-204.2,107.505
AAOmega,12,49,H,B,169,4,20,20,-291.525,-90.925,107.535
AAOmega,12,50,H,B,169,4,21,21,-302.015,22.0475,107.468
AAOmega,12,51,H,B,169,5,40,40,-405.132,69.945,107.153
AAOmega,12,52,H,B,169,5,39,39,-395.373,-42.9625,107.99
AAOmega,12,53,H,B,169,5,38,38,-384.595,-156.3,107.65
AAOmega,12,54,H,B,169,5,61,61,-372.275,-269.91,107.5
AAOmega,12,55,H,B,169,5,60,60,-268.37,-317.315,107.4
AAOmega,12,56,H,B,169,5,59,59,-165.125,-363.275,107.46
AAOmega,12,57,H,B,169,5,58,58,-60.92,-410.08,107.455
AAOmega,12,58,H,B,169,5,57,57,42.15,-456.985,107.655
AAOmega,12,59,H,B,169,5,56,56,135.2,-390.65,107.735
AAOmega,12,60,H,B,169,5,55,55,227.72,-324.705,107.75
AAOmega,12,61,Sky,A3,7,0,7,7,0,0,NA
AAOmega,12,62,Sky,A5,7,0,7,7,0,0,NA
AAOmega,12,63,BLOCK,NA,NA,NA,NA,NA,NA,NA,NA
AAOmega,13,1,Sky,A1,7,0,7,7,0,0,NA
AAOmega,13,2,SKY,A4,7,0,7,7,0,0,NA
AAOmega,13,3,H,B,169,5,54,54,319.99,-257.325,107.565
AAOmega,13,4,H,B,169,5,53,53,412.205,-191.095,107.545
AAOmega,13,5,H,B,169,6,81,81,516.2,-236.57,107.94
AAOmega,13,6,H,B,169,6,82,82,423.695,-304.21,107.675
AAOmega,13,7,H,B,169,6,83,83,332.915,-372.245,107.56
AAOmega,13,8,H,B,169,6,84,84,239.305,-438.455,107.41
AAOmega,13,9,H,B,169,6,85,85,145.905,-503.99,107.59
AAOmega,13,10,H,B,169,6,86,86,53.275,-570.485,107.64
AAOmega,13,11,H,B,169,6,87,87,-50.535,-523.565,107.775
AAOmega,13,12,H,B,169,6,88,88,-153.69,-476.68,107.24
AAOmega,13,13,H,B,169,6,89,89,-257.635,-430.47,107.41
AAOmega,13,14,H,B,169,6,90,90,-362.05,-383.33,107.585
AAOmega,13,15,H,B,169,6,91,91,-464.52,-335.99,107.42
AAOmega,13,16,H,B,169,6,62,62,-477.33,-222.94,107.47
AAOmega,13,17,H,B,169,6,63,63,-487.95,-109.11,107.58
AAOmega,13,18,H,B,169,6,64,64,-499.03,5.125,107.72
AAOmega,13,19,H,B,169,6,65,65,-505.51,124.38,107.81
AAOmega,13,20,H,B,169,7,96,96,-612.17,164.45,107.89
AAOmega,13,21,H,B,169,7,95,95,-603.57,50.6,107.78
AAOmega,13,22,H,B,169,7,94,94,-591.975,-62.48,107.725
AAOmega,13,23,H,B,169,7,93,93,-582.36,-175.77,107.58
AAOmega,13,24,H,B,169,7,92,92,-570.05,-288.12,107.6
AAOmega,13,25,H,B,169,7,127,127,-557.03,-401.25,107.52
AAOmega,13,26,H,B,169,7,126,126,-453.99,-449.86,107.6
AAOmega,13,27,H,B,169,7,125,125,-351.135,-497.17,107.705
AAOmega,13,28,H,B,169,7,124,124,-247,-543.475,107.205
AAOmega,13,29,H,B,169,7,123,123,-142.625,-589.76,107.53
AAOmega,13,30,H,B,169,7,122,122,-41.195,-639.945,107.51
AAOmega,13,31,H,B,169,7,121,121,63.45,-683.465,107.54
AAOmega,13,32,H,B,169,7,120,120,156.535,-618.345,107.525
AAOmega,13,33,H,B,169,7,119,119,250,-552.935,107.7
AAOmega,13,34,H,B,169,7,118,118,342.445,-486.35,107.45
AAOmega,13,35,H,B,169,7,117,117,435.74,-422.04,107.63
AAOmega,13,36,H,B,169,7,116,116,526.58,-353.04,107.7
AAOmega,13,37,H,B,169,7,115,115,618.58,-286.27,107.55
AAOmega,13,38,H,B,169,8,155,155,721.34,-335.72,107.97
AAOmega,13,39,H,B,169,8,156,156,629.47,-403.25,107.74
AAOmega,13,40,H,B,169,8,157,157,538.44,-469.99,107.87
AAOmega,13,41,H,B,169,8,158,158,445.405,-535.77,107.485
AAOmega,13,42,H,B,169,8,159,159,352.945,-601.665,107.44
AAOmega,13,43,H,B,169,8,160,160,260.275,-666.98,107.79
AAOmega,13,44,H,B,169,8,161,161,167.07,-732.2,107.765
AAOmega,13,45,H,B,169,8,162,162,73.095,-796.71,107.3
AAOmega,13,46,H,B,169,8,163,163,-32.39,-754.61,107.72
AAOmega,13,47,H,B,169,8,164,164,-134.8,-704.875,107.715
AAOmega,13,48,H,B,169,8,165,165,-237.665,-656.515,107.515
AAOmega,13,49,H,B,169,8,166,166,-343.885,-617.845,107.57
AAOmega,13,50,H,B,169,8,167,167,-443.44,-563.49,107.43
AAOmega,13,51,H,B,169,8,168,168,-549.11,-521.15,107.68
AAOmega,13,52,H,B,169,8,169,169,-649.67,-467.62,107.71
AAOmega,13,53,H,B,169,8,128,128,-663.26,-354.24,107.86
AAOmega,13,54,H,B,169,8,129,129,-674.8,-241.64,107.84
AAOmega,13,55,H,B,169,8,130,130,-685.83,-127.5,107.9
AAOmega,13,56,H,B,169,8,131,131,-697.515,-14.88,108.01
AAOmega,13,57,H,B,169,8,132,132,-707.16,99.27,107.9
AAOmega,13,58,H,B,169,8,133,133,-714.93,213.26,107.9
AAOmega,13,59,H,B,169,8,152,152,699.745,5.09,107.65
AAOmega,13,60,H,B,169,8,153,153,706.55,-108.51,107.93
AAOmega,13,61,H,B,169,8,154,154,715.44,-221.35,107.44
AAOmega,13,62,Sky,A2,7,0,7,7,0,0,NA
AAOmega,13,63,BLOCK,NA,NA,NA,NA,NA,NA,NA,NA
Spector,1,1,Sky,H7,8,0,1,1,0,0,NA
Spector,1,2,H,I,91,5,50,50,375.535,153.155,106.24
