Spectrograph,slitlet,position on slit ,Hexabundle or sky fibre,Bundle/plate,no.cores,ring,Fibre_number,COREnum,Bundle_Xc,Bundle_Yc,Coreradius
Spector,10,16,H,N,61,5,44,44,27.03,403.62,106.44
Spector,10,17,H,N,61,5,43,43,-81.47,380.89,106.58
Spector,10,18,H,N,61,5,42,42,-189.67,355.22,107.21
Spector,10,19,H,N,61,5,41,41,-298.21,330.88,107.05
Spector,10,20,H,O,61,5,53,53,373.035,-224.35,106.065
Spector,10,21,H,O,61,5,54,54,276.89,-281.91,106.26
Spector,10,22,H,O,61,5,55,55,185.37,-343.11,105.95
Spector,10,23,H,O,61,5,56,56,89.51,-392.16,105.95
Spector,10,24,H,O,61,5,57,57,-6.04,-441.65,105.98
Spector,10,25,H,O,61,5,58,58,-100.34,-387.37,105.98
Spector,10,26,H,O,61,5,59,59,-193.36,-332.85,106.3
Spector,10,27,H,O,61,5,60,60,-292.91,-278.815,106.22
Spector,10,28,H,O,61,5,61,61,-382.855,-218.475,105.805
Spector,10,29,H,O,61,5,38,38,-383.065,-109.33,106.385
Spector,10,30,H,O,61,5,41,41,-375.76,217.56,106.185
Spector,10,31,H,O,61,5,42,42,-277.2,276.28,106.09
Spector,10,32,H,O,61,5,43,43,-183.74,330.42,105.85
Spector,10,33,H,O,61,5,44,44,-88.15,384.01,106.4
Spector,10,34,H,O,61,5,45,45,6.9,436.42,105.68
Spector,10,35,H,O,61,5,46,46,101.43,383.79,105.85
Spector,10,36,H,O,61,5,47,47,194.01,329.24,106.14
Spector,10,37,H,O,61,5,48,48,285.64,273.19,105.78
Spector,10,38,H,O,61,5,49,49,377.21,214.54,106.5
Spector,10,39,H,O,61,5,50,50,377.22,102.47,106.495
Spector,10,40,H,O,61,5,51,51,374.525,-5.93,106.415
Spector,10,41,H,O,61,5,52,52,372.345,-114.615,106.525
Spector,10,42,H,O,61,4,30,30,277.295,-61.055,106.42
Spector,10,43,H,O,61,4,29,29,281.415,49.345,105.895
Spector,10,44,Sky,H6,8,0,4,4,0,0,NA
Spector,10,45,Sky,H7,8,0,5,5,0,0,NA
Spector,11,1,Sky,H3,8,0,5,5,0,0,NA
Spector,11,2,H,O,61,4,28,28,282.695,158.955,106.29
Spector,11,3,H,O,61,4,27,27,192.04,218.98,106.43
Spector,11,4,H,O,61,4,26,26,98.605,274.52,106.11
Spector,11,5,H,O,61,4,25,25,4.86,328.39,106.21
Spector,11,6,H,O,61,4,24,24,-90.345,275.54,106.62
Spector,11,7,H,O,61,4,23,23,-183.48,221.73,105.97
Spector,11,8,H,O,61,4,22,22,-280.73,165.78,105.935
Spector,11,9,H,O,61,3,9,9,-185.405,112.75,105.935
Spector,11,10,H,O,61,3,10,10,-90.06,166.555,106.4
Spector,11,11,H,O,61,3,11,11,5.085,219.795,106.54
Spector,11,12,H,O,61,3,12,12,98.44,163.595,106.175
Spector,11,13,H,O,61,3,13,13,189.455,104.825,106.095
Spector,11,14,H,O,61,3,14,14,185.16,-4.87,105.68
Spector,11,15,H,O,61,2,4,4,94.055,53.86,105.72
Spector,11,16,H,O,61,2,3,3,2.215,109.32,105.685
Spector,11,17,H,O,61,2,2,2,-92.23,56.35,106.46
Spector,11,18,H,O,61,1,1,1,0,0,106
Spector,11,19,H,O,61,2,5,5,91.245,-58.575,106.39
Spector,11,20,H,O,61,2,6,6,-2.705,-113.405,106.2
Spector,11,21,H,O,61,2,7,7,-92.88,-54.77,105.565
Spector,11,22,H,O,61,3,8,8,-186.255,1.55,106.49
Spector,11,23,H,O,61,3,19,19,-189.025,-110.17,106.69
Spector,11,24,H,O,61,3,18,18,-99.945,-170.57,105.57
Spector,11,25,H,O,61,3,17,17,-6.26,-224.395,105.94
Spector,11,26,H,O,61,3,16,16,87.89,-172.08,106.13
Spector,11,27,H,O,61,3,15,15,181.38,-118.685,106.295
Spector,11,28,H,O,61,4,31,31,275.895,-172.36,105.93
Spector,11,29,H,O,61,4,32,32,183.305,-227.395,106.13
Spector,11,30,H,O,61,4,33,33,90.175,-283.895,106.31
Spector,11,31,H,O,61,4,34,34,-5.33,-334.41,106.07
Spector,11,32,H,O,61,4,35,35,-99.62,-279.505,105.67
Spector,11,33,H,O,61,4,36,36,-192.92,-224.04,106.495
Spector,11,34,H,O,61,4,37,37,-290.18,-164.015,105.77
Spector,11,35,H,O,61,4,20,20,-280.525,-51.825,105.59
Spector,11,36,H,O,61,4,21,21,-282.89,56.885,106.275
Spector,11,37,H,O,61,5,40,40,-378.615,108.9,106.25
Spector,11,38,H,O,61,5,39,39,-381.225,-0.015,106.31
Spector,11,39,H,P,61,5,46,46,133.17,359.76,105.73
Spector,11,40,H,P,61,5,47,47,221.68,293.31,105.92
Spector,11,41,H,P,61,5,48,48,305.305,228.885,105.71
Spector,11,42,H,P,61,5,49,49,397.545,156.545,105.74
Spector,11,43,H,P,61,5,50,50,384.665,51.285,106.075
Spector,11,44,Sky,H5,8,0,5,5,0,0,NA
Spector,11,45,Sky,H2,8,0,5,5,0,0,NA
Spector,12,1,Sky,H4,8,0,5,5,0,0,NA
Spector,12,2,H,P,61,5,51,51,372.855,-55.725,105.685
Spector,12,3,H,P,61,5,52,52,356.825,-160.85,105.76
Spector,12,4,H,P,61,4,30,30,272.58,-92.45,106.595
Spector,12,5,H,P,61,4,29,29,284.615,14.265,105.93
Spector,12,6,H,P,61,4,28,28,296.715,121.64,106.57
Spector,12,7,H,P,61,4,27,27,206.86,188.03,106.08
Spector,12,8,H,P,61,4,26,26,121.445,252.975,105.84
Spector,12,9,H,P,61,4,25,25,34.27,319.03,105.54
Spector,12,10,H,P,61,4,24,24,-64.045,277.355,105.84
Spector,12,11,H,P,61,4,23,23,-164.88,233.735,105.59
Spector,12,12,H,P,61,4,22,22,-264.725,191.95,105.535
Spector,12,13,H,P,61,3,9,9,-174.94,128.205,105.73
Spector,12,14,H,P,61,3,10,10,-77.725,171.6,105.685
Spector,12,15,H,P,61,3,11,11,22.26,212.305,105.685
Spector,12,16,H,P,61,3,12,12,108.415,146.56,105.46
Spector,12,17,H,P,61,3,13,13,197.64,80.74,105.775
Spector,12,18,H,P,61,3,14,14,184.825,-24.795,106.525
Spector,12,19,H,P,61,2,4,4,98.915,39.77,105.9
Spector,12,20,H,P,61,2,3,3,8.31,106.95,105.885
Spector,12,21,H,P,61,2,2,2,-88.885,64.515,106.01
Spector,12,22,H,P,61,1,1,1,0,0,106
Spector,12,23,H,P,61,2,5,5,84.575,-65.925,105.58
Spector,12,24,H,P,61,2,6,6,-13.295,-106.92,105.625
Spector,12,25,H,P,61,2,7,7,-99.95,-42.96,106.195
Spector,12,26,H,P,61,3,8,8,-187.15,21.05,106.73
Spector,12,27,H,P,61,3,19,19,-199.645,-85.555,105.57
Spector,12,28,H,P,61,3,18,18,-113.77,-149.62,106.605
Spector,12,29,H,P,61,3,17,17,-27.4,-214.965,106.955
Spector,12,30,H,P,61,3,16,16,71.095,-172.535,105.41
Spector,12,31,H,P,61,3,15,15,169.78,-132.135,106.51
Spector,12,32,H,P,61,4,31,31,255.035,-198.055,106.115
Spector,12,33,H,P,61,4,32,32,155.15,-238.63,106.645
Spector,12,34,H,P,61,4,33,33,57.045,-282.23,106.17
Spector,12,35,H,P,61,4,34,34,-43.06,-324.09,106.77
Spector,12,36,H,P,61,4,35,35,-127.95,-257.495,106.855
Spector,12,37,H,P,61,4,36,36,-214.235,-191.835,106.55
Spector,12,38,H,P,61,4,37,37,-300.05,-127.615,105.765
Spector,12,39,H,P,61,4,20,20,-286.73,-20.775,106.69
Spector,12,40,H,P,61,4,21,21,-273.485,85.13,105.905
Spector,12,41,H,P,61,5,40,40,-363.43,151.265,106.495
Spector,12,42,H,P,61,5,39,39,-371.575,44.88,105.205
Spector,12,43,H,P,61,5,38,38,-388.16,-60.31,105.93
Spector,12,44,Sky,H1,8,0,5,5,0,0,NA
Spector,12,45,Sky,H6,8,0,5,5,0,0,NA
Spector,13,1,H,P,61,5,61,61,-399.99,-167.535,106.775
Spector,13,2,Sky,H7,8,0,6,6,0,0,NA
Spector,13,3,H,P,61,5,60,60,-314.825,-234.265,106.645
Spector,13,4,H,P,61,5,59,59,-228.225,-299.28,106.675
Spector,13,5,H,P,61,5,58,58,-144.39,-365.31,105.17
Spector,13,6,H,P,61,5,57,57,-59.38,-430.23,106.58
Spector,13,7,H,P,61,5,56,56,41.27,-390.33,106.69
Spector,13,8,H,P,61,5,55,55,140.95,-349.97,106.98
Spector,13,9,H,P,61,5,54,54,240.23,-306.17,106.62
Spector,13,10,H,P,61,5,53,53,340.97,-266.275,105.745
Spector,13,11,H,P,61,5,45,45,48.58,424.35,105.65
Spector,13,12,H,P,61,5,44,44,-51.58,382.63,105.82
Spector,13,13,H,P,61,5,43,43,-150.06,341.1,105.8
Spector,13,14,H,P,61,5,42,42,-248.28,300.42,106.7
Spector,13,15,H,P,61,5,41,41,-348.28,258.635,107.05
Spector,13,16,H,Q,61,5,53,53,296.53,-344.47,107.44
Spector,13,17,H,Q,61,5,54,54,187.01,-367.35,0
Spector,13,18,H,Q,61,5,55,55,76.47,-391.71,107.89
Spector,13,19,H,Q,61,5,56,56,-35.06,-412.97,107.01
Spector,13,20,H,Q,61,5,57,57,-145.44,-429.79,107.31
Spector,13,21,H,Q,61,5,58,58,-220.75,-346.12,107.68
Spector,13,22,H,Q,61,5,59,59,-298.76,-264.5,107.74
Spector,13,23,H,Q,61,5,60,60,-367.83,-175.38,107.4
Spector,13,24,H,Q,61,5,61,61,-441.3,-90.15,107.87
Spector,13,25,H,Q,61,5,38,38,-409.32,17.74,107.44
Spector,13,26,H,Q,61,5,39,39,-375.34,125.65,107.5
Spector,13,27,H,Q,61,5,40,40,-339.9,234.66,107.74
Spector,13,28,H,Q,61,4,21,21,-264.86,149.94,107.4
Spector,13,29,H,Q,61,4,20,20,-298.91,42.76,107.68
Spector,13,30,H,Q,61,4,37,37,-331.41,-65.01,107.63
Spector,13,31,H,Q,61,4,36,36,-257.37,-152.8,107.47
Spector,13,32,H,Q,61,4,35,35,-184.33,-239.36,107.63
Spector,13,33,H,Q,61,4,34,34,-109.05,-323.12,107.44
Spector,13,34,H,Q,61,5,41,41,-299.96,341.01,107.77
Spector,13,35,H,Q,61,5,42,42,-187.93,362.7,107.56
Spector,13,36,H,Q,61,5,43,43,-73.55,387.73,107.24
Spector,13,37,H,Q,61,5,44,44,37.37,414.47,107.51
Spector,13,38,H,Q,61,5,45,45,148.74,432.52,107.6
Spector,13,39,H,Q,61,5,46,46,224.55,349.97,107.82
Spector,13,40,H,Q,61,5,47,47,298.69,265.55,107.78
Spector,13,41,H,Q,61,5,48,48,373.13,181,107.81
Spector,13,42,H,Q,61,5,49,49,441.42,92,107.77
Spector,13,43,H,Q,61,5,50,50,409.17,-26.55,107.96
Spector,13,44,Sky,H3,8,0,6,6,0,0,NA
Spector,13,45,Sky,H5,8,0,6,6,0,0,NA
Spector,14,1,Sky,H2,8,0,6,6,0,0,NA
Spector,14,2,H,Q,61,5,51,51,371.67,-132.65,107.83
Spector,14,3,H,Q,61,5,52,52,335.73,-238.99,107.76
Spector,14,4,H,Q,61,4,30,30,260.03,-154.22,106.5
Spector,14,5,H,Q,61,4,29,29,298.33,-46.73,107.43
Spector,14,6,H,Q,61,4,28,28,333.48,60.03,107.18
Spector,14,7,H,Q,61,4,27,27,263.03,155.8,108.22
Spector,14,8,H,Q,61,4,26,26,188.69,240.33,107.6
Spector,14,9,H,Q,61,4,25,25,114.17,324.7,107.22
Spector,14,10,H,Q,61,4,24,24,1.44,303.85,107.55
Spector,14,11,H,Q,61,4,23,23,-114.03,277.79,107.37
Spector,14,12,H,Q,61,4,22,22,-225.45,256.03,107.66
Spector,14,13,H,Q,61,3,9,9,-153.53,169.7,107.58
Spector,14,14,H,Q,61,3,10,10,-41.3,192.65,107.69
Spector,14,15,H,Q,61,3,11,11,72.81,217.41,107.64
Spector,14,16,BROKEN,NA,NA,NA,NA,NA,NA,NA,NA
Spector,14,17,H,Q,61,3,12,12,148.07,133.31,107.61
Spector,14,18,H,Q,61,3,13,13,221.59,48.12,107.79
Spector,14,19,H,Q,61,3,14,14,185.82,-64.45,107.55
Spector,14,20,H,Q,61,2,4,4,111.67,20.03,107.26
Spector,14,21,H,Q,61,2,3,3,34.16,107.33,107.43
Spector,14,22,H,Q,61,2,2,2,-77.09,85.56,107.49
Spector,14,23,H,Q,61,1,1,1,0,0,106
Spector,14,24,H,Q,61,2,5,5,75.47,-87.5,107.42
Spector,14,25,H,Q,61,2,6,6,-35.47,-106.42,107.76
Spector,14,26,H,Q,61,2,7,7,-110.3,-22.06,107.51
Spector,14,27,H,Q,61,3,8,8,-187.93,62.06,107.59
Spector,14,28,H,Q,61,3,19,19,-220.34,-45.51,107.88
Spector,14,29,H,Q,61,3,18,18,-145.78,-130.28,107.79
Spector,14,30,H,Q,61,3,17,17,-71.32,-214.87,107.66
Spector,14,31,H,Q,61,3,16,16,39.08,-194.8,107.31
Spector,14,32,H,Q,61,3,15,15,149.69,-172.49,107.56
Spector,14,33,H,Q,61,4,31,31,223.33,-259.38,107.76
Spector,14,34,H,Q,61,4,32,32,112.54,-279.64,107.71
Spector,14,35,H,Q,61,4,33,33,2.66,-306.47,107.62
Spector,14,36,H,R,61,5,53,53,157.93,-408.98,106.27
Spector,14,37,H,R,61,5,54,54,49.05,-395.47,106.39
Spector,14,38,H,R,61,5,55,55,-58.95,-381.85,106.7
Spector,14,39,H,R,61,5,56,56,-167.01,-364.58,106.38
Spector,14,40,H,R,61,5,41,41,-154.38,412.74,106.3
Spector,14,41,H,R,61,5,42,42,-46.24,399.96,106.66
Spector,14,42,H,R,61,5,43,43,62.11,383.24,106.19
Spector,14,43,H,R,61,5,44,44,169.46,367.68,106.92
Spector,14,44,H,R,61,5,45,45,276.24,340.39,106.4
Spector,14,45,Sky,H1,8,0,6,6,0,0,NA
Spector,15,1,Sky,H6,8,0,6,6,0,0,NA
Spector,15,2,H,U,37,4,30,30,166.55,-247.29,106.38
Spector,15,3,H,U,37,4,29,29,245.39,-169.12,106.15
Spector,15,4,H,U,37,4,28,28,323.18,-84.66,106.06
Spector,15,5,H,U,37,4,27,27,298.93,24.37,106.23
Spector,15,6,H,U,37,4,26,26,269,131.73,105.92
Spector,15,7,H,U,37,4,25,25,240.34,239.33,106.19
Spector,15,8,H,U,37,4,24,24,132.2,266.82,106.7
Spector,15,9,H,U,37,4,23,23,25.46,295.52,107.04
Spector,15,10,H,U,37,4,22,22,-81.98,325.85,106.99
Spector,15,11,H,U,37,3,9,9,-54.46,217.55,106.44
Spector,15,12,BROKEN,NA,NA,NA,NA,NA,NA,NA,NA
Spector,15,13,H,U,37,0,10,10,53.01,186.48,106.15
Spector,15,14,H,U,37,3,11,11,160.75,158.23,106.13
Spector,15,15,H,U,37,3,12,12,188.88,50.6,106.08
Spector,15,16,H,U,37,3,13,13,215.5,-58.31,106.01
Spector,15,17,H,U,37,3,14,14,138.83,-138.45,105.87
Spector,15,18,H,U,37,2,4,4,107.58,-29.8,106.2
Spector,15,19,H,U,37,2,3,3,79.38,78.53,105.95
Spector,15,20,H,U,37,2,2,2,-28.71,108.79,105.96
Spector,15,21,H,U,37,1,1,1,0,0,106
Spector,15,22,H,U,37,2,5,5,30.91,-110.33,106.05
Spector,15,23,H,U,37,2,6,6,-77.31,-80.37,106.18
Spector,15,24,H,U,37,2,7,7,-108.01,30.5,106.44
Spector,15,25,H,U,37,3,8,8,-136.48,139.43,105.85
Spector,15,26,H,U,37,3,19,19,-215.28,60.36,106.27
Spector,15,27,H,U,37,3,18,18,-185.09,-50.7,106.04
Spector,15,28,H,U,37,3,17,17,-156.22,-159.82,105.76
Spector,15,29,H,U,37,3,16,16,-49.45,-188.22,106.06
Spector,15,30,H,U,37,3,15,15,58.75,-217.48,106.69
Spector,15,31,H,U,37,4,31,31,87.83,-325.92,106.19
Spector,15,32,H,U,37,4,32,32,-21.25,-299.85,106.72
Spector,15,33,H,U,37,4,33,33,-127.6,-267.06,106.1
Spector,15,34,H,U,37,4,34,34,-235.63,-239.5,106.19
Spector,15,35,H,U,37,4,35,35,-265.72,-131.92,105.98
Spector,15,36,H,U,37,4,36,36,-293.92,-24.12,106.2
Spector,15,37,H,U,37,4,37,37,-323.51,83.6,106.78
Spector,15,38,H,U,37,4,20,20,-245.04,168.88,106.15
Spector,15,39,H,U,37,4,21,21,-161.44,247.75,106.32
Spector,15,40,H,R,61,5,46,46,320.83,240.9,106.4
Spector,15,41,H,R,61,5,47,47,364.97,138.94,106.27
Spector,15,42,H,R,61,5,48,48,405.61,37.4,106.16
Spector,15,43,H,R,61,5,49,49,440.36,-65.76,106.27
Spector,15,44,H,R,61,5,50,50,375.71,-156.92,106.38
Spector,15,45,Sky,H3,8,0,7,7,0,0,NA
Spector,16,1,Sky,H5,8,0,7,7,0,0,NA
Spector,16,2,H,R,61,5,51,51,309.12,-245.63,106.05
Spector,16,3,H,R,61,5,52,52,237.9,-333.9,106.07
Spector,16,4,H,R,61,4,30,30,197.8,-231.54,106.3
Spector,16,5,H,R,61,4,29,29,265.37,-144.78,106.18
Spector,16,6,H,R,61,4,28,28,330.28,-56.64,105.78
Spector,16,7,H,R,61,4,27,27,294.17,45.74,106.39
Spector,16,8,H,R,61,4,26,26,254.48,149.26,106.32
Spector,16,9,H,R,61,4,25,25,211.62,252.51,106.56
Spector,16,10,H,R,61,4,24,24,104.53,273.2,106.49
Spector,16,11,H,R,61,4,23,23,-3.14,292.52,106.53
Spector,16,12,H,R,61,4,22,22,-111.48,311.67,106.44
Spector,16,13,H,R,61,3,9,9,-73.86,208.05,106.16
Spector,16,14,H,R,61,3,10,10,35.65,187.12,105.77
Spector,16,15,H,R,61,3,11,11,145.04,165.83,106.38
Spector,16,16,H,R,61,3,12,12,185.58,63.99,107.04
Spector,16,17,H,R,61,3,13,13,222.53,-39.7,106.33
Spector,16,18,H,R,61,3,14,14,157.25,-128.54,106.89
Spector,16,19,H,R,61,2,4,4,114.68,-20.68,106.95
Spector,16,20,H,R,61,2,3,3,74,80.99,105.99
Spector,16,21,H,R,61,2,2,2,-35.05,104.24,106.21
Spector,16,22,H,R,61,1,1,1,0,0,106
Spector,16,23,H,R,61,2,5,5,42.24,-102.04,106.85
Spector,16,24,H,R,61,2,6,6,-71.57,-83.5,106.48
Spector,16,25,H,R,61,2,7,7,-108,20.49,106.52
Spector,16,26,H,R,61,3,8,8,-145.98,125.81,105.45
Spector,16,27,H,R,61,3,19,19,-216.4,41.72,106.08
Spector,16,28,H,R,61,3,18,18,-182.87,-63.43,106.04
Spector,16,29,H,R,61,3,17,17,-144.38,-164.83,106.07
Spector,16,30,H,R,61,3,16,16,-36.19,-187.46,106.04
Spector,16,31,H,R,61,3,15,15,78.76,-205.04,106.18
Spector,16,32,H,R,61,4,31,31,118.25,-306.95,106.16
Spector,16,33,H,R,61,4,32,32,3.58,-292.55,106.56
Spector,16,34,H,R,61,4,33,33,-109.29,-268.95,105.67
Spector,16,35,H,R,61,4,34,34,-216.78,-248.18,106.22
Spector,16,36,H,R,61,4,35,35,-256.83,-144.49,106.62
Spector,16,37,H,R,61,4,36,36,-289.65,-39.49,106.61
Spector,16,38,H,R,61,4,37,37,-326.28,63.59,105.94
Spector,16,39,H,R,61,4,20,20,-254.7,145.81,105.9
Spector,16,40,H,R,61,4,21,21,-184.79,230.64,106.17
Spector,16,41,H,R,61,5,40,40,-233,335.47,106.39
Spector,16,42,H,R,61,5,39,39,-302.31,252.39,106.33
Spector,16,43,H,R,61,5,38,38,-369.04,165.66,106.31
Spector,16,44,Sky,H7,8,0,7,7,0,0,NA
Spector,16,45,Sky,H4,8,0,7,7,0,0,NA
Spector,17,1,Sky,H1,8,0,7,7,0,0,NA
Spector,17,2,H,R,61,5,61,61,-435.99,75.51,106.74
Spector,17,3,H,R,61,5,60,60,-402.07,-28.4,106.42
Spector,17,4,H,R,61,5,59,59,-367.08,-131.06,106.14
Spector,17,5,H,R,61,5,58,58,-324.22,-231.41,106.17
Spector,17,6,H,R,61,5,57,57,-273.01,-342.04,106.61
Spector,17,7,H,S,61,4,27,27,240.75,172.1,105.96
Spector,17,8,H,S,61,4,26,26,160.14,249.08,105.96
Spector,17,9,H,S,61,4,25,25,79.08,324.9,106.27
Spector,17,10,H,S,61,4,24,24,-27.53,295.48,106.22
Spector,17,11,H,S,61,4,23,23,-133.93,264.32,105.71
Spector,17,12,BROKEN,NA,NA,NA,NA,NA,NA,NA,NA
Spector,17,13,H,S,61,4,22,22,-239.74,230.42,105.56
Spector,17,14,H,S,61,3,9,9,-159.58,154.09,105.65
Spector,17,15,H,S,61,3,10,10,-53.39,186.77,106.07
Spector,17,16,H,S,61,3,11,11,53.64,217.49,105.95
Spector,17,17,H,S,61,3,12,12,133.76,140.78,105.72
Spector,17,18,H,S,61,3,13,13,211.91,62.82,105.99
Spector,17,19,H,S,61,3,14,14,186.82,-46.15,105.94
Spector,17,20,H,S,61,2,4,4,105.8,31.23,105.55
Spector,17,21,H,S,61,2,3,3,26.7,109.49,105.93
Spector,17,22,H,S,61,2,2,2,-79.86,77.65,105.54
Spector,17,23,H,S,61,1,1,1,0,0,106
Spector,17,24,H,S,61,2,5,5,79.63,-76.41,105.77
Spector,17,25,H,S,61,2,6,6,-31.65,-106.57,105.59
Spector,17,26,H,S,61,2,7,7,-113.83,-32.5,105.7
Spector,17,27,H,S,61,3,8,8,-191.5,47.09,105.33
Spector,17,28,H,S,61,3,19,19,-220.2,-62.68,105.97
Spector,17,29,H,S,61,3,18,18,-140.38,-139.98,105.92
Spector,17,30,H,S,61,3,17,17,-55.56,-214.14,105.8
Spector,17,31,H,S,61,3,16,16,51.03,-184,105.89
Spector,17,32,H,S,61,3,15,15,158.97,-153.83,105.74
Spector,17,33,H,S,61,4,31,31,240.75,-229.22,106.12
Spector,17,34,H,S,61,4,32,32,132.45,-261.65,105.35
Spector,17,35,H,S,61,4,33,33,23.28,-292.37,105.74
Spector,17,36,H,S,61,4,34,34,-88.26,-320.26,105.3
Spector,17,37,H,S,61,4,35,35,-171.82,-247.74,105.55
Spector,17,38,H,S,61,4,36,36,-251.29,-170.16,105.62
Spector,17,39,H,S,61,4,37,37,-328,-90.06,105.37
Spector,17,40,H,S,61,4,20,20,-298.76,17.26,105.41
Spector,17,41,H,S,61,4,21,21,-271.04,124.18,105.56
Spector,17,42,H,S,61,5,40,40,-352.96,198.27,105.82
Spector,17,43,H,S,61,5,39,39,-382.71,90.81,105.37
Spector,17,44,H,S,61,5,38,38,-410.38,-17.44,105.86
Spector,17,45,BROKEN,NA,NA,NA,NA,NA,NA,NA,NA
Spector,18,1,Sky,H2,8,0,8,8,0,0,NA
Spector,18,2,H,S,61,5,61,61,-434.48,-125.78,105.63
Spector,18,3,H,S,61,5,60,60,-360.16,-206.63,104.94
Spector,18,4,H,S,61,5,59,59,-282.25,-284.66,105.71
Spector,18,5,H,S,61,5,58,58,-194.64,-355.91,105.45
Spector,18,6,H,S,61,5,57,57,-111,-428.27,105.69
Spector,18,7,H,S,61,5,56,56,-4.61,-399.2,105.64
Spector,18,8,H,S,61,5,55,55,103.61,-374.47,106.04
Spector,18,9,H,S,61,5,54,54,209.22,-342.44,105.97
Spector,18,10,H,S,61,5,53,53,315.51,-311.63,106.14
Spector,18,11,H,S,61,4,28,28,318.16,93.46,105.86
Spector,18,12,H,S,61,4,29,29,293.26,-14,105.92
Spector,18,13,H,S,61,4,30,30,268.2,-121.81,105.86
Spector,18,14,H,S,61,5,52,52,348.24,-198.73,106.21
Spector,18,15,H,S,61,5,51,51,376.53,-91.23,105.73
Spector,18,16,H,S,61,5,50,50,401.92,16.8,105.7
Spector,18,17,H,S,61,5,49,49,423.77,125.12,105.92
Spector,18,18,H,S,61,5,48,48,346.2,204.68,106.17
Spector,18,19,H,S,61,5,47,47,266.73,281.78,106.17
Spector,18,20,H,S,61,5,46,46,186.84,358.89,105.84
Spector,18,21,H,S,61,5,45,45,103.43,432.73,106.02
Spector,18,22,H,S,61,5,44,44,-2.91,404.35,106.12
Spector,18,23,H,S,61,5,43,43,-109.43,371.8,106.05
Spector,18,24,H,S,61,5,42,42,-215.97,341.56,106.23
Spector,18,25,H,S,61,5,41,41,-320.84,305.1,106.08
Spector,18,26,H,T,61,5,53,53,357.08,-269.33,105.82
Spector,18,27,H,T,61,5,54,54,256.94,-318.01,105.94
Spector,18,28,H,T,61,5,55,55,154.31,-362.15,106.34
Spector,18,29,H,T,61,5,56,56,50.39,-403.98,106.04
Spector,18,30,H,T,61,5,57,57,-57.5,-444.91,105.32
Spector,18,31,H,T,61,5,58,58,-147.66,-379.73,106.23
Spector,18,32,H,T,61,5,59,59,-236.18,-312.27,106.19
Spector,18,33,H,T,61,5,60,60,-323.87,-242.58,106.53
Spector,18,34,H,T,61,5,41,41,-355.18,271.32,106.15
Spector,18,35,H,T,61,5,42,42,-254.04,317.63,106.23
Spector,18,36,H,T,61,5,43,43,-151.29,360,105.79
Spector,18,37,H,T,61,5,44,44,-47.47,401.98,105.75
Spector,18,38,H,T,61,5,45,45,56.14,444.23,106.38
Spector,18,39,H,T,61,5,46,46,148.27,382.11,105.38
Spector,18,40,H,T,61,5,47,47,237.82,315.9,105.74
Spector,18,41,H,T,61,5,48,48,324.37,245.37,105.44
Spector,18,42,H,T,61,5,49,49,411.33,174.76,105.85
Spector,18,43,H,T,61,5,50,50,401.73,63.33,105.78
Spector,18,44,Sky,H4,8,0,6,8,0,0,NA
Spector,18,45,Sky,H2,8,0,7,8,0,0,NA
Spector,19,1,Sky,H6,8,0,8,8,0,0,NA
Spector,19,2,H,T,61,5,51,51,388.41,-48.35,105.88
Spector,19,3,H,T,61,5,52,52,373.58,-159.35,106.41
Spector,19,4,H,T,61,4,30,30,283.96,-90.57,105.94
Spector,19,5,H,T,61,4,29,29,299.78,19.61,105.87
Spector,19,6,H,T,61,4,28,28,308.29,131.41,105.67
Spector,19,7,H,T,61,4,27,27,220.52,199.5,105.93
Spector,19,8,H,T,61,4,26,26,130.86,267.22,105.86
Spector,19,9,H,T,61,4,25,25,40.84,333.12,106.07
Spector,19,10,H,T,61,4,24,24,-62.46,291.08,105.94
Spector,19,11,H,T,61,4,23,23,-165.69,249.19,105.95
Spector,19,12,H,T,61,4,22,22,-267.24,203.41,105.96
Spector,19,13,H,T,61,3,9,9,-180.56,133.9,105.67
Spector,19,14,H,T,61,3,10,10,-77.78,180.45,106.03
Spector,19,15,H,T,61,3,11,11,27.09,222.36,106.03
Spector,19,16,H,T,61,3,12,12,116.76,156.27,105.78
Spector,19,17,H,T,61,3,13,13,205.56,88.33,105.72
Spector,19,18,H,T,61,3,14,14,194.46,-22.75,106.04
Spector,19,19,H,T,61,2,4,4,102.53,44.59,105.91
Spector,19,20,H,T,61,2,3,3,13.04,111.51,105.91
Spector,19,21,H,T,61,2,2,2,-89.98,67.55,105.46
Spector,19,22,H,T,61,1,1,1,0,0,106
Spector,19,23,H,T,61,2,5,5,91.29,-66.5,106.07
Spector,19,24,H,T,61,2,6,6,-10.52,-113.21,106.04
Spector,19,25,H,T,61,2,7,7,-101.52,-46.09,105.92
Spector,19,26,H,T,61,3,8,8,-191.56,22.3,105.81
Spector,19,27,H,T,61,3,19,19,-203.71,-91.41,106.14
Spector,19,28,H,T,61,3,18,18,-113.02,-158.15,105.97
Spector,19,29,H,T,61,3,17,17,-23.23,-223.59,105.54
Spector,19,30,H,T,61,3,16,16,79.55,-180.59,105.8
Spector,19,31,H,T,61,3,15,15,180.39,-132.77,105.69
Spector,19,32,H,T,61,4,31,31,268.56,-201.12,105.94
Spector,19,33,H,T,61,4,32,32,168.38,-250.14,105.89
