PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 08 02 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21E+11,3.312E+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,00 57 38.88,-02 02 03.8 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,16 13 28.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 09 02 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,A0119_T065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,C901031890400582,-93.0859989335593,-23.94857648818790,96.095365331097,-0.998542691911533,0.252501512178708,5.03214110308934,14.0131833240286,-1.93130875476,16.5026569366455,15.9355239868164,15.5536496833371,15.5061206817627,0.0,0.0,0.0,0.0,9.06158535443287,5.60002326965332,0.0133525934070349,20.919347826673,,,8,-90132.5687695392,23298.6214242409,1,-93048.23,-24007.21,-99,P,rectangular_magnet,R01,1,I,1.0,T,-32.787718089837100,5.03214110308934,circular_magnet,Gre,1,TR,0.0697451148799999,0.0
2,C901031746404849,-66.74322164113140,71.28322989655940,97.6632303734389,3.1068249229582,-0.818166330045207,3.92499125300341,14.1257448918859,-2.33952075607363,18.420581817627,17.8519248962402,17.6741221870869,17.4550132751465,0.0,0.0,0.0,0.0,9.18197078465687,3.58517408370972,0.0439205504953861,21.8673508197784,,,8,-64693.6544337833,-68957.2908726404,1,-66758.75,71283.77,-99,P,rectangular_magnet,R02,1,I,2.0,P,91.992044228438,3.92499125300341,circular_magnet,Gre,1,TR,0.0155377488999999,0.0
3,C901032034802577,156.7389079849110,-85.97237026532410,178.783149839391,0.818585609720982,2.64020693880199,4.46156397809858,15.0759325104176,-1.67088619044662,19.1686344146729,18.7092094421387,18.4657781411543,18.4170742034912,0.0,0.0,0.0,0.0,8.74180277643612,1.77136313915253,0.0408259965479374,21.1936221392071,,,8,150048.747354369,82154.1209590637,1,156778.05,-85930.54,-99,P,rectangular_magnet,R03,1,I,3.0,K,-136.90150060715500,4.46156397809858,circular_magnet,Yel,1,TR,0.0572875941399999,0.0
4,C901032034702634,94.63699949093950,-89.20848077180380,130.044393629032,1.0517854468056,2.38605306032533,4.94891769365985,14.8161196214876,-1.65414752158222,18.843355178833,18.3194484710693,18.0664828256609,17.9789905548096,0.0,0.0,0.0,0.0,9.08903794470418,2.2650454044342,0.051343385130167,21.3377077136827,,,8,91331.0344562054,85937.0601224175,1,94659.53,-89169.04,-99,P,rectangular_magnet,R04,1,I,4.0,M,-150.26286705524200,4.94891769365985,circular_magnet,Gre,1,TR,0.0454224428999999,0.0
5,C901031890802758,157.33858752816600,-17.486607612937200,158.287248789296,4.40866885328231,3.03025661097179,1.37841224231053,15.0805970068218,-1.95986230179116,18.5991115570068,18.1219425201416,17.8650549720766,17.8903636932373,0.0,0.0,0.0,0.0,9.09401739618045,2.87989449501038,0.0453611798584461,21.6617000901972,,,8,151102.923541728,16845.5197951982,1,157307.22,-17586.69,-99,P,rectangular_magnet,R05,1,I,5.0,N,17.40188143614330,1.37841224231053,circular_magnet,Yel,1,TL,0.10488282044,0.0
6,C901031602704146,109.63296420246600,139.44915002782600,177.361310209079,2.88172744577322,4.04643917408073,5.11847357887208,14.8757852932957,-2.62461560841787,18.2967472076416,17.7835006713867,17.7444024403732,17.4256210327148,0.0,0.0,0.0,0.0,9.20903088901838,7.06392478942871,0.0507820695638657,23.2716056861296,,,8,104815.476284818,-133388.727502439,1,109574.93,139464.58,-99,P,rectangular_magnet,R06,1,I,6.0,B,104.8891796501800,5.11847357887208,circular_magnet,Yel,1,TR,0.0600504179599999,0.0
7,C901031458507554,15.90651924801620,183.5218730596790,184.226462048394,0.23868544243139,4.62566512257647,1.8962056270345,14.4791348512462,-2.80985508017744,15.8570261001587,15.0257482528687,14.6957867278796,14.3720645904541,0.0,0.0,0.0,0.0,10.7436561249527,4.47689819335938,0.0493791593202615,19.5235090268418,,,8,15172.4763816504,-175252.848120101,1,15956.81,183534.11,-99,P,rectangular_magnet,R07,1,I,7.0,A,-103.67566848253100,1.8962056270345,circular_magnet,Yel,1,TL,0.05175811476,0.0
8,C901031602604739,55.852688001868700,128.01416024390800,139.705970918114,0.104864258510246,4.30050674537204,2.08754282031779,14.6500852558282,-2.57953833817641,19.1245536804199,18.6544971466064,18.6471062760777,18.375129699707,0.0,0.0,0.0,0.0,8.6683205965008,4.15803909301758,0.0446873642504215,22.9918146691464,,,4,53807.2678171735,-123201.264427868,1,55929.17,128022.21,-99,P,rectangular_magnet,R08,1,I,8.0,G,-96.00827943440600,2.08754282031779,circular_magnet,Gre,1,TL,0.0769044511799999,0.0
9,C901031602506319,9.784608465339580,97.77291089681720,98.2550122829899,3.11900194874967,4.61347688222797,4.78871037370129,14.4533866981495,-2.45305987112423,19.1523494720459,18.6985855102539,18.424064118991,18.4012355804443,0.0,0.0,0.0,0.0,8.95066268418727,1.53094124794006,0.0518936403095722,20.8662528137202,,,8,9353.39378178502,-94617.1308740749,1,9702.77,97774.76,-99,P,rectangular_magnet,R09,1,I,9.0,L,91.29435204356480,4.78871037370129,circular_magnet,Gre,1,TR,0.0818593524999998,0.0
10,C901031602407645,-39.56475810363110,136.6676358344450,142.271986817186,0.139477707100375,-1.28936524856969,1.42884295567006,14.2434030347012,-2.61600674429554,17.5757427215576,17.1750946044922,16.8925463685115,16.901798248291,0.0,0.0,0.0,0.0,9.41460949865407,3.81219601631165,0.0457233712077141,21.3238454021632,,,8,-38102.9141575232,-131443.124210792,1,-39513.3,136674.86,-99,P,rectangular_magnet,R10,1,I,10.0,C,-97.99148395301340,1.42884295567006,circular_magnet,Gre,1,TL,0.0519627269999999,0.0
11,C901031890206479,-167.16867006275200,12.048905101436000,167.590337828088,-1.29684480065715,-0.0717533371993664,5.05809384372181,13.7025264270661,-2.08487997179064,19.1599349975586,18.4192752838135,18.0992750157106,17.9147968292236,0.0,0.0,0.0,0.0,9.19876557019682,2.56668496131897,0.0439211241900921,21.7090127955497,,,8,-160341.02748307,-11408.4736246846,1,-167159.1,12014.85,-99,P,rectangular_magnet,R11,1,I,11.0,Q,-15.696266238860700,5.05809384372181,circular_magnet,Yel,1,TR,0.0353742283999999,0.0
12,C901031890207992,-155.77837292130800,-23.732719023576300,157.607027271023,2.30601583604239,0.15088733247166,2.15512850357073,13.7495414261575,-1.9332822302718,19.6110858917236,19.0424957275391,18.7771579951059,18.688232421875,0.0,0.0,0.0,0.0,8.72925218545833,2.62320899963379,0.0429585501551628,22.379534877422,,,8,-149715.637688404,22852.6159585734,1,-155816.31,-23690.77,-99,P,rectangular_magnet,R12,1,I,12.0,J,137.87502510443900,2.15512850357073,circular_magnet,Yel,1,TL,0.05655919482,0.0
13,C901032034303895,-129.8916614476640,-94.85380741577000,160.832546292166,-0.881684379642003,0.631401782357005,4.77009914518058,13.86050919139,-1.6307665790501,18.0009117126465,17.3981380462646,17.1198359971137,16.9683380126953,0.0,0.0,0.0,0.0,9.48328414648342,3.7936589717865,0.0453915856778622,21.5363041666039,,,8,-124636.922745868,91221.1531346766,1,-129824.17,-94935.73,-99,P,rectangular_magnet,R13,1,I,13.0,E,-39.48320618390300,4.77009914518058,circular_magnet,Yel,1,TR,0.1061433244000000,0.0
14,C901032178401349,-90.141508756514,-131.75901879394500,159.630936631404,2.28821283200574,0.970499420901154,1.31771341110459,14.0289968800703,-1.47446295205145,19.5681095123291,18.7614784240723,18.4107565229641,18.1762561798096,0.0,0.0,0.0,0.0,9.20080297177865,2.14929747581482,0.04635774,21.6658357490256,,,8,-86558.7051041071,126545.772836372,1,-90173.52,-131722.33,-99,P,rectangular_magnet,R14,1,I,14.0,R,138.89506209839300,1.31771341110459,circular_magnet,Yel,1,TL,0.04869073126,0.0
15,C901032034403928,-73.11151823682090,-83.44405311920770,110.960514725609,-0.947200612940694,0.852007284287861,4.48397740995103,14.0995233723501,-1.6770179971926,16.7009963989258,16.131706237793,15.9570451650892,15.7618770599365,0.0,0.0,0.0,0.0,8.90028412785462,10.6778478622437,0.0138584459200501,22.516999563264,,,8,-70619.7178488811,80768.3326344714,1,-73064.59,-83509.29,-99,P,rectangular_magnet,R15,1,I,15.0,S,-35.72940252629350,4.48397740995103,circular_magnet,Gre,1,TR,0.0803623669799998,0.0
