PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 07 31 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21E+11,3.312E+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,20 14 56.88,-57 39 17.6 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,11 32 17.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 09 02 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,A3667_T063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,C901005014202439,-38.54702272897650,162.51574161725800,167.024168299822,0.227821343127959,-1.33853843740037,1.56635978052833,303.419913839698,-58.3427321979298,18.5661544799805,17.8030109405518,17.4104339160033,17.2046241760254,0.0,0.0,0.0,0.0,9.67401989425999,3.19317078590393,0.0555415786802768,21.5669963587239,,,1,-71661.4722281839,-155450.076732138,1,-38444.85,162539.43,-99,P,rectangular_magnet,R01,1,I,1.0,N,-103.05320144423400,1.56635978052833,circular_magnet,Yel,1,TL,0.10488282044,0.0
2,C901005090800159,-15.975407278397100,99.00935731230770,100.260838922612,-0.210572339287126,-1.41156973656291,1.20099739727579,303.60430952716,-58.0781959440588,18.1460380554199,17.6878852844238,17.9514107301661,17.4573230743408,0.0,0.0,0.0,0.0,8.03671908152483,8.98663806915283,0.0154621414840221,23.6987462217722,,,8,-29988.0468619195,-95664.8833572873,1,-15896.82,98992.56,-99,P,rectangular_magnet,R02,1,I,2.0,T,-77.93509367665090,1.20099739727579,circular_magnet,Gre,1,TL,0.0803623669799998,0.0
3,C901005090606961,-95.23903863494940,81.1044403386282,125.021002782664,-0.368612680549242,-0.705618650344677,0.337005969795436,302.967504057987,-57.9965140876908,18.6160831451416,18.1851768493652,17.977621236165,17.9411029815674,0.0,0.0,0.0,0.0,8.64012195680657,4.79767036437988,0.0316161215305328,22.8332035580875,,,8,-173906.08289494,-77204.7838181176,1,-95167.3,81076.73,-99,P,rectangular_magnet,R03,1,I,3.0,R,-68.88004912952440,0.337005969795436,circular_magnet,Gre,1,TR,0.0769044511799999,0.0
4,C901005167603370,-178.6362586789350,7.681945272565890,178.782894268321,-1.34567718383363,-0.0426006274540516,4.98010875080001,302.322980401203,-57.6754497381671,18.2293701171875,17.4287567138672,17.256832618531,16.8000679016113,0.0,0.0,0.0,0.0,9.76310219196322,7.45332431793213,0.0564437136054039,23.0333814915055,,,4,-319568.429328041,-4644.24082575774,1,-178620.69,7613.96,-99,P,rectangular_magnet,R04,1,I,4.0,I,-12.898376779282800,4.98010875080001,circular_magnet,Yel,1,TR,0.0697451148799999,0.0
5,C901005167700489,-135.138988327759,0.0409380325058843,135.110130270529,-1.04286800174182,6.32817094365912E-05,5.24025402372833,302.660925657115,-57.647408064115,18.5098628997803,18.0584564208984,17.8102428171693,17.780216217041,0.0,0.0,0.0,0.0,8.8171848122805,3.38940143585205,0.0353259444236755,21.9519461481346,,,8,-243192.801491989,1693.17751001634,1,-135110.13,-8.55,-99,P,rectangular_magnet,R05,1,I,5.0,K,-30.24806491095190,5.24025402372833,circular_magnet,Gre,1,TR,0.0572875941399999,0.0
6,C901005245803983,114.73423772678700,-23.37514698750630,117.094288746292,1.28177166882549,2.94091122028108,4.624045755724,304.651602035898,-57.5543354350862,18.5423431396484,17.8435554504395,17.0693355109144,17.3753967285156,0.0,0.0,0.0,0.0,9.82466175390328,2.99859952926636,0.055669255554676,21.4710224745717,,,8,206700.060112906,22727.5916705147,1,114744.32,-23341.24,-99,P,rectangular_magnet,R06,1,I,6.0,Q,-163.44010692314100,4.624045755724,circular_magnet,Gre,1,TR,0.0353742283999999,0.0
7,C901005323901407,77.8273184701434,-67.44855604515810,103.007333995378,4.39233355486828,2.42704926340387,1.9652842914644,304.357258249726,-57.3661320417692,17.4427452087402,16.5737533569336,16.247294146947,15.9172430038452,0.0,0.0,0.0,0.0,10.2724940476524,3.71613621711731,0.0564252510666847,20.66708616331,,,4,140178.364437991,65261.5585601543,1,77810.97,-67497.88,-99,P,rectangular_magnet,R07,1,I,7.0,C,18.33782509235390,1.9652842914644,circular_magnet,Gre,1,TL,0.0519627269999999,0.0
8,C901005324000768,133.79353066825100,-113.18524335738700,175.284021552786,4.36344831773248,2.43887500530586,1.92457331242661,304.786379704788,-57.1735743456391,17.3261108398438,16.4189453125,16.1130281786715,15.7844982147217,0.0,0.0,0.0,0.0,10.3144529514585,3.67836141586304,0.0552562475204467,20.4900919863417,,,4,237159.813281987,108779.597885554,1,133757.24,-113284.99,-99,P,rectangular_magnet,R08,1,I,8.0,E,19.99282727046980,1.92457331242661,circular_magnet,Yel,1,TL,0.1061433244000000,0.0
9,C901005245604429,-2.8583228039625300,-51.52948000229670,51.5833263312216,1.64347077127725,1.51532011351034,0.128150657766918,303.716229728409,-57.4335117091861,16.5940647125244,15.7573652267456,15.4171661633085,15.1042995452881,0.0,0.0,0.0,0.0,10.5421466675578,5.02879333496094,0.0559253580868244,20.5075588488342,,,8,-4694.08137950279,50033.7537239491,1,-2860.18,-51503.97,-99,P,rectangular_magnet,R09,1,I,9.0,A,175.83606105270300,0.128150657766918,circular_magnet,Blu,1,TR,0.0255775173599999,0.0
10,C901005402508154,51.31119230986310,-133.1047514304300,142.620405179737,1.08561839361845,1.93899323064188,5.42981047015615,304.144490045715,-57.0887574621411,17.8920459747314,17.1415252685547,16.8707814946486,16.6238574981689,0.0,0.0,0.0,0.0,9.9216418629847,3.70844149589539,0.0575786344707012,21.2303571103077,,,8,92092.7503315918,127948.213556107,1,51333.9,-133061.68,-99,P,rectangular_magnet,R10,1,I,10.0,G,-152.20135211610900,5.42981047015615,circular_magnet,Gre,1,TR,0.04869073126,0.0
11,C901005402405637,-21.65331945566650,-131.24219648294100,132.985086072659,1.72926971987546,1.40720317482502,0.322066545050433,303.572160601163,-57.0947910908666,18.0972423553467,17.1792106628418,16.7600906713512,16.5425319671631,0.0,0.0,0.0,0.0,10.0366591641097,2.01426482200623,0.0516267667214075,19.9426681850376,,,1,-37253.7041372623,126584.613464159,1,-21658.54,-131209.53,-99,P,rectangular_magnet,R11,1,I,11.0,S,170.920143411366,0.322066545050433,circular_magnet,Gre,1,TR,0.0330810095199999,0.0
12,C901005323608076,-66.24332313719150,-92.50875933363260,113.771403718836,-1.13075615498078,0.949576368259209,4.2028527839396,303.217265566139,-57.2568622350202,18.2173652648926,17.424747467041,17.0640110513884,16.797420501709,0.0,0.0,0.0,0.0,9.80644205848516,3.32530450820923,0.0530697461217641,21.276779254385,,,1,-117459.982052574,89956.5348854245,1,-66218.1,-92515.38,-99,P,rectangular_magnet,R12,1,I,12.0,F,-25.212444661160500,4.2028527839396,circular_magnet,Gre,1,TR,0.0167343919199998,0.02
13,C901005323601276,-99.042985801451,-94.7094393994872,137.028388588383,2.14847702872805,0.762664232546437,1.38581279618161,302.960358381073,-57.2469338198379,16.9905376434326,16.1414833068848,15.7630521729096,15.5344476699829,0.0,0.0,0.0,0.0,10.3956086199099,2.69387197494507,0.0544109915693601,19.5362427497567,,,1,-175521.005877551,92200.3567166311,1,-99071.25,-94666.08,-99,P,rectangular_magnet,R13,1,I,13.0,O,146.90133387307500,1.38581279618161,circular_magnet,Gre,1,TL,0.05175811476,0.0
14,C901005323505796,-134.24777533582000,-86.96425091986830,159.953436218315,2.11652006830399,0.574722344614357,1.54179772368963,302.685392609711,-57.2782684636306,19.0495567321777,18.0428848266602,17.5694741665869,17.2386913299561,0.0,0.0,0.0,0.0,9.81835877785996,4.23458242416382,0.0545296035706996,22.4198124615134,,,1,-237663.270205264,85118.7272194832,1,-134255.84,-86950.97,-99,P,rectangular_magnet,R14,1,I,14.0,P,148.73233283144100,1.54179772368963,circular_magnet,Yel,1,TL,0.0155377488999999,0.0
15,C901005245302330,-190.21620130399800,-35.640408636919500,193.555280171863,2.11724448511971,0.184824694621601,1.93241979049811,302.244547971915,-57.4919636613027,18.422061920166,17.9021263122559,17.6986422763737,17.6103897094727,0.0,0.0,0.0,0.0,8.93521609396618,3.5474853515625,0.0348159484565258,21.8946040481149,,,8,-337294.15834718,36823.6125455913,1,-190258.74,-35570.47,-99,P,rectangular_magnet,R15,1,I,15.0,L,148.69082680529200,1.93241979049811,circular_magnet,Yel,1,TL,0.0818593524999998,0.0
