PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 10 28 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21E+11,3.312E+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,02 48 06.62,-31 41 49.2 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,14 19 19.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 10 29 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,H03_T081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,W41690081007572,-126.21113765093300,-128.786979336844,180.326651977545,2.4931442803829,0.795214516265088,1.69792976411781,41.4027799381888,-31.1509712515808,17.5284911375319,16.5875170247765,16.1611364759911,15.8252551951911,0.0,0.0,0.0,0.0,10.8198182468513,2.39413962428171,0.0878999978303909,19.726139079067,,,4,-141209.333969331,123402.497142739,1,-126252.39,-128755.72,-99,P,rectangular_magnet,R01,1,I,1.0,F,127.15335501687900,1.69792976411781,circular_magnet,Yel,1,TL,0.05175811476,0.0
2,W42691088805508,-101.53490068516200,-87.2790231888607,133.906911517085,-1.00675824862723,0.710813804989909,4.56561325356244,41.520769693667,-31.3238174412484,19.2029174306132,18.8250263957993,18.6437555179727,18.5501979033252,0.0,0.0,0.0,0.0,8.620283582009,2.54727579142383,0.0408999994397163,22.0982809185862,,,8,-114543.649231258,84339.2582778611,1,-101478.83,-87367.66,-99,P,rectangular_magnet,R02,1,I,2.0,N,-32.31700136367730,4.56561325356244,circular_magnet,Gre,1,TR,0.10488282044,0.0
3,W42690789206036,-42.75327956693790,-97.41169604574680,106.334652612683,1.85053921132908,1.15685663522728,0.693682576101806,41.8130723800503,-31.2803456854579,17.6274799343266,17.3308732895189,17.2031964837487,17.0932337215668,0.0,0.0,0.0,0.0,7.58265616588106,7.01132982106435,0.0070000002160668,22.8027499577901,,,4,-48483.242108632,94163.8750865147,1,-42769.86,-97353.98,-99,P,rectangular_magnet,R03,1,I,3.0,G,163.97191336737600,0.693682576101806,circular_magnet,Gre,1,TR,0.0600504179599999,0.0
4,W41690047301042,-117.13975604151000,-0.3010164728352260,117.159280321979,1.97711277888763,0.0021875365203722,1.97492524236725,41.4392664400638,-31.694934935704,18.0883676486948,17.4621965564389,17.2221148140123,16.9777628994408,0.0,0.0,0.0,0.0,8.90428149777452,3.62282276238376,0.0227358657866716,21.5003066770448,,,8,-132963.384545582,466.704530895513,1,-117159.0,-256.29,-99,P,rectangular_magnet,R04,1,I,4.0,R,156.71978214835700,1.97492524236725,circular_magnet,Gre,1,TL,0.04869073126,0.0
5,W41680251313642,-77.28219234046980,-35.29240630457950,84.9444116151881,1.83209908373221,0.427340294338775,1.40475878939344,41.6387782976454,-31.5458097644085,16.8039190142539,16.3699264544175,16.1694862174486,16.0578376617531,0.0,0.0,0.0,0.0,9.2254786335681,5.66418064502292,0.02449999935925,21.3784866144039,,,8,-87873.7047321391,34168.993243679,1,-77305.47,-35205.36,-99,P,rectangular_magnet,R05,1,I,5.0,I,165.02845485235900,1.40475878939344,circular_magnet,Blu,1,TL,0.0901049863999998,0.0
6,W41680124305630,-51.724364944164000,121.06486129516600,131.684426365377,3.1313467930613,-1.16645651157178,4.29780330463308,41.7670690987208,-32.2129425109611,18.1155841150157,17.7973484227577,17.6532910536047,17.545535111433,0.0,0.0,0.0,0.0,8.46345750299497,2.69238624800618,0.023199999704957,21.1909099226406,,,4,-58879.9836890984,-116603.007477209,1,-51806.22,121065.7,-99,P,rectangular_magnet,R06,1,I,6.0,L,90.58704456576230,4.29780330463308,circular_magnet,Gre,1,TR,0.0818593524999998,0.0
7,W41680398402743,-106.42194966736800,180.3967460088550,209.487731396146,3.07495817163866,-1.03753724607745,4.11249541771611,41.4978945195565,-32.4544364620654,18.0632699064503,17.6645175068733,17.4641423879073,17.3441612439178,0.0,0.0,0.0,0.0,9.13111208864223,6.86784893101975,0.0414243601262569,23.0914958566776,,,8,-119713.43858023,-171180.640426781,1,-106491.54,180401.39,-99,P,rectangular_magnet,R07,1,I,7.0,D,93.8178745858406,4.11249541771611,circular_magnet,Mag,1,TR,0.0697451148799999,0.0
8,W42670322113337,-10.890204334847900,207.99971580315100,208.318842250232,2.73273562791913,-1.51815666421353,4.25089229213266,41.9737208640776,-32.5714203195138,16.0575275480086,15.2336365141636,14.8589255402381,14.5714458840008,0.0,0.0,0.0,0.0,10.9490760453421,4.89138764833103,0.0631000027060508,19.9236716086148,,,4,-12176.6847184626,-197618.992210119,1,-10960.77,208030.29,-99,P,rectangular_magnet,R08,1,I,8.0,B,113.42578199520100,4.25089229213266,circular_magnet,Mag,1,TR,0.0769044511799999,0.0
9,W43680914704035,31.76411571709270,153.06832332441900,156.353644252584,0.102049037630548,4.50728711933779,1.87794722547235,42.1882719573954,-32.3469466351258,13.6682291030572,13.0192613451392,12.6727082267212,12.395663626795,0.0,0.0,0.0,0.0,10.8045826489817,8.27974543214452,0.0224488638341426,18.8522209480487,,,8,36311.8623713606,-146887.939538432,1,31844.06,153076.51,-99,P,rectangular_magnet,R09,1,I,9.0,A,-95.84697915960210,1.87794722547235,circular_magnet,Yel,1,TL,0.0803623669799998,0.0
10,W43690869503589,183.19936685152500,-49.53945607887800,189.790602575368,0.956655509548939,2.87765982818123,4.36218098854729,42.9344172722908,-31.4841827704833,17.0926575194617,16.460962972082,16.1579557018594,15.9418655226905,0.0,0.0,0.0,0.0,9.38452257981005,4.11524530381599,0.0229000002145767,20.775816293744,,,8,204940.703537721,48096.6938707738,1,183218.43,-49512.42,-99,P,rectangular_magnet,R10,1,I,10.0,S,-144.81232314509100,4.36218098854729,circular_magnet,Yel,1,TR,0.0330810095199999,0.0
11,W43680463311639,120.42966755401900,4.277565608375110,120.469442553206,4.0644073369743,3.17672820956337,0.887679127410927,42.631913688321,-31.7132543107588,18.6171052076663,18.2435707130428,18.0660744998877,18.0509219690223,0.0,0.0,0.0,0.0,8.37461309577085,3.69252897010619,0.0235682185739278,22.3230649512694,,,8,136574.893560546,-3673.4742314888,1,120395.09,4231.89,-99,P,rectangular_magnet,R11,1,I,11.0,K,37.126613369366400,0.887679127410927,circular_magnet,Gre,1,TL,0.0572875941399999,0.0
12,W43680174711328,178.33325939220600,10.649262678795200,178.646830268791,4.5043367608308,3.20115346391942,1.30318329691138,42.9147525970821,-31.7383452696892,18.754598808133,18.1157002247444,17.8843147338447,17.6810842771295,0.0,0.0,0.0,0.0,8.65215575190741,3.19736797681111,0.0230000000447034,21.8825380113635,,,8,200496.486940554,-9344.03094975971,1,178330.05,10634.06,-99,P,rectangular_magnet,R12,1,I,12.0,P,11.920514098767100,1.30318329691138,circular_magnet,Yel,1,TL,0.0155377488999999,0.0
13,W41680269007902,-80.18658871075620,76.62555783608690,110.888103642433,-0.34864191535284,-0.762785968595306,0.414144053242467,41.6236776031561,-32.024170782022,16.3484224652645,15.7002275819055,15.3592284475593,15.1361204404211,0.0,0.0,0.0,0.0,10.884173323503,5.20129792667446,0.088699996471405,20.5236609164844,,,8,-91286.4616867205,-73940.5967369715,1,-80162.55,76616.82,-99,P,rectangular_magnet,R13,1,I,13.0,C,-70.02428968892500,0.414144053242467,circular_magnet,Gre,1,TR,0.0255775173599999,0.0
14,W43691123708842,134.42418056365300,-154.14861057011400,204.538141394005,0.534884323452268,2.28822091649489,4.52984871413696,42.6879371212594,-31.045887314795,19.0104823494056,18.5776144580216,18.3872016287655,18.2585856720168,0.0,0.0,0.0,0.0,8.24205155285124,1.89694079659342,0.0220999997109174,21.2107580237363,,,8,149236.189404625,147151.46685633,1,134472.84,-154119.78,-99,P,rectangular_magnet,R14,1,I,14.0,J,-120.64661426152500,4.52984871413696,circular_magnet,Mag,1,TR,0.05655919482,0.0
15,W42690063107823,99.48197783233710,-133.30076786889300,166.357252173907,4.32857735270578,2.21165640548573,2.11692094722005,42.5200711300495,-31.1299734849974,17.3079883752228,16.6228068936967,16.3312070750401,16.0754073472117,0.0,0.0,0.0,0.0,9.44042220035994,3.3795969145832,0.0255999993532896,20.5100061001762,,,8,111298.475391187,128147.992390587,1,99462.52,-133348.95,-99,P,rectangular_magnet,R15,1,I,15.0,T,21.99078639404800,2.11692094722005,circular_magnet,Yel,1,TL,0.0519627269999999,0.0
