16,W21700877403882,155.1344198689250,33.03562534530050,158.55304485647,4.19598538420887,3.35098211749993,0.845003266708933,20.5285471231123,-30.4597611223304,17.6014523997812,17.2223731046551,17.0345970083137,16.9533655803732,0.0,0.0,0.0,0.0,9.12939564244497,4.49905621401681,0.0346999987959861,21.7308548841196,,,8,172674.64982338,-31156.6136466702,1,155089.93,32957.27,-99,P,rectangular_magnet,R16,1,I,16.0,E,29.587746586252500,0.845003266708933,circular_magnet,Yel,1,TL,0.0901049863999998,0.0
17,W21700727405980,185.8008726294660,-8.060313606304080,185.992900635337,1.16485072067784,3.09848314111113,4.3495528867463,20.6736063451186,-30.2850389568552,18.0900706729298,17.4338056907474,17.1257037772285,16.9283288996433,0.0,0.0,0.0,0.0,9.3927900832329,1.88011701449878,0.0355000011622905,20.0476047708481,,,8,205458.033996803,8330.59575072475,1,185820.1,-8015.58,-99,P,rectangular_magnet,R17,1,I,17.0,R,-156.74103005761300,4.3495528867463,circular_magnet,Yel,1,TR,0.04869073126,0.0
18,W20700424901494,20.580645631071400,78.59044350799440,81.2103633401704,3.26311787372926,4.45720511334638,5.08909806756247,19.8665399964367,-30.6585932398977,17.5446520173938,17.0943605020204,16.9073791526945,16.7558185391581,0.0,0.0,0.0,0.0,8.91876188780315,2.54421623437313,0.0241153948009014,20.3650052811459,,,8,23061.0391946938,-76092.6722168807,1,20499.39,78580.52,-99,P,rectangular_magnet,R18,1,I,18.0,L,83.03711778161030,5.08909806756247,circular_magnet,Blu,1,TR,0.0818593524999998,0.0
19,W20700938410802,-79.97222011408960,-102.765833317393,130.202572278524,2.23203201780242,0.909064552960465,1.32296746484196,19.3709214454822,-29.8830137323425,18.0617421546238,17.7685458303016,17.5922323086233,17.5039442079074,0.0,0.0,0.0,0.0,8.88080048211223,3.79859485471279,0.0364999994635582,21.9095353902534,,,4,-88948.7533210233,99188.2964905946,1,-80007.4,-102720.62,-99,P,rectangular_magnet,R19,1,I,19.0,K,142.1139856418520,1.32296746484196,circular_magnet,Gre,1,TL,0.0572875941399999,0.0
20,S10053323,-14.577096947146200,36.31561159758980,39.1324043983602,3.47376220334807,-1.18888837485256,4.66265057820063,19.691563,-30.478044,17.338,17.0431,16.8934,16.8826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6563900856692,-1.90775287148943,4,-16483.7620000007,-35288.5440000003,0,-14584.32,36313.12,-99,P,rectangular_magnet,R20,1,I,20.0,H,70.96808671608990,4.66265057820063,circular_magnet,Blu,1,TR,0.0076407166599999,0.0
21,S10054716,51.84260002294670,28.48709135885130,59.1151014804348,3.72104444658489,3.64399524493809,0.0770492016467972,20.022476,-30.443907,16.5599,16.2914,16.1172,16.0975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79639628352967,-0.619250631034503,5,58302.5759999998,-27573.582,0,51810.14,28465.85,-99,P,rectangular_magnet,R21,1,I,21.0,U,56.79985783009270,0.0770492016467972,circular_magnet,Blu,1,TR,0.0387923757399998,0.0
22,G10204797,0.2296958737305250,0.0176738794942277,0.210148650483414,-0.13446450828506,3.15810552528341,2.99061527361112,19.765944,-30.321891,,14.453,,,,,,,,,,,3.89304052613038,-4.41530943044379,-99,326.34399999985,2.03399999968212,2,210.12,3.47,-99,G,rectangular_magnet,R22,1,I,22.0,GS1,-82.29575118096420,2.99061527361112,circular_magnet,Blu,1,TR,-0.017495,-0.0167
23,G10207523,40.99297324899540,-72.91683551552290,83.6491997234785,1.20822085030237,2.08313448452214,5.40827167295981,19.967637,-30.009257,,14.1444,,,,,,,,,,,-16.3035559315894,-8.80171627760402,-99,45908.9619999996,70657.3179999995,2,41006.22,-72908.7,-99,G,rectangular_magnet,R23,1,I,23.0,GS2,-159.2259554420330,5.40827167295981,circular_magnet,Blu,1,TR,0.012305,-0.0095
24,G10205797,-57.373113438240700,-79.78182229472900,98.2631733201758,-0.967891578510232,0.947097480655652,4.3681962480137,19.480781,-29.979837,,14.6685,,,,,,,,,,,-1.40851677310113,-6.62798517840182,-99,-64120.4940000003,77306.2379999999,2,-57389.78,-79762.55,-99,G,rectangular_magnet,R24,1,I,24.0,GS3,-34.54389752510860,4.3681962480137,circular_magnet,Gre,1,TR,-0.025325,-0.0028
25,G10053700,42.677476260770400,107.58499785971800,115.749047499763,3.13388642318628,4.33501450836926,5.0820572219966,19.976026,-30.781404,,14.2962,,,,,,,,,,,56.1184895482342,-3.76179025088561,-99,47804.8759999998,-103847.904,2,42651.32,107604.4,-99,G,rectangular_magnet,R25,1,I,25.0,GS4,90.44153447807670,5.0820572219966,circular_magnet,Gre,1,TR,0.026305,-0.0192
26,G10204377,-99.30117322249360,31.79003660453460,104.283604246731,-0.696686911503948,-0.310086655562245,5.89658505123788,19.271389,-30.45708,,14.201,,,,,,,,,,,7.82336140709858,1.07278521572033,-99,-111443.086000001,-30550.6800000004,2,-99310.02,31821.22,-99,G,rectangular_magnet,R26,1,I,26.0,GS5,-50.08278032881950,5.89658505123788,circular_magnet,Gre,1,TR,-0.026795,0.01824
27,G10055310,120.93718455839700,39.65667372299940,127.259995288168,3.98440120430425,3.45814833702341,0.52625286728084,20.363036,-30.48958,,14.4013,,,,,,,,,,,10.3152680974484,-5.4371643739149,-99,135269.136,-37895.6800000002,2,120936.86,39615.43,-99,G,rectangular_magnet,R27,1,I,27.0,GS6,41.710627106524000,0.52625286728084,circular_magnet,Gre,1,TR,0.0310049999999999,0.0272
22,Sky-A1-1,-81.75646,-224.58157,0.0,0.0,0.0,0.0,19.3734168,-29.384666269,,,,,,,,,,,,,,,-99,,,-99,-81756.46,-224581.57,2,S,,,-99,,,,,,,,-99,,,
23,Sky-A1-2,-93.24117,-222.23219,0.0,0.0,0.0,0.0,19.3186477,-29.39478585,,,,,,,,,,,,,,,-99,,,-99,-93241.17,-222232.19,1,S,,,-99,,,,,,,,-99,,,
24,Sky-A1-3,-105.9797,-222.00068,0.0,0.0,0.0,0.0,19.2584009,-29.396805872,,,,,,,,,,,,,,,-99,,,-99,-105979.7,-222000.68,0,S,,,-99,,,,,,,,-99,,,
25,Sky-A1-4,-114.16975,-212.24121,0.0,0.0,0.0,0.0,19.2183009,-29.436042304,,,,,,,,,,,,,,,-99,,,-99,-114169.75,-212241.21,1,S,,,-99,,,,,,,,-99,,,
26,Sky-A1-5,-124.24934,-206.50222,0.0,0.0,0.0,0.0,19.1699213,-29.459751232,,,,,,,,,,,,,,,-99,,,-99,-124249.34,-206502.22,1,S,,,-99,,,,,,,,-99,,,
27,Sky-A1-6,-134.04112,-200.2849,0.0,0.0,0.0,0.0,19.1228854,-29.485443974,,,,,,,,,,,,,,,-99,,,-99,-134041.12,-200284.9,1,S,,,-99,,,,,,,,-99,,,
28,Sky-A1-7,-142.3313,-191.99688,0.0,0.0,0.0,0.0,19.0825906,-29.519352455,,,,,,,,,,,,,,,-99,,,-99,-142331.3,-191996.88,2,S,,,-99,,,,,,,,-99,,,
29,Sky-A2-1,-238.98133,-2.98751,0.0,0.0,0.0,0.0,18.6107026,-30.30420121,,,,,,,,,,,,,,,-99,,,-99,-238981.33,-2987.51,2,S,,,-99,,,,,,,,-99,,,
30,Sky-A2-2,-240.84715,8.5856,0.0,0.0,0.0,0.0,18.6017928,-30.352339729,,,,,,,,,,,,,,,-99,,,-99,-240847.15,8585.6,1,S,,,-99,,,,,,,,-99,,,
31,Sky-A2-3,-238.16201,19.99647,0.0,0.0,0.0,0.0,18.6135944,-30.400023495,,,,,,,,,,,,,,,-99,,,-99,-238162.01,19996.47,2,S,,,-99,,,,,,,,-99,,,
32,Sky-A2-4,-243.86326,32.3529,0.0,0.0,0.0,0.0,18.5877587,-30.451023541,,,,,,,,,,,,,,,-99,,,-99,-243863.26,32352.9,0,S,,,-99,,,,,,,,-99,,,
33,Sky-A2-5,-235.13733,42.7953,0.0,0.0,0.0,0.0,18.6271667,-30.495154498,,,,,,,,,,,,,,,-99,,,-99,-235137.33,42795.3,2,S,,,-99,,,,,,,,-99,,,
34,Sky-A2-6,-234.75423,54.51158,0.0,0.0,0.0,0.0,18.6291095,-30.543866954,,,,,,,,,,,,,,,-99,,,-99,-234754.23,54511.58,1,S,,,-99,,,,,,,,-99,,,
35,Sky-A2-7,-231.85957,65.74346,0.0,0.0,0.0,0.0,18.6426011,-30.590757195,,,,,,,,,,,,,,,-99,,,-99,-231859.57,65743.46,1,S,,,-99,,,,,,,,-99,,,
36,Sky-A3-1,-66.38214,231.67752,0.0,0.0,0.0,0.0,19.4410044,-31.285718778,,,,,,,,,,,,,,,-99,,,-99,-66382.14,231677.52,1,S,,,-99,,,,,,,,-99,,,
37,Sky-A3-2,-54.24276,230.70917,0.0,0.0,0.0,0.0,19.4998442,-31.28287847,,,,,,,,,,,,,,,-99,,,-99,-54242.76,230709.17,3,S,,,-99,,,,,,,,-99,,,
38,Sky-A3-3,-43.80666,236.98531,0.0,0.0,0.0,0.0,19.550903,-31.308011936,,,,,,,,,,,,,,,-99,,,-99,-43806.66,236985.31,1,S,,,-99,,,,,,,,-99,,,
39,Sky-A3-4,-32.08506,236.83654,0.0,0.0,0.0,0.0,19.6079145,-31.3080164,,,,,,,,,,,,,,,-99,,,-99,-32085.06,236836.54,2,S,,,-99,,,,,,,,-99,,,
40,Sky-A3-5,-20.82553,240.09865,0.0,0.0,0.0,0.0,19.6628314,-31.32108697,,,,,,,,,,,,,,,-99,,,-99,-20825.53,240098.65,1,S,,,-99,,,,,,,,-99,,,
41,Sky-A3-6,-9.44115,245.81876,0.0,0.0,0.0,0.0,19.7183412,-31.343459295,,,,,,,,,,,,,,,-99,,,-99,-9441.15,245818.76,0,S,,,-99,,,,,,,,-99,,,
42,Sky-A3-7,-2.39716,245.98832,0.0,0.0,0.0,0.0,19.7526147,-31.344168608,,,,,,,,,,,,,,,-99,,,-99,-2397.16,245988.32,0,S,,,-99,,,,,,,,-99,,,
43,Sky-A4-1,117.86456,210.21182,0.0,0.0,0.0,0.0,20.3377054,-31.195552611,,,,,,,,,,,,,,,-99,,,-99,117864.56,210211.82,1,S,,,-99,,,,,,,,-99,,,
44,Sky-A4-2,127.84223,204.2974,0.0,0.0,0.0,0.0,20.3860943,-31.170733833,,,,,,,,,,,,,,,-99,,,-99,127842.23,204297.4,1,S,,,-99,,,,,,,,-99,,,
45,Sky-A4-3,136.38242,196.26726,0.0,0.0,0.0,0.0,20.4277865,-31.137584399,,,,,,,,,,,,,,,-99,,,-99,136382.42,196267.26,2,S,,,-99,,,,,,,,-99,,,
46,Sky-A4-4,146.88677,191.06371,0.0,0.0,0.0,0.0,20.4783334,-31.11522345,,,,,,,,,,,,,,,-99,,,-99,146886.77,191063.71,1,S,,,-99,,,,,,,,-99,,,
47,Sky-A4-5,155.90952,183.77509,0.0,0.0,0.0,0.0,20.5219675,-31.084663341,,,,,,,,,,,,,,,-99,,,-99,155909.52,183775.09,1,S,,,-99,,,,,,,,-99,,,
48,Sky-A4-6,164.57115,176.06079,0.0,0.0,0.0,0.0,20.5638077,-31.052328248,,,,,,,,,,,,,,,-99,,,-99,164571.15,176060.79,1,S,,,-99,,,,,,,,-99,,,
49,Sky-A4-7,171.41703,166.5449,0.0,0.0,0.0,0.0,20.5972112,-31.012922693,,,,,,,,,,,,,,,-99,,,-99,171417.03,166544.9,2,S,,,-99,,,,,,,,-99,,,
50,Sky-A5-1,189.83588,-148.4702,0.0,0.0,0.0,0.0,20.675066,-29.700380995,,,,,,,,,,,,,,,-99,,,-99,189835.88,-148470.2,1,S,,,-99,,,,,,,,-99,,,
51,Sky-A5-2,182.47249,-157.43205,0.0,0.0,0.0,0.0,20.639465,-29.663259568,,,,,,,,,,,,,,,-99,,,-99,182472.49,-157432.05,1,S,,,-99,,,,,,,,-99,,,
52,Sky-A5-3,174.68645,-166.02924,0.0,0.0,0.0,0.0,20.6018745,-29.627657926,,,,,,,,,,,,,,,-99,,,-99,174686.45,-166029.24,1,S,,,-99,,,,,,,,-99,,,
53,Sky-A5-4,166.49577,-174.24185,0.0,0.0,0.0,0.0,20.5623814,-29.593657128,,,,,,,,,,,,,,,-99,,,-99,166495.77,-174241.85,1,S,,,-99,,,,,,,,-99,,,
54,Sky-A5-5,157.91943,-182.05086,0.0,0.0,0.0,0.0,20.5210771,-29.561334499,,,,,,,,,,,,,,,-99,,,-99,157919.43,-182050.86,1,S,,,-99,,,,,,,,-99,,,
55,Sky-A5-6,148.97731,-189.43818,0.0,0.0,0.0,0.0,20.4780568,-29.530763517,,,,,,,,,,,,,,,-99,,,-99,148977.31,-189438.18,1,S,,,-99,,,,,,,,-99,,,
56,Sky-A5-7,139.6901,-196.38671,0.0,0.0,0.0,0.0,20.4334193,-29.502013578,,,,,,,,,,,,,,,-99,,,-99,139690.1,-196386.71,1,S,,,-99,,,,,,,,-99,,,
57,Sky-H1-1,-162.22612,-184.92887,0.0,0.0,0.0,0.0,18.9885229,-29.54979434,,,,,,,,,,,,,,,-99,,,-99,-162226.12,-184928.87,0,S,,,-99,,,,,,,,-99,,,
58,Sky-H1-2,-167.46173,-173.31368,0.0,0.0,0.0,0.0,18.9619874,-29.596985308,,,,,,,,,,,,,,,-99,,,-99,-167461.73,-173313.68,1,S,,,-99,,,,,,,,-99,,,
59,Sky-H1-3,-175.60663,-165.05567,0.0,0.0,0.0,0.0,18.9226666,-29.631162514,,,,,,,,,,,,,,,-99,,,-99,-175606.63,-165055.67,1,S,,,-99,,,,,,,,-99,,,
60,Sky-H1-4,-183.34477,-156.41534,0.0,0.0,0.0,0.0,18.8852581,-29.666934345,,,,,,,,,,,,,,,-99,,,-99,-183344.77,-156415.34,1,S,,,-99,,,,,,,,-99,,,
61,Sky-H1-5,-190.65822,-147.4127,0.0,0.0,0.0,0.0,18.8498487,-29.704219369,,,,,,,,,,,,,,,-99,,,-99,-190658.22,-147412.7,1,S,,,-99,,,,,,,,-99,,,
62,Sky-H1-6,-197.53006,-138.06861,0.0,0.0,0.0,0.0,18.8165211,-29.742932585,,,,,,,,,,,,,,,-99,,,-99,-197530.06,-138068.61,1,S,,,-99,,,,,,,,-99,,,
63,Sky-H1-7,-203.94434,-128.4047,0.0,0.0,0.0,0.0,18.7853537,-29.78298573,,,,,,,,,,,,,,,-99,,,-99,-203944.34,-128404.7,1,S,,,-99,,,,,,,,-99,,,
64,Sky-H1-8,-209.88551,-118.44464,0.0,0.0,0.0,0.0,18.7564235,-29.82428201,,,,,,,,,,,,,,,-99,,,-99,-209885.51,-118444.64,1,S,,,-99,,,,,,,,-99,,,
65,Sky-H2-1,-218.89973,-100.81652,0.0,0.0,0.0,0.0,18.7123801,-29.89741024,,,,,,,,,,,,,,,-99,,,-99,-218899.73,-100816.52,1,S,,,-99,,,,,,,,-99,,,
66,Sky-H2-2,-228.13366,-92.03822,0.0,0.0,0.0,0.0,18.6691347,-29.934174236,,,,,,,,,,,,,,,-99,,,-99,-228133.66,-92038.22,0,S,,,-99,,,,,,,,-99,,,
67,Sky-H2-3,-227.57641,-79.30977,0.0,0.0,0.0,0.0,18.6697294,-29.986694961,,,,,,,,,,,,,,,-99,,,-99,-227576.41,-79309.77,1,S,,,-99,,,,,,,,-99,,,
68,Sky-H2-4,-231.12877,-68.26826,0.0,0.0,0.0,0.0,18.6521472,-30.032561685,,,,,,,,,,,,,,,-99,,,-99,-231128.77,-68268.26,1,S,,,-99,,,,,,,,-99,,,
69,Sky-H2-5,-239.00342,-58.25258,0.0,0.0,0.0,0.0,18.6153894,-30.074318129,,,,,,,,,,,,,,,-99,,,-99,-239003.42,-58252.58,0,S,,,-99,,,,,,,,-99,,,
70,Sky-H2-6,-236.62039,-45.73679,0.0,0.0,0.0,0.0,18.624687,-30.126217004,,,,,,,,,,,,,,,-99,,,-99,-236620.39,-45736.79,1,S,,,-99,,,,,,,,-99,,,
71,Sky-H2-7,-234.58752,-33.72972,0.0,0.0,0.0,0.0,18.6327004,-30.176166011,,,,,,,,,,,,,,,-99,,,-99,-234587.52,-33729.72,3,S,,,-99,,,,,,,,-99,,,
72,Sky-H2-8,-244.89827,-23.25593,0.0,0.0,0.0,0.0,18.5853962,-30.219671895,,,,,,,,,,,,,,,-99,,,-99,-244898.27,-23255.93,0,S,,,-99,,,,,,,,-99,,,
73,Sky-H3-1,-158.12971,188.44362,0.0,0.0,0.0,0.0,18.9965973,-31.102938418,,,,,,,,,,,,,,,-99,,,-99,-158129.71,188443.62,0,S,,,-99,,,,,,,,-99,,,
74,Sky-H3-2,-145.85382,191.8534,0.0,0.0,0.0,0.0,19.055098,-31.11855701,,,,,,,,,,,,,,,-99,,,-99,-145853.82,191853.4,1,S,,,-99,,,,,,,,-99,,,
75,Sky-H3-3,-136.45402,198.64884,0.0,0.0,0.0,0.0,19.1006227,-31.147065397,,,,,,,,,,,,,,,-99,,,-99,-136454.02,198648.84,1,S,,,-99,,,,,,,,-99,,,
76,Sky-H3-4,-124.63455,201.58181,0.0,0.0,0.0,0.0,19.1573694,-31.160464311,,,,,,,,,,,,,,,-99,,,-99,-124634.55,201581.81,3,S,,,-99,,,,,,,,-99,,,
77,Sky-H3-5,-114.79126,207.34504,0.0,0.0,0.0,0.0,19.2051738,-31.184676777,,,,,,,,,,,,,,,-99,,,-99,-114791.26,207345.04,3,S,,,-99,,,,,,,,-99,,,
78,Sky-H3-6,-106.44891,216.21677,0.0,0.0,0.0,0.0,19.2461947,-31.220797218,,,,,,,,,,,,,,,-99,,,-99,-106448.91,216216.77,1,S,,,-99,,,,,,,,-99,,,
79,Sky-H3-7,-97.91257,225.67483,0.0,0.0,0.0,0.0,19.2882342,-31.258971889,,,,,,,,,,,,,,,-99,,,-99,-97912.57,225674.83,0,S,,,-99,,,,,,,,-99,,,
80,Sky-H3-8,-83.76159,221.70475,0.0,0.0,0.0,0.0,19.356078,-31.245024393,,,,,,,,,,,,,,,-99,,,-99,-83761.59,221704.75,3,S,,,-99,,,,,,,,-99,,,
