PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 08 02 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21E+11,3.312E+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,00 57 39.36,-01 35 49.2 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,16 13 28.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 09 02 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,A0119_T067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,C901031890403572,-74.1584577489,116.3006,137.923899837869,0.0,-1.00325083060411,1.00325083060411,14.0977957565102,-2.09218511699865,19.0995197296143,18.4013423919678,18.2366582981496,17.9267807006836,0.0,0.0,0.0,0.0,9.06317790836961,3.16069197654724,0.0420491248369217,22.1431279435938,,,8,-71462.1590287056,-111911.836441695,1,-74142.92,116300.6,-99,P,rectangular_magnet,R01,1,I,1.0,P,-90.0,1.00325083060411,circular_magnet,Gre,1,TL,0.0155377488999999,0.0
2,C901031746404849,-68.18378098866400,175.91095443831700,188.667047353666,0.487039804201901,-1.20120786902492,1.68824767322682,14.1257448918859,-2.33952075607363,18.420581817627,17.8519248962402,17.6741221870869,17.4550132751465,0.0,0.0,0.0,0.0,9.18197078465687,3.58517408370972,0.0439205504953861,21.8673508197784,,,8,-65145.654433783,-167809.69087264,1,-68152.52,175927.51,-99,P,rectangular_magnet,R02,1,I,2.0,C,-117.9053252356470,1.68824767322682,circular_magnet,Yel,1,TL,0.0353742283999999,0.0
3,C901031746506433,11.848080182554800,147.25071702719200,147.731701722148,2.9724617952698,4.63248624884495,4.62316085360444,14.4639098510934,-2.22350173025548,18.9052562713623,18.4916858673096,18.217179718408,18.2225284576416,0.0,0.0,0.0,0.0,8.48354463236679,1.67321336269379,0.0285616982728243,20.8523171705703,,,8,11279.6263471112,-141589.391037738,1,11791.61,147260.36,-99,P,rectangular_magnet,R03,1,I,3.0,K,99.6904843671607,4.62316085360444,circular_magnet,Gre,1,TR,0.0572875941399999,0.0
4,C901031746700365,81.8842449107953,172.44410055360400,190.902514855224,2.60289022901014,4.26932089087729,4.61675464531244,14.7591977854392,-2.32475089513725,18.7200946807861,18.177791595459,17.919070339415,17.7599487304688,0.0,0.0,0.0,0.0,9.21223624333404,3.47233772277832,0.0506886206567287,22.1237760694028,,,8,78014.6995092641,-164471.702301018,1,81842.45,172469.08,-99,P,rectangular_magnet,R04,1,I,4.0,A,120.86537534187900,4.61675464531244,circular_magnet,Yel,1,TR,0.04869073126,0.0
5,C901031890608962,78.55921682316340,99.1274594807069,126.426106110338,3.23039166992106,4.0427033882398,5.47087358886085,14.7487727115772,-2.01997296957643,18.9281711578369,18.6074504852295,18.4666894769767,18.3936557769775,0.0,0.0,0.0,0.0,8.62648069103536,2.69734334945679,0.0435716137290001,22.0050063272669,,,8,75658.6328164584,-95591.8911242736,1,78477.68,99120.2,-99,P,rectangular_magnet,R05,1,I,5.0,L,84.91219113930520,5.47087358886085,circular_magnet,Gre,1,TR,0.0818593524999998,0.0
6,C901032034802577,155.79416402427100,17.4407218995565,156.714586052009,4.29648937275853,3.2524973747972,1.04399199796133,15.0759325104176,-1.67088619044662,19.1686344146729,18.7092094421387,18.4657781411543,18.4170742034912,0.0,0.0,0.0,0.0,8.74180277643612,1.77136313915253,0.0408259965479374,21.1936221392071,,,8,149596.747354369,-16698.2790409363,1,155751.79,17344.78,-99,P,rectangular_magnet,R06,1,I,6.0,N,23.82929221812590,1.04399199796133,circular_magnet,Yel,1,TL,0.10488282044,0.0
7,C901032178805988,175.70756050756000,-52.09330797374510,183.270044801016,4.53630681844196,2.85323210850032,1.68307470994165,15.1571310975087,-1.37685220950137,18.7866458892822,18.0175895690918,17.6472922984268,17.4613227844238,0.0,0.0,0.0,0.0,9.34927535003511,3.92061400413513,0.041983000934124,22.2272346850698,,,8,167947.628036962,49753.4006526911,1,175703.08,-52118.49,-99,P,rectangular_magnet,R07,1,I,7.0,I,10.088764726857500,1.68307470994165,circular_magnet,Yel,1,TL,0.0255775173599999,0.0
8,C901032466701741,90.48672001731000,-116.10883056041400,147.193853610529,0.83712123377631,2.23320564247884,4.88710089847705,14.7994689365001,-1.10326990636386,17.3085346221924,16.3949317932129,16.0383137524599,15.6397533416748,0.0,0.0,0.0,0.0,10.2235871674124,6.59429407119751,0.0462253520377159,21.7336480275118,,,4,87115.979649025,111583.001161769,1,90526.93,-116064.23,-99,P,rectangular_magnet,R08,1,I,8.0,B,-137.9635136361670,4.88710089847705,circular_magnet,Gre,1,TR,0.0600504179599999,0.0
9,C901032322708923,134.4780139625080,-88.39575406943610,160.930671947702,0.960038657467591,2.56043660507392,4.68278735957325,14.9854951531413,-1.22198171121516,18.2381935119629,17.8957901000977,17.6401562125448,17.6753520965576,0.0,0.0,0.0,0.0,8.1518984500646,3.88023662567139,0.0149626122569668,22.0829558351776,,,8,129157.904609925,84754.1332653744,1,134510.45,-88349.42,-99,P,rectangular_magnet,R09,1,I,9.0,J,-145.00616324229900,4.68278735957325,circular_magnet,Yel,1,TR,0.05655919482,0.0
10,C901032178603925,44.22760182119510,-45.52480485420160,63.4719023471158,3.92844363367462,2.34102682806569,1.58741680560893,14.6038797630701,-1.40148396103885,19.4203834533691,18.9968185424805,18.8489687164296,18.7221508026123,0.0,0.0,0.0,0.0,8.70159528844408,2.16608476638794,0.0514647997915745,21.9180704645501,,,8,42912.82645384,44186.6248052192,1,44195.53,-45556.97,-99,P,rectangular_magnet,R10,1,I,10.0,M,44.91675973540700,1.58741680560893,circular_magnet,Blu,1,TL,0.0454224428999999,0.0
11,C901032034306347,-114.18323924492100,64.45874794222840,131.105276273281,-0.469187908612533,-0.514080891965413,0.0448929833528799,13.9268400890824,-1.87163382758185,19.766752243042,19.0878658294678,18.7690263468311,18.6296348571777,0.0,0.0,0.0,0.0,8.84153471216709,1.87144112586975,0.0427036918699741,21.6916213566411,,,8,-110098.139867374,-62067.2450334971,1,-114159.27,64469.02,-99,P,rectangular_magnet,R11,1,I,11.0,O,-63.1175130379321,0.0448929833528799,circular_magnet,Gre,1,TR,0.0167343919199998,0.02
12,C901032034401261,-89.97569548798050,8.711307924951720,90.3295325607943,-0.683792644520631,-0.0960246722595492,5.6954173349185,14.028773505417,-1.63387864290473,17.6870574951172,17.1727561950684,17.0380368895517,16.8792743682861,0.0,0.0,0.0,0.0,8.36033211671593,8.36767673492432,0.0139385089278221,23.0286553464235,,,8,-87061.1877757668,-8334.57329647,1,-89913.4,8660.54,-99,P,rectangular_magnet,R12,1,I,12.0,R,-50.82156740687850,5.6954173349185,circular_magnet,Blu,1,TR,0.0803623669799998,0.0
13,C901032178205368,-183.19858878385800,-43.82007569321010,188.373024755145,-1.40873403092191,0.235260181169442,4.63919109508823,13.6399736070051,-1.41099182600995,18.4154052734375,17.8984222412109,17.7228064097407,17.5777626037598,0.0,0.0,0.0,0.0,9.00023368052395,4.57356214523315,0.0381545722484589,22.4425698460628,,,8,-174929.964816845,42037.8473217514,1,-183184.05,-43909.0,-99,P,rectangular_magnet,R13,1,I,13.0,D,-9.285485571722580,4.63919109508823,circular_magnet,Yel,1,TR,0.0901049863999998,0.0
14,C901032322303132,-136.1104623391530,-91.43648937766340,163.984229836722,2.28116730856603,0.590892569081386,1.69027473948464,13.835931704934,-1.20879605423506,19.1851825714111,18.3886470794678,18.0902040912426,17.8494262695312,0.0,0.0,0.0,0.0,9.28415852091306,3.14788842201233,0.0456617102026939,22.121618412416,,,8,-130643.434684912,87734.091742876,1,-136179.68,-91356.02,-99,P,rectangular_magnet,R14,1,I,14.0,E,139.29874085594900,1.69027473948464,circular_magnet,Yel,1,TL,0.1061433244000000,0.0
15,C901032178500697,-34.786028115628100,-43.115317216038600,55.3629578390353,1.70434861394146,0.891235789682016,0.813112824259445,14.2645620104882,-1.41189942697488,18.9654884338379,18.1655139923096,17.7819984633523,17.5938568115234,0.0,0.0,0.0,0.0,9.36868909290674,1.8909900188446,0.0427053533494473,20.7918348566832,,,8,-33772.9856296775,41832.7295036772,1,-34792.92,-43064.02,-99,P,rectangular_magnet,R15,1,I,15.0,F,172.34801760218300,0.813112824259445,circular_magnet,Blu,1,TL,0.05175811476,0.0
