PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 10 18 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21E+11,3.312E+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,00 43 17.66,-09 17 13.2 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,12 15 02.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 10 29 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,A0085_T038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,C901028017404676,-110.25192892341800,-138.34516195081300,176.90099743367,2.4189311568075,0.897635627017508,1.52129552978999,10.3514598820965,-8.70065194692387,16.9710445404053,16.111026763916,15.9119489974985,15.4692573547363,0.0,0.0,0.0,0.0,10.4315942321532,5.32706022262573,0.0564224159256983,20.9863394782954,,,1,-106703.666646183,132514.659995206,1,-110290.75,-138310.93,-99,P,rectangular_magnet,R01,1,I,1.0,F,131.4054537822320,1.52129552978999,circular_magnet,Yel,1,TL,0.05175811476,0.0
2,C901028017504213,-53.96876434051440,-127.4613025354890,138.379814131591,2.09248193544287,1.16992486973543,0.922557065707438,10.5911461371766,-8.74387705561131,16.3154430389404,15.8640270233154,15.8671500921513,15.5384941101074,0.0,0.0,0.0,0.0,9.13033665161566,9.78296375274658,0.020205722739058,22.0592539270838,,,8,-52534.5729980835,122745.785431844,1,-53998.69,-127409.24,-99,P,rectangular_magnet,R02,1,I,2.0,M,150.10961639175800,0.922557065707438,circular_magnet,Gre,1,TL,0.0600504179599999,0.0
3,C901027874905105,-169.8289067931380,-95.4445204225371,194.83588116214,-1.38142256321254,0.512386924461695,4.38937581950535,10.09873266221,-8.8828388389661,18.9436206817627,18.514139175415,18.4171731124428,18.2340126037598,0.0,0.0,0.0,0.0,7.79241338704305,4.22842311859131,0.0132707990705967,22.8879060503216,,,8,-163820.018340534,91340.422393662,1,-169814.43,-95520.05,-99,P,rectangular_magnet,R03,1,I,3.0,T,-10.850317403777300,4.38937581950535,circular_magnet,Yel,1,TR,0.0769044511799999,0.0
4,C901027875503289,160.6749909258640,-95.02546287172280,186.6957792603,4.48353760552979,2.60709964988109,1.8764379556487,11.510835401485,-8.88495058571809,15.7303504943848,15.2202310562134,15.0956601653626,14.834867477417,0.0,0.0,0.0,0.0,9.49698835751353,10.6329898834229,0.0197370428830979,21.5963827413245,,,8,155315.200735608,90863.1676277121,1,160656.76,-95103.73,-99,P,rectangular_magnet,R04,1,I,4.0,L,13.112217914952100,1.8764379556487,circular_magnet,Yel,1,TL,0.0803623669799998,0.0
5,C901027875401821,90.05464057325460,-52.7770255334048,104.381208987658,1.02397221602345,2.61198724495004,4.695170278253,11.2140881956065,-9.06136114413298,17.9063339233398,17.0782375335693,16.8268493053768,16.4874877929688,0.0,0.0,0.0,0.0,9.99187749825894,2.19392538070679,0.0547591745940542,20.0272214771262,,,4,88250.3322070729,50994.3814259477,1,90081.66,-52732.64,-99,P,rectangular_magnet,R05,1,I,5.0,G,-148.6692863168020,4.695170278253,circular_magnet,Gre,1,TR,0.0519627269999999,0.0
6,C901027733301245,142.80751413252500,-21.300862337870800,144.398961403038,0.952503959799417,2.99368432840874,4.24200493857027,11.4392744927371,-9.19629509147816,17.4720420837402,16.8702812194824,16.6060263330751,16.4543609619141,0.0,0.0,0.0,0.0,9.00760783037739,5.54507827758789,0.0199528932571411,21.8326943076423,,,8,139142.435358582,20499.3093259362,1,142822.34,-21280.02,-99,P,rectangular_magnet,R06,1,I,6.0,I,-144.57445686600500,4.24200493857027,circular_magnet,Gre,1,TR,0.0255775173599999,0.0
7,C901027591102192,158.1255241468550,39.46211945464930,162.925894336306,4.17011945060827,3.38585676157639,0.784262689031881,11.5034926300527,-9.45395024972269,16.9095878601074,16.2117500305176,16.0733998338736,15.6968812942505,0.0,0.0,0.0,0.0,9.3181824927561,8.7703332901001,0.0196526508114457,22.1697052009195,,,8,153655.734391902,-37730.756437328,1,158089.53,39402.38,-99,P,rectangular_magnet,R07,1,I,7.0,N,31.069755414732600,0.784262689031881,circular_magnet,Yel,1,TL,0.0697451148799999,0.0
8,C901027591001796,94.45794611758290,74.38585320810850,120.177688161775,3.48293289588822,3.80881707957395,5.95730112349386,11.2321580818281,-9.60450692573032,18.8676891326904,18.3225841522217,18.0826821892579,17.9573860168457,0.0,0.0,0.0,0.0,8.38394356639289,2.7095935344696,0.0204637441784143,21.7299795706601,,,8,92334.1264931416,-71756.5652150529,1,94404.65,74366.92,-99,P,rectangular_magnet,R08,1,I,8.0,J,70.44264473832720,5.95730112349386,circular_magnet,Gre,1,TR,0.05655919482,0.0
9,C901027449001121,89.51116220046580,130.8577597822740,158.499773287675,3.047003868525,4.11295641782969,5.21723275787489,11.2085590245254,-9.84263485629818,16.6621837615967,16.1828117370605,16.0012751690469,15.8934755325317,0.0,0.0,0.0,0.0,9.09552750223027,5.77413892745972,0.0191690409434628,21.2331225634048,,,8,87000.7395427498,-125573.47752339,1,89421.46,130866.27,-99,P,rectangular_magnet,R09,1,I,9.0,S,95.41953817348270,5.21723275787489,circular_magnet,Yel,1,TR,0.0901049863999998,0.0
10,C901027306602730,-123.08594634701900,151.51120204986800,195.217477623385,3.59244496359841,-0.888320510350522,4.48076547394893,10.29631592243,-9.92489196398639,18.2329864501953,17.5387058258057,17.3715258033496,17.0813903808594,0.0,0.0,0.0,0.0,9.65647869869666,4.30559825897217,0.0567331663571739,21.9517480315749,,,8,-119166.201530831,-144163.583860924,1,-123126.83,151491.41,-99,P,rectangular_magnet,R10,1,I,10.0,B,64.16806545278250,4.48076547394893,circular_magnet,Yel,1,TR,0.0454224428999999,0.0
11,C901027448702360,-69.41462315939760,104.7014583177690,125.556813554242,-0.0713633714722572,-0.986022191552562,0.914658820080305,10.5233162210846,-9.73336524120522,18.2468070983887,17.3604030609131,16.9672912269899,16.6805839538574,0.0,0.0,0.0,0.0,10.0472078734101,2.50238275527954,0.0587007331379148,20.5950464352874,,,1,-67864.1340348804,-100878.54451238,1,-69308.75,104693.89,-99,P,rectangular_magnet,R11,1,I,11.0,E,-85.91118000281530,0.914658820080305,circular_magnet,Gre,1,TL,0.1061433244000000,0.0
12,C901027448800630,-33.799535097962400,131.79279358759100,136.051693330665,0.0748818376465095,-1.32000326597482,1.39488510362132,10.6772891161501,-9.8482701828826,18.0970115661621,17.2818393707275,16.9845189572092,16.7078304290771,0.0,0.0,0.0,0.0,9.90492476834856,2.8615505695343,0.0553476384743489,20.8077211784458,,,1,-33066.2597500749,-126847.061331468,1,-33764.26,131795.44,-99,P,rectangular_magnet,R12,1,I,12.0,Q,-94.29041325932880,1.39488510362132,circular_magnet,Gre,1,TL,0.0353742283999999,0.0
13,C901027306703246,-63.77882966915100,161.5040048427130,173.675037669865,3.09240119326292,-1.19426005982445,4.28666125308737,10.548664461095,-9.97054512860886,18.125072479248,17.4759883880615,17.2909461865856,17.0352096557617,0.0,0.0,0.0,0.0,9.64547675885348,2.90153288841248,0.0539565990217209,21.0320005577325,,,8,-62135.4317925244,-154481.199065603,1,-63860.59,161508.03,-99,P,rectangular_magnet,R13,1,I,13.0,A,92.81846306481510,4.28666125308737,circular_magnet,Yel,1,TR,0.0818593524999998,0.0
14,C901027875003888,-120.35335373226500,-91.11630422115480,150.963079744454,-1.11016421671999,0.648329526665367,4.52469156379423,10.3056552474015,-8.89846380024214,18.2768249511719,17.4576015472412,17.1304368346346,16.844518661499,0.0,0.0,0.0,0.0,9.96252289258199,1.99672555923462,0.0607386388613478,20.202068114921,,,1,-117055.514087271,87809.1811452768,1,-120331.71,-91159.92,-99,P,rectangular_magnet,R14,1,I,14.0,R,-26.39227581549770,4.52469156379423,circular_magnet,Yel,1,TR,0.04869073126,0.0
15,C901027875200200,-45.68632299596050,-64.88629061761770,79.3371554808994,1.8994333259377,0.956987915306244,0.942445410631456,10.6254120426391,-9.00876690536304,18.0390338897705,17.2372169494629,16.8848032865048,16.6673278808594,0.0,0.0,0.0,0.0,9.9642427044229,1.50464582443237,0.0580539073854255,19.3672630524538,,,1,-44790.4783635547,62880.6793879521,1,-45697.0,-64854.98,-99,P,rectangular_magnet,R15,1,I,15.0,D,161.17048695727300,0.942445410631456,circular_magnet,Blu,1,TL,0.0330810095199999,0.0
