PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 08 02 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21E+11,3.312E+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,00 44 51.12,-09 17 53.9 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,16 00 41.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 09 02 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,A0085_T031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,C901027875503289,68.77076614944860,-96.8221684478888,118.734097711234,0.946807930933868,2.18902825557409,5.04096498253937,11.510835401485,-8.88495058571809,15.7303504943848,15.2202310562134,15.0956601653626,14.834867477417,0.0,0.0,0.0,0.0,9.49698835751353,10.6329898834229,0.0197370428830979,21.5963827413245,,,8,67310.8007356082,93416.9676277117,1,68817.72,-96756.95,-99,P,rectangular_magnet,R01,1,I,1.0,O,-144.24809845202500,5.04096498253937,circular_magnet,Gre,1,TR,0.0803623669799998,0.0
2,C901028017504721,-139.78375548807800,-126.26667837683500,188.380088794627,2.45368427590709,0.734231602116039,1.71945267379105,10.6154604900983,-8.76412067534739,15.7823572158813,14.8383226394653,14.4237854375027,14.1008281707764,0.0,0.0,0.0,0.0,11.0986432791366,4.48262929916382,0.055471720106046,19.3388614482931,,,1,-135043.929237788,120724.527371489,1,-139843.17,-126217.85,-99,P,rectangular_magnet,R02,1,I,2.0,C,129.41424673291000,1.71945267379105,circular_magnet,Yel,1,TL,0.0769044511799999,0.0
3,C901027875200200,-136.44034361999100,-67.90994770037040,152.420239754151,2.30090002701529,0.461498274371692,1.8394017526436,10.6254120426391,-9.00876690536304,18.0390338897705,17.2372169494629,16.8848032865048,16.6673278808594,0.0,0.0,0.0,0.0,9.9642427044229,1.50464582443237,0.0580539073854255,19.3672630524538,,,1,-132794.878363554,65434.4793879518,1,-136475.0,-67871.23,-99,P,rectangular_magnet,R03,1,I,3.0,T,138.16813937048700,1.8394017526436,circular_magnet,Yel,1,TL,0.0519627269999999,0.0
4,C901027732905840,-141.0023479807630,-31.173244846363300,144.399170382124,-1.17581892004242,0.217892851592271,4.88947353554489,10.6052021759598,-9.16455359462429,18.7040061950684,17.8671932220459,17.5074920244716,17.274923324585,0.0,0.0,0.0,0.0,9.70831363604165,1.74841701984406,0.0540341697633266,20.3232930310196,,,1,-137362.308233079,30226.6876149097,1,-140984.87,-31215.17,-99,P,rectangular_magnet,R04,1,I,4.0,M,-22.630538409938900,4.88947353554489,circular_magnet,Gre,1,TR,0.0454224428999999,0.0
5,C901027733004761,-83.20322626251990,-8.895090055694990,83.6378330923064,-0.690410738426639,0.106987118056917,5.48578745069603,10.8519444049862,-9.25963118621613,18.9808807373047,18.5411376953125,18.249059543714,18.211799621582,0.0,0.0,0.0,0.0,8.21912119781516,2.9472336769104,0.0200856886804104,22.1310852323569,,,8,-81598.5644731277,8739.15191515462,1,-83159.62,-8931.11,-99,P,rectangular_magnet,R05,1,I,5.0,J,-50.44237855764290,5.48578745069603,circular_magnet,Blu,1,TR,0.05655919482,0.0
6,C901027590804136,-93.54305221157660,35.358864336539600,99.9875023878025,-0.551733753581924,-0.361364980352472,6.09281653395013,10.8069471905473,-9.4491927689027,18.2317199707031,17.4268798828125,17.2053085102954,16.852819442749,0.0,0.0,0.0,0.0,9.83739637834182,2.34566450119019,0.0564315211808204,20.521084041422,,,1,-91767.9349363069,-34101.7657720111,1,-93529.82,35350.72,-99,P,rectangular_magnet,R06,1,I,6.0,P,-58.38798450484480,6.09281653395013,circular_magnet,Gre,1,TR,0.0155377488999999,0.0
7,C901027732900431,-192.20981008635600,-23.36577102891570,193.629636680933,-1.54881734869725,0.12122055539058,4.61314740309176,10.3914557040594,-9.19807655603958,18.5581226348877,17.6838226318359,17.3047654383513,17.0765438079834,0.0,0.0,0.0,0.0,9.94225998932113,2.1393837928772,0.0621663145720958,20.5781408207609,,,1,-185669.010882575,22650.4983350558,1,-192208.74,-23414.45,-99,P,rectangular_magnet,R07,1,I,7.0,R,-1.2593026830056100,4.61314740309176,circular_magnet,Yel,1,TR,0.04869073126,0.0
8,C901027448703654,-145.0415126991510,124.61546084020900,191.237090113491,3.86353105769294,-0.709251113765017,4.57278217145796,10.591208173251,-9.82296134943046,18.371789932251,17.5665073394775,17.3336280818161,17.0150260925293,0.0,0.0,0.0,0.0,9.80049860817497,3.02151131629944,0.0577104222029447,21.2105031468462,,,1,-140524.952845276,-118573.464971283,1,-145120.23,124546.15,-99,P,rectangular_magnet,R08,1,I,8.0,N,48.63597637647960,4.57278217145796,circular_magnet,Yel,1,TR,0.10488282044,0.0
9,C901027448802755,-101.32681562377800,132.85339706287800,167.07487315576,3.28724790458315,-0.919073254692643,4.20632115927579,10.7765385307396,-9.86100074497869,18.4310150146484,17.6557540893555,17.3322817719417,17.0853519439697,0.0,0.0,0.0,0.0,9.82012720079261,4.33774566650391,0.0595646500587463,22.084949194046,,,4,-98640.2920528574,-127170.368365183,1,-101340.47,132831.18,-99,P,rectangular_magnet,R09,1,I,9.0,F,81.65456885416200,4.20632115927579,circular_magnet,Yel,1,TR,0.0167343919199998,0.02
10,C901027449000262,-11.13414280691230,94.4179466368214,95.06757228061,-0.0222695051463475,-1.45375900752001,1.43148950237367,11.1645197160261,-9.70267499429952,18.3138618469238,17.4463386535645,17.0728197713674,16.8257484436035,0.0,0.0,0.0,0.0,9.94691661820849,1.84491908550262,0.0566658863182735,20.0190999533841,,,4,-10956.5441781002,-91388.7487116927,1,-11101.07,94417.21,-99,P,rectangular_magnet,R10,1,I,10.0,G,-88.72405134326940,1.43148950237367,circular_magnet,Gre,1,TL,0.0330810095199999,0.0
11,C901027449001121,-1.0182042625626000,127.61268162754300,127.630124614245,0.200763094238451,-1.56335397122637,1.76411706546482,11.2085590245254,-9.84263485629818,16.6621837615967,16.1828117370605,16.0012751690469,15.8934755325317,0.0,0.0,0.0,0.0,9.09552750223027,5.77413892745972,0.0191690409434628,21.2331225634048,,,8,-1003.66045724986,-123019.67752339,1,-949.86,127626.59,-99,P,rectangular_magnet,R11,1,I,11.0,S,-101.50287798185000,1.76411706546482,circular_magnet,Gre,1,TL,0.0697451148799999,0.0
12,C901027307101934,65.96697096338590,182.71450115076700,194.266050795435,2.65696960331443,4.36620642772851,4.57394848276551,11.4947319357015,-10.0687024485059,18.380277633667,17.9862842559814,17.7750701009522,17.7095203399658,0.0,0.0,0.0,0.0,8.89508323496609,2.46169209480286,0.0370866619050503,21.1853275927758,,,8,63671.4174685352,-174110.95336234,1,65916.28,182741.19,-99,P,rectangular_magnet,R12,1,I,12.0,K,117.7668554355350,4.57394848276551,circular_magnet,Yel,1,TR,0.0572875941399999,0.0
13,C901027591102535,70.54066130996790,62.43894597030470,94.1293329960539,3.47909202179812,3.8664697901944,5.8958075387833,11.5189247330321,-9.56570160919155,18.1832942962646,17.4508991241455,17.1103810368469,16.9406833648682,0.0,0.0,0.0,0.0,8.89543830533959,3.21920394897461,0.0196929384560895,21.2325162648113,,,8,69138.9896652646,-60432.7636772903,1,70463.42,62411.84,-99,P,rectangular_magnet,R13,1,I,13.0,L,70.66271061333110,5.8958075387833,circular_magnet,Gre,1,TR,0.0818593524999998,0.0
14,C901027449201996,125.22186242899800,111.78025507902700,167.783293167712,3.22219797390828,3.8706605818849,5.63472269920297,11.7509215525372,-9.77200528110602,16.4750862121582,16.0383396148682,15.8810642579474,15.7345399856567,0.0,0.0,0.0,0.0,9.059869403379,5.58334255218506,0.0190079601672101,21.0156856652663,,,8,121570.270873418,-107057.39352996,1,125132.05,111773.0,-99,P,rectangular_magnet,R14,1,I,14.0,Q,85.38165533945060,5.63472269920297,circular_magnet,Yel,1,TR,0.0901049863999998,0.0
15,C901027875401821,0.2077266948536880,-55.25387343642870,55.1485879931526,1.48076513740539,1.57473605707569,6.18921438750929,11.2140881956065,-9.06136114413298,17.9063339233398,17.0782375335693,16.8268493053768,16.4874877929688,0.0,0.0,0.0,0.0,9.99187749825894,2.19392538070679,0.0547591745940542,20.0272214771262,,,4,245.932207073235,53548.1814259474,1,217.27,-55148.16,-99,P,rectangular_magnet,R15,1,I,15.0,E,-174.84159282343800,6.18921438750929,circular_magnet,Blu,1,TR,0.1061433244000000,0.0
