PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 08 02 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21E+11,3.312E+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,00 43 41.04,-10 00 41.4 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,15 59 31.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 09 02 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,A0085_T028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,C901026881500913,-104.95419963945800,171.91156994641800,201.43083092678,3.27194380360715,-1.02253261893048,4.29447642253763,10.4705760913179,-10.7348678540216,17.9322776794434,17.2026557922363,16.8914858239781,16.6759872436523,0.0,0.0,0.0,0.0,9.85240383517211,3.81994032859802,0.0533127424726438,21.3558133681598,,,4,-101795.803362164,-163481.135008891,1,-104987.0,171907.27,-99,P,rectangular_magnet,R01,1,I,1.0,S,82.5314292493288,4.29447642253763,circular_magnet,Mag,1,TR,0.0330810095199999,0.0
2,C901026881603815,-21.363244852799900,155.15342569479300,156.617223909122,0.135435360862378,-1.43427651112955,1.56971187199193,10.8284662515863,-10.6704893121839,16.9480419158936,16.4255752563477,16.239687994875,16.0473575592041,0.0,0.0,0.0,0.0,9.82767752246128,2.5495982170105,0.0494142417745542,19.700808671854,,,4,-20912.6271414907,-148931.584553571,1,-21315.0,155160.0,-99,P,rectangular_magnet,R02,1,I,2.0,E,-97.75987457424550,1.56971187199193,circular_magnet,Yel,1,TL,0.04869073126,0.0
3,C901027023205798,-2.140985676388360,112.24269917333600,112.274588547822,1.83119878522901,-1.55151543562387,3.38271422085288,10.9112943051444,-10.4912724955757,17.7650566101074,17.27854347229,17.0172939899253,16.9127464294434,0.0,0.0,0.0,0.0,9.02876565901487,4.26120519638062,0.0275749416892838,21.6690803938027,,,8,-2193.48703736099,-108428.584000114,1,-2164.62,112253.72,-99,P,rectangular_magnet,R03,1,I,3.0,O,165.08003815689400,3.38271422085288,circular_magnet,Gre,1,TR,0.0167343919199998,0.02
4,C901027023402144,78.47945849070830,99.70044088970840,126.852555772892,3.19866348759556,4.04579934812658,5.43604944664857,11.2609130864099,-10.4367938041101,19.1496524810791,18.6503620147705,18.3786525492143,18.3291969299316,0.0,0.0,0.0,0.0,8.8144119639917,1.85667645931244,0.0423047281801701,21.2369178517766,,,8,76820.3575286352,-96116.3997288736,1,78434.11,99697.85,-99,P,rectangular_magnet,R04,1,I,4.0,M,86.73008207817780,5.43604944664857,circular_magnet,Gre,1,TR,0.0454224428999999,0.0
5,C901027165301647,133.6856310945190,71.10254794319850,151.496078895936,0.795272944509172,3.63056819539361,3.44789005629515,11.4987658096598,-10.3138994061684,18.2727012634277,17.9531726837158,17.6782861516237,17.7673854827881,0.0,0.0,0.0,0.0,8.63533055399919,2.04661345481873,0.0279375966638327,20.7512264901181,,,8,130575.072983105,-68342.2657940535,1,133742.94,71161.0,-99,P,rectangular_magnet,R05,1,I,5.0,L,-135.56578328131700,3.44789005629515,circular_magnet,Yel,1,TR,0.0818593524999998,0.0
6,C901027449201996,194.1522621384620,-56.64511576863840,202.27072050967,4.69693818338662,2.8572865671449,1.83965161624171,11.7509215525372,-9.77200528110602,16.4750862121582,16.0383396148682,15.8810642579474,15.7345399856567,0.0,0.0,0.0,0.0,9.059869403379,5.58334255218506,0.0190079601672101,21.0156856652663,,,8,187562.270873418,54125.8064700402,1,194150.87,-56735.21,-99,P,rectangular_magnet,R06,1,I,6.0,Q,0.8852654581028220,1.83965161624171,circular_magnet,Mag,1,TL,0.0901049863999998,0.0
7,C901027591102535,139.0619218673230,-105.27789164361100,174.424611502869,0.860394338007679,2.49419006712919,4.64938957805807,11.5189247330321,-9.56570160919155,18.1832942962646,17.4508991241455,17.1103810368469,16.9406833648682,0.0,0.0,0.0,0.0,8.89543830533959,3.21920394897461,0.0196929384560895,21.2325162648113,,,8,135130.989665265,100750.43632271,1,139130.32,-105198.38,-99,P,rectangular_magnet,R07,1,I,7.0,N,-139.2969642847920,4.64938957805807,circular_magnet,Yel,1,TR,0.10488282044,0.0
8,C901027591003904,97.08029385024170,-92.6526908812267,134.185027987574,1.03744755471444,2.37994203587742,4.94069082601661,11.341120274499,-9.61670592396532,17.8616619110107,17.4906063079834,17.1867217217218,17.2842063903809,0.0,0.0,0.0,0.0,8.56813044964248,2.60905361175537,0.0193531690426087,20.8158960058605,,,8,94947.1820367797,89223.4611838369,1,97109.42,-92603.36,-99,P,rectangular_magnet,R08,1,I,8.0,K,-149.44136635130500,4.94069082601661,circular_magnet,Gre,1,TR,0.0572875941399999,0.0
9,C901027449001121,66.09673144297850,-39.3382053330272,76.9069862087054,4.02654459597326,2.60384191373334,1.42270268223992,11.2085590245254,-9.84263485629818,16.6621837615967,16.1828117370605,16.0012751690469,15.8934755325317,0.0,0.0,0.0,0.0,9.09552750223027,5.77413892745972,0.0191690409434628,21.2331225634048,,,8,64988.3395427501,38163.5224766102,1,66052.56,-39392.18,-99,P,rectangular_magnet,R09,1,I,9.0,I,39.29598862952290,1.42270268223992,circular_magnet,Blu,1,TL,0.0697451148799999,0.0
10,C901027449000262,56.05096286819180,-72.09650226964470,91.3192829259149,3.75932612729684,2.23106497579987,1.52826115149697,11.1645197160261,-9.70267499429952,18.3138618469238,17.4463386535645,17.0728197713674,16.8257484436035,0.0,0.0,0.0,0.0,9.94691661820849,1.84491908550262,0.0566658863182735,20.0190999533841,,,4,55035.4558218998,69794.4512883074,1,56008.77,-72126.48,-99,P,rectangular_magnet,R10,1,I,10.0,F,54.60647909263060,1.52826115149697,circular_magnet,Blu,1,TL,0.05175811476,0.0
11,C901027165103652,38.125698634189200,36.9162766205433,53.0450548949268,3.62315610023672,3.91101243305174,5.99532897436456,11.0871985200406,-10.1700990504252,16.6037368774414,15.9579410552979,15.8647323466335,15.4706125259399,0.0,0.0,0.0,0.0,10.1841976156082,4.59308767318726,0.0540944884473085,20.5113394137396,,,8,37560.8655291649,-35843.3853960941,1,38103.03,36904.43,-99,P,rectangular_magnet,R11,1,I,11.0,G,62.4084469393577,5.99532897436456,circular_magnet,Blu,1,TR,0.0255775173599999,0.0
12,C901027590801071,-55.54253906641790,-112.14046078876900,125.149885468869,-0.691914831328702,1.11119538129883,4.48007509455205,10.6809649959163,-9.53238832522317,18.8185901641846,18.0281715393066,17.7856444455932,17.4960441589355,0.0,0.0,0.0,0.0,9.66386774168377,4.34940147399902,0.0571461468935013,22.4631937076269,,,1,-54247.9109229084,108279.238499564,1,-55515.3,-112163.03,-99,P,rectangular_magnet,R12,1,I,12.0,D,-50.356200382359100,4.48007509455205,circular_magnet,Gre,1,TR,0.0353742283999999,0.0
13,C901027590700739,-118.5390092588170,-129.12777595896600,175.333802550635,-1.20063267304718,0.82866922378989,4.25388341034252,10.4123880280556,-9.46332075242585,18.1700706481934,17.3159332275391,17.1551432203175,16.7053508758545,0.0,0.0,0.0,0.0,9.9192756403112,3.4289915561676,0.0571282446144151,21.2346399876425,,,1,-114946.305659437,123888.509951758,1,-118500.61,-129226.73,-99,P,rectangular_magnet,R13,1,I,13.0,R,-21.208815088886100,4.25388341034252,circular_magnet,Yel,1,TR,0.1061433244000000,0.0
14,C901027590602115,-163.36239192065300,-100.69214590341300,191.906601028951,-1.35401851971062,0.552447915560472,4.3767188719085,10.2218058315584,-9.58515884354019,18.6346378326416,17.8351860046387,17.5918698905692,17.2834396362305,0.0,0.0,0.0,0.0,9.65458048708055,2.73376893997192,0.0558455530554056,21.2618697109496,,,1,-158017.882067806,96353.1013599165,1,-163359.05,-100707.32,-99,P,rectangular_magnet,R14,1,I,14.0,P,-12.420453438030200,4.3767188719085,circular_magnet,Yel,1,TR,0.0155377488999999,0.0
15,C901027448700037,-121.3767383699680,-33.39834531150780,125.870525219221,-0.961251406976661,0.268906474324067,5.05302742587886,10.3953666821405,-9.86803240171268,18.038703918457,17.2071704864502,16.9459536223972,16.577953338623,0.0,0.0,0.0,0.0,9.90062041487033,2.17264199256897,0.0545575778833866,20.1349860145578,,,1,-118793.129836257,32423.677212935,1,-121346.99,-33440.95,-99,P,rectangular_magnet,R15,1,I,15.0,T,-34.92435132922510,5.05302742587886,circular_magnet,Gre,1,TR,0.0519627269999999,0.0
