PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 08 01 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21E+11,3.312E+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,00 47 47.43,-30 56 24.5 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,16 04 14.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 09 02 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,H01_T036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,W13700425201397,208.76972535286600,-64.40186385776980,218.495353281836,1.0122002209664,2.84268031059835,4.45270521754763,12.9662713541081,-30.6666765516274,15.7630066846578,15.0069559944034,14.6316138545621,14.3653824294,0.0,0.0,0.0,0.0,10.8253021594777,6.80706832346228,0.0516557320952415,20.4146312246324,0.0,0.0,8,230209.819965704,61799.6209200712,1,208806.69,-64342.72,-99,P,rectangular_magnet,R01,1,I,1.0,C,-147.99480068358400,4.45270521754763,circular_magnet,Mag,1,TR,0.0697451148799999,0.0
2,W12691212303227,-151.4192689389120,136.8243283884580,204.134440849145,3.25198604982829,-0.734507324396473,3.98649337422477,11.1992920346206,-31.5134802299222,17.262770997106,16.7391466758275,16.4448185201685,16.2683102817854,0.0,0.0,0.0,0.0,9.45454885533586,2.17736704676884,0.0313000008463859,19.6716795867134,0.0,0.0,8,-169127.506238471,-129578.010374554,1,-151500.63,136815.31,-99,P,rectangular_magnet,R02,1,I,2.0,L,83.67492430941870,3.98649337422477,circular_magnet,Mag,1,TR,0.0818593524999998,0.0
3,W12701052202250,-160.35939828441000,-80.85740874586510,179.612408144632,2.27333094932599,0.466535028885371,1.80679592044062,11.1590902446482,-30.5954243573628,17.5623491609482,17.1385848930425,16.9548039946779,16.8425131767865,0.0,0.0,0.0,0.0,9.15663138113505,5.80059799576342,0.033367995172739,22.1988234157588,0.0,0.0,8,-178213.110772234,77902.6168238713,1,-160417.62,-80788.64,-99,P,rectangular_magnet,R03,1,I,3.0,G,139.74773116715200,1.80679592044062,circular_magnet,Yel,1,TL,0.0901049863999998,0.0
4,W11690092907692,-173.22640163829400,48.19494673701440,179.84063380875,1.95209777713254,-0.271609873812338,2.22370765094487,11.0911310808995,-31.1410252394602,18.1129918012391,17.7228975622497,17.4888121607525,17.3720570395533,0.0,0.0,0.0,0.0,8.91199434439096,3.93128571580776,0.0317372158169746,21.9384452858907,0.0,0.0,8,-193571.88177944,-45403.1825301411,1,-173247.72,48248.12,-99,P,rectangular_magnet,R04,1,I,4.0,K,158.15303617343600,2.22370765094487,circular_magnet,Yel,1,TL,0.0572875941399999,0.0
5,W12690669709405,-43.55117856078310,13.948297749200400,45.656160669212,-0.578792119645069,-0.309503807321192,6.01389699485571,11.7295058041799,-30.9996224628761,18.6278844037466,18.2037871709825,17.969024752859,17.863855899437,0.0,0.0,0.0,0.0,9.02626954300326,4.86513384735668,0.0441999994218349,22.8821358171259,0.0,0.0,8,-49299.1943180696,-13446.155022135,1,-43486.8,13906.23,-99,P,rectangular_magnet,R05,1,I,5.0,T,-56.83765432890660,6.01389699485571,circular_magnet,Blu,1,TR,0.0769044511799999,0.0
6,W12690033802617,81.18683650951920,147.23587879936100,168.174532718429,-0.132461265244056,4.20787837740878,1.94284566452675,12.3515778046397,-31.5636342354818,16.8618109036972,16.0536369872287,15.715983612386,15.4861311442854,0.0,0.0,0.0,0.0,10.6708091573736,3.30074178788235,0.0712993219494819,19.8895694262048,0.0,0.0,8,91289.0777858452,-140912.815631023,1,81292.05,147221.86,-99,P,rectangular_magnet,R06,1,I,6.0,E,-82.41052855255270,1.94284566452675,circular_magnet,Yel,1,TL,0.1061433244000000,0.0
7,W12690531004338,-16.37480081213820,112.72628260913400,113.924007540147,3.00088616470387,-1.42610597227025,4.42699213697412,11.8650826179947,-31.4217680885111,12.1662959116398,11.4545621754285,11.1130079860669,10.7910299964772,0.0,0.0,0.0,0.0,10.1887308832214,16.8141223147255,0.0050868522375822,18.8258078690538,0.0,0.0,4,-18658.8343959246,-108851.066415645,1,-16426.25,112733.57,-99,P,rectangular_magnet,R07,1,I,7.0,A,98.06188796326780,4.42699213697412,circular_magnet,Gre,1,TR,0.0519627269999999,0.0
8,W13701044204409,85.04351549254480,-123.12148438491500,149.655556518931,4.07594204422212,2.17491509970026,1.90102694452186,12.3674449359457,-30.4155359482813,18.1002634825851,17.8354874058451,17.7562287434746,17.6679667461513,0.0,0.0,0.0,0.0,8.30690259170635,1.76620801338643,0.022358363494277,20.3135713418456,0.0,0.0,4,94875.0494610014,118557.39727629,1,85009.9,-123166.97,-99,P,rectangular_magnet,R08,1,I,8.0,J,36.46572332614740,1.90102694452186,circular_magnet,Yel,1,TL,0.05655919482,0.0
9,W12700308307934,-14.532480807815000,-193.8997138437940,194.47322687327,-0.786882485125927,1.49616456406838,4.00013825798528,11.8774214482814,-30.121668788105,17.1271150593921,16.6170574576109,16.3162302380509,16.1227260429502,0.0,0.0,0.0,0.0,9.67245720281691,2.62697455528428,0.0382807329297065,19.9572114706288,0.0,0.0,4,-15870.2587511305,184971.375476133,1,-14500.41,-193931.88,-99,P,rectangular_magnet,R09,1,I,9.0,M,-44.91495462951860,4.00013825798528,circular_magnet,Yel,1,TR,0.0454224428999999,0.0
10,W11690277810682,-211.83203519265700,-10.24614243501380,212.090817351937,1.93906679939703,0.0481731901228595,1.89089360927417,10.9100377478862,-30.8925648131013,16.7035637037404,16.1218820445327,15.8147321719088,15.6683403802149,0.0,0.0,0.0,0.0,10.0343207554018,3.26209413920094,0.0433932766318321,19.9322391761682,0.0,0.0,4,-234498.975040446,10748.8738269703,1,-211844.77,-10213.14,-99,P,rectangular_magnet,R10,1,I,10.0,I,158.8996562006100,1.89089360927417,circular_magnet,Mag,1,TL,0.0353742283999999,0.0
11,W12700079004694,30.75694604355270,-128.77640545791500,132.411298660534,3.90178910992268,1.80507703836718,2.0967120715555,12.0999656246871,-30.3908367883951,16.7700885512388,16.2466405187637,16.0393879588398,15.891449658483,0.0,0.0,0.0,0.0,10.093894619645,5.31792023667569,0.0591060891747474,21.1182242958723,0.0,0.0,4,34424.7251165576,124139.407410571,1,30738.41,-128794.03,-99,P,rectangular_magnet,R11,1,I,11.0,Q,46.44395145132440,2.0967120715555,circular_magnet,Gre,1,TL,0.0255775173599999,0.0
12,W12700623602038,-75.21834832632370,-76.12059968524250,107.021106390182,-0.903326203748041,0.791839803520396,4.58801929991115,11.5740239693405,-30.6135135286944,17.508925821359,16.5454058260027,16.1204650539306,15.8069534643234,0.0,0.0,0.0,0.0,10.841950232157,2.4623887438004,0.0869507119059562,19.74506359385,0.0,0.0,4,-84438.0889917739,73814.464102929,1,-75186.31,-76161.25,-99,P,rectangular_magnet,R12,1,I,12.0,F,-38.24322100166260,4.58801929991115,circular_magnet,Gre,1,TR,0.05175811476,0.0
13,W13701034405481,87.27728377073070,-144.70945779829100,168.965786582735,0.791409045776197,2.11410900937115,4.96048534358463,12.3772081117078,-30.3262285019927,16.8075157000956,16.300931884351,16.0935990105052,15.9323571825583,0.0,0.0,0.0,0.0,9.84877007486065,3.93110665773781,0.0459867231547832,20.5163807017965,0.0,0.0,4,97081.5271832359,138740.880137514,1,87351.0,-144634.85,-99,P,rectangular_magnet,R13,1,I,13.0,N,-135.34439819145200,4.96048534358463,circular_magnet,Yel,1,TR,0.10488282044,0.0
14,W13690825204792,147.49221026581500,105.38210573129900,181.297531302552,-0.262411634047234,3.76197791968986,2.2587957534425,12.6778359220067,-31.3839831328148,14.6091297456556,14.1474160016219,13.9249802162983,13.7154141141733,0.0,0.0,0.0,0.0,9.96101802813267,13.2556500897151,0.0194668006151914,21.0022958406673,0.0,0.0,4,165023.412310787,-100311.666428281,1,147513.56,105397.08,-99,P,rectangular_magnet,R14,1,I,14.0,B,-74.96492087396210,2.2587957534425,circular_magnet,Yel,1,TL,0.0167343919199998,0.02
15,W12691093001169,-128.25206161210000,178.19008926811400,219.554299374006,3.1763065906741,-0.946880044585547,4.12318663525965,11.3152000796446,-31.6853691250528,16.5532032946867,15.8125350041643,15.4730611775609,15.2033496648358,0.0,0.0,0.0,0.0,10.0337453492181,1.82609943509102,0.0314984582364559,18.363031796512,0.0,0.0,4,-142932.288063047,-168424.900674069,1,-128267.59,178189.55,-99,P,rectangular_magnet,R15,1,I,15.0,P,88.01103791478650,4.12318663525965,circular_magnet,Mag,1,TR,0.0155377488999999,0.0
