PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 07 31 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21E+11,3.312E+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,20 09 12.00,-57 14 54.3 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,11 26 33.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 09 02 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,A3667_T064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,C901005402107729,0.2428162406396330,-52.42922235180930,52.3844768189862,1.50439798298869,1.57548914644742,6.21209414372086,302.304019007836,-57.0233297541866,18.5213413238525,17.6358489990234,17.2566977743453,17.0139198303223,0.0,0.0,0.0,0.0,9.79130489492824,2.16559410095215,0.0522521436214447,20.5566089795188,,,1,908.295770924724,50869.2655538356,1,245.83,-52383.9,-99,P,rectangular_magnet,R01,1,I,1.0,F,-176.19565513324600,6.21209414372086,circular_magnet,Blu,1,TR,0.0454224428999999,0.0
2,C901005481507628,53.44595991344630,-95.82779704929870,109.680724308659,1.08319970391104,2.08016937868995,5.28621563240067,302.721954718409,-56.8392804921333,16.7684421539307,15.9796571731567,15.8631493984174,15.4031534194946,0.0,0.0,0.0,0.0,10.4514469859481,9.14551162719727,0.0644192966915675,22.0285718859954,,,8,95361.7663604816,92464.3987778701,1,53483.61,-95756.8,-99,P,rectangular_magnet,R02,1,I,2.0,D,-152.062771403923,5.28621563240067,circular_magnet,Gre,1,TR,0.0803623669799998,0.0
3,C901005481609968,126.15261301612500,-103.50160629679300,163.169741791415,0.962049486071972,2.45515594770926,4.7900788455423,303.282617205396,-56.8082714648005,15.4061584472656,14.5034790039062,14.5565932556307,13.8467578887939,0.0,0.0,0.0,0.0,10.9921711756845,14.391697883606,0.0596691217100968,21.5369138533727,,,1,222071.488419412,99472.4389550958,1,126213.31,-103414.53,-99,P,rectangular_magnet,R03,1,I,3.0,A,-145.12137523465400,4.7900788455423,circular_magnet,Yel,1,TR,0.1061433244000000,0.0
4,C901005481204747,-131.16554000953200,-89.13299381513410,158.59227418878,-1.12171847085028,0.597188819614311,4.564278016715,301.284147395194,-56.8625511313665,18.5756149291992,18.2414360046387,18.0691931447975,18.0894737243652,0.0,0.0,0.0,0.0,8.41192547303201,4.10769987106323,0.0280035566538572,22.5523042082461,,,8,-229582.688686108,87205.234311171,1,-131143.07,-89179.62,-99,P,rectangular_magnet,R04,1,I,4.0,M,-25.730265818410500,4.564278016715,circular_magnet,Yel,1,TR,0.05175811476,0.0
5,C901005401907777,-110.17677283275100,-28.67951613601540,113.830425756346,-0.786218349969575,0.254921450670184,5.24204550653983,301.433783104792,-57.1203536814947,16.1236515045166,15.6696434020996,15.5525717208682,15.3655853271484,0.0,0.0,0.0,0.0,10.0423079890248,3.69912695884705,0.0517435470047843,19.7530142694475,,,8,-195765.018316988,28941.8579822065,1,-110151.78,-28704.55,-99,P,rectangular_magnet,R05,1,I,5.0,Q,-44.95300677100390,5.24204550653983,circular_magnet,Gre,1,TR,0.0353742283999999,0.0
6,C901005245100587,-131.44546413223,60.2581615858727,144.543539740632,-0.598626665569525,-0.429774024198267,6.11433266580833,301.257074468015,-57.4975855041748,18.2540855407715,17.872184753418,17.5707057640644,17.6601829528809,0.0,0.0,0.0,0.0,8.86473137589121,1.75574827194214,0.0338424406945705,20.3373706833705,,,8,-235701.170228679,-56312.5339435046,1,-131398.74,60226.29,-99,P,rectangular_magnet,R06,1,I,6.0,J,-55.7012185588768,6.11433266580833,circular_magnet,Gre,1,TR,0.05655919482,0.0
7,C901005167309196,-139.4850927993490,104.61798623800600,174.387504142624,3.54552650678356,-0.643235688396501,4.18876219518006,301.190630854785,-57.6835033664115,19.0823211669922,18.6523609161377,17.1528610845661,18.400857925415,0.0,0.0,0.0,0.0,9.60671740873501,1.92562222480774,0.0513894669711589,21.3180910466707,,,4,-250717.426818564,-98329.9708090068,1,-139537.77,104595.47,-99,P,rectangular_magnet,R07,1,I,7.0,K,66.85629500954020,4.18876219518006,circular_magnet,Yel,1,TR,0.0572875941399999,0.0
8,C901005167603370,3.4607002986621400,99.76876254668730,99.8077615458888,3.34262832462188,4.67859349202546,4.94722013977601,302.322980401203,-57.6754497381671,18.2293701171875,17.4287567138672,17.256832618531,16.8000679016113,0.0,0.0,0.0,0.0,9.76310219196322,7.45332431793213,0.0564437136054039,23.0333814915055,,,4,5193.57067196154,-96509.8508257569,1,3372.41,99750.77,-99,P,rectangular_magnet,R08,1,I,8.0,S,78.48150451828100,4.94722013977601,circular_magnet,Gre,1,TR,0.0901049863999998,0.0
9,C901005090606961,84.75908554882,177.49087,196.723547478783,0.0,4.26651706782309,2.01666823935649,302.967504057987,-57.9965140876908,18.6160831451416,18.1851768493652,17.977621236165,17.9411029815674,0.0,0.0,0.0,0.0,8.64012195680657,4.79767036437988,0.0316161215305328,22.8332035580875,,,8,150855.917105063,-169070.393818117,1,84835.99,177490.87,-99,P,rectangular_magnet,R09,1,I,9.0,N,-90.0,2.01666823935649,circular_magnet,Mag,1,TL,0.0769044511799999,0.0
10,C901005167801029,106.81720162129700,97.56156924489860,144.612403112543,3.40420332995116,3.88192592032452,5.80546271680622,303.145056744685,-57.6628253378804,16.959041595459,16.172492980957,16.0689945591884,15.6245450973511,0.0,0.0,0.0,0.0,10.2250843083672,8.2508373260498,0.057132963091135,21.997857785824,,,8,190982.824298732,-93656.7363609682,1,106759.21,97545.98,-99,P,rectangular_magnet,R10,1,I,10.0,C,74.95351658941770,5.80546271680622,circular_magnet,Gre,1,TR,0.0600504179599999,0.0
11,C901005245604429,180.68436245300800,44.75286131399650,186.181029162386,0.955418733033493,3.38456258488378,3.8540414553293,303.716229728409,-57.4335117091861,16.5940647125244,15.7573652267456,15.4171661633085,15.1042995452881,0.0,0.0,0.0,0.0,10.5421466675578,5.02879333496094,0.0559253580868244,20.5075588488342,,,8,320067.9186205,-41831.8562760501,1,180712.47,44792.62,-99,P,rectangular_magnet,R11,1,I,11.0,I,-144.7414610705560,3.8540414553293,circular_magnet,Yel,1,TR,0.04869073126,0.0
12,C901005402409025,181.51470740746200,-41.05220939632510,186.100320313118,4.50472393331613,2.91873014314494,1.58599379017119,303.712178392838,-57.0705444104127,18.5704498291016,17.7179374694824,17.4160851389597,17.1488189697266,0.0,0.0,0.0,0.0,9.75662255708616,3.42900562286377,0.0552520342171192,21.6366531375634,,,1,319152.31678151,40198.7532467283,1,181497.83,-41132.31,-99,P,rectangular_magnet,R12,1,I,12.0,L,11.898330749414000,1.58599379017119,circular_magnet,Yel,1,TL,0.0818593524999998,0.0
13,C901005402404141,154.78218736876100,-35.14352027445730,158.7185234566,1.40974314171837,2.91865322614359,4.77427522275436,303.511600327647,-57.0968279991637,16.5819644927979,15.6047286987305,15.2422296719767,14.904878616333,0.0,0.0,0.0,0.0,10.7071763282386,3.548011302948,0.0518101274838795,19.5975283539645,,,1,273821.674048294,34258.6621890136,1,154790.52,-35092.23,-99,P,rectangular_magnet,R13,1,I,13.0,T,-170.7723322179760,4.77427522275436,circular_magnet,Yel,1,TR,0.0519627269999999,0.0
14,C901005323608076,116.2047423655480,2.25767424781425,116.160327824682,4.04661981325606,3.16031950452042,0.886300308735643,303.217265566139,-57.2568622350202,18.2173652648926,17.424747467041,17.0640110513884,16.797420501709,0.0,0.0,0.0,0.0,9.80644205848516,3.32530450820923,0.0530697461217641,21.276779254385,,,1,207302.017947429,-1909.07511457465,1,116139.96,2175.19,-99,P,rectangular_magnet,R14,1,I,14.0,G,38.14576340641050,0.886300308735643,circular_magnet,Gre,1,TL,0.10488282044,0.0
15,C901005402302468,87.67993184554980,-37.80511786252090,95.5071873904755,0.809425622372833,2.73519094264156,4.35741998691086,302.993072093177,-57.0866614325432,15.9206943511963,15.3181819915771,15.313000889596,14.7789468765259,0.0,0.0,0.0,0.0,10.3757591962138,7.74435329437256,0.0545902331401743,21.005982458797,,,8,156634.293058071,36556.3062452285,1,87728.05,-37754.63,-99,P,rectangular_magnet,R15,1,I,15.0,B,-136.37667199171300,4.35741998691086,circular_magnet,Gre,1,TR,0.0697451148799999,0.0
