PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 07 16 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21E+11,3.312E+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,01 13 28.22,-33 06 13.7 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,16 28 56.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 09 02 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,H01_T107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,W18680275103938,-69.74984304563190,-177.27218216390100,190.48658870233,-0.683001361435936,1.19605450720023,4.40412943854342,18.0191969285144,-32.3545133788643,17.4561596369381,17.0341730323447,16.8399826991746,16.7456938547868,0.0,0.0,0.0,0.0,9.20177017848032,1.9368827071358,0.0331000015139579,19.7125643226161,,,8,-78739.0941557454,169338.776376669,1,-69724.24,-177267.23,-99,P,rectangular_magnet,R01,1,I,1.0,O,-50.86690458803160,4.40412943854342,circular_magnet,Yel,1,TR,0.0167343919199998,0.02
2,W19680795803048,67.21301460696330,-159.09203255383700,172.679480349233,0.884438399385949,1.97083727703882,5.19678642952671,18.7054677098873,-32.429336073548,15.4743264966651,14.8673017685514,14.6422888073026,14.4432117516518,0.0,0.0,0.0,0.0,9.77136767120473,8.68269639162093,0.0193000007420778,20.8034495267182,,,4,76358.1024345303,152428.847378152,1,67251.07,-159045.58,-99,P,rectangular_magnet,R02,1,I,2.0,B,-140.6745875241210,5.19678642952671,circular_magnet,Yel,1,TR,0.0600504179599999,0.0
3,W18670457210896,-64.18913956710390,-76.64855834328870,99.9652152082998,1.99898679957216,0.873404059305518,1.12558274026664,18.04068830514,-32.7751483686264,18.3990608336077,18.0543358665069,17.8885767186646,17.7789292766244,0.0,0.0,0.0,0.0,8.72054121436852,6.11660645592342,0.0335999988019466,23.2297632421167,,,8,-73882.0430383595,74275.2686904343,1,-64199.76,-76625.29,-99,P,rectangular_magnet,R03,1,I,3.0,R,155.46649308215100,1.12558274026664,circular_magnet,Gre,1,TL,0.0255775173599999,0.0
4,W18680318900731,-77.14341567930380,-112.99830088488800,136.771434275053,2.0604046536637,0.971099451204525,1.08930520245917,17.9770976501488,-32.6218803939628,17.2715210951704,16.9213806682168,16.7645447670099,16.6901983426075,0.0,0.0,0.0,0.0,9.16767865204404,5.69611398313755,0.0335999988019466,21.9421487061794,,,8,-88253.5310663712,108913.830964408,1,-77192.74,-112905.74,-99,P,rectangular_magnet,R04,1,I,4.0,N,151.94750925595600,1.08930520245917,circular_magnet,Gre,1,TL,0.10488282044,0.0
5,W19681009400456,24.816754446895000,-107.30196463842200,110.09175849046,1.29379550889637,1.79829337406977,5.77868744200619,18.4938602196993,-32.6449870339194,15.4003165441409,15.1104903226387,14.9983900580164,14.9440685573477,0.0,0.0,0.0,0.0,9.79234818470993,5.65843324445852,0.0333000011742115,20.1168459876303,,,4,28534.809652042,103691.730334216,1,24830.07,-107255.13,-99,P,rectangular_magnet,R05,1,I,5.0,F,-164.12902221274300,5.77868744200619,circular_magnet,Gre,1,TR,0.04869073126,0.0
6,W19670822711968,100.97131293695800,-97.853258837162,140.615326396126,4.18170972928188,2.37164707351722,1.81006265576466,18.8785641922284,-32.6859903780367,17.264599206752,16.7668687369949,16.5437274672654,16.4761870229564,0.0,0.0,0.0,0.0,9.85624468260191,3.84243540356352,0.0571000017225742,20.9327762945642,,,4,115477.907443618,94424.9745637059,1,100954.57,-97881.79,-99,P,rectangular_magnet,R06,1,I,6.0,S,30.405681363354200,1.81006265576466,circular_magnet,Gre,1,TL,0.0330810095199999,0.0
7,W19671021505682,60.94542486961700,24.748911910556500,65.7015606132716,3.80585878781866,3.52699583590622,0.278862951912443,18.679835846838,-33.2094649477933,16.6029436511111,16.1978667400154,16.0290957161868,15.8870943033258,0.0,0.0,0.0,0.0,8.96912053393165,8.95855366676822,0.0178999993950128,22.2019309202599,,,8,70565.301385388,-23880.278201286,1,60882.15,24699.37,-99,P,rectangular_magnet,R07,1,I,7.0,G,51.94035403521530,0.278862951912443,circular_magnet,Blu,1,TR,0.0803623669799998,0.0
8,W18670431504706,-58.52090096812710,43.75460372088700,72.9842914469819,-0.313222932365167,-0.642409969669736,0.329187037304569,18.0677246560766,-33.2909206355791,17.7940922540751,17.2697186177769,16.9974345369944,16.8798307555493,0.0,0.0,0.0,0.0,9.28090617466868,6.83354521749505,0.0336775071918964,22.6858236619455,,,8,-67771.8277266884,-42289.2636408763,1,-58435.18,43726.84,-99,P,rectangular_magnet,R08,1,I,8.0,E,-72.05364792876430,0.329187037304569,circular_magnet,Blu,1,TR,0.0901049863999998,0.0
9,W18670671806190,-105.58303334887200,15.220674601071200,106.634206917706,-0.623590505974603,-0.142975132941908,5.80256993414689,17.8281237236205,-33.1675384744489,18.1909787288804,17.6330601819407,17.3824243822405,17.2103429648266,0.0,0.0,0.0,0.0,9.1153959790071,3.81911956631972,0.0329000018537044,21.7857511395437,,,8,-121921.638461767,-14404.8952254507,1,-105546.16,15194.15,-99,P,rectangular_magnet,R09,1,I,9.0,M,-54.27089586322770,5.80256993414689,circular_magnet,Gre,1,TR,0.0454224428999999,0.0
10,W18670147901726,-3.0834828473764000,101.52618102484600,101.575803513703,0.0702990105191299,-1.54112043635565,1.61141944687478,18.352003092159,-33.5383084756969,16.2453831636631,15.8371650323724,15.6779254363378,15.5853371978849,0.0,0.0,0.0,0.0,9.3016773385869,8.3699948030984,0.0225000008940696,21.6936656558146,,,8,-3524.90117206622,-98198.9155074998,1,-3013.91,101531.08,-99,P,rectangular_magnet,R10,1,I,10.0,C,-94.02783660669200,1.61141944687478,circular_magnet,Gre,1,TL,0.0697451148799999,0.0
11,W19661106311894,83.42290727300000,138.66592,161.852683916466,0.0,4.17051084924482,2.11267445793476,18.7931305302692,-33.6915484418702,18.1061552024471,17.3955266995301,17.0845273204464,16.8697076958876,0.0,0.0,0.0,0.0,9.86422859459473,1.57976493605793,0.0579999983310699,19.6313637319627,,,4,96169.8998408391,-132831.147862664,1,83474.87,138665.92,-99,P,rectangular_magnet,R11,1,I,11.0,T,-90.0,2.11267445793476,circular_magnet,Yel,1,TL,0.0519627269999999,0.0
12,W18670415600855,-55.2730177489,119.25384,131.433890038665,0.0,-1.13688779097054,1.13688779097054,18.0846170035667,-33.6117854630376,18.2004589519153,17.4978203628283,17.1964599016176,17.0005086057199,0.0,0.0,0.0,0.0,9.31382642495512,1.79160895746239,0.0323676504194736,20.0069111701102,,,8,-63954.157193926,-114804.714646497,1,-55257.48,119253.84,-99,P,rectangular_magnet,R12,1,I,12.0,P,-90.0,1.13688779097054,circular_magnet,Gre,1,TL,0.0155377488999999,0.0
13,W18660680810548,-68.31899986821130,165.80000059999900,179.330444375425,3.44982131830291,-1.17951227249679,4.6293335907997,18.0193051419189,-33.8043761197576,15.522229907813,14.7538368249769,14.4287692044582,14.1440832998055,0.0,0.0,0.0,0.0,10.4489614265067,4.76920582774884,0.0310614891350269,19.3889418365652,,,4,-78714.6379263287,-158330.203065217,1,-68392.28,165776.67,-99,P,rectangular_magnet,R13,1,I,13.0,A,72.33979838698550,4.6293335907997,circular_magnet,Yel,1,TR,0.0769044511799999,0.0
14,W18660302410585,6.201857509771620,164.31469414119400,164.419141546973,3.32492867687692,4.67500305448521,4.93311092957129,18.3987681720234,-33.8006528731861,18.0538107523208,17.7795377172455,17.6777724470972,17.6104290196216,0.0,0.0,0.0,0.0,8.34312158348149,4.92789581667304,0.0219000000506639,22.4857199869682,,,4,7044.00687728821,-157488.749340059,1,6145.53,164304.25,-99,P,rectangular_magnet,R14,1,I,14.0,K,79.49561963293540,4.93311092957129,circular_magnet,Yel,1,TR,0.0572875941399999,0.0
15,W18670603510583,-92.87168022186420,-70.49253248322640,116.571271856828,-0.492392025822725,0.649697460696143,5.14109582066072,17.8957193495501,-32.801424627252,17.599275602475,17.4628135708339,17.4238498851083,17.3572661136883,0.0,0.0,0.0,0.0,8.19401384489623,2.35467935538457,0.0193000007420778,20.5653471333162,,,4,-106645.027001678,68336.8342410486,1,-92821.84,-70519.27,-99,P,rectangular_magnet,R15,1,I,15.0,J,-61.7880150544612,5.14109582066072,circular_magnet,Gre,1,TR,0.05655919482,0.0
