PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 07 08 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.000866533,-0.999693777,0,0.999693777,-0.000866533,0,1,0,0,0,13366713.7,1089450000,6.21e+11,3.312e+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,20 07 30.38,-56 24 42.5 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,17 10 49.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 06 06 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,A3667_T060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,C901005721808330,-160.8296079,-84.39273261,181.6308519,-1.202129927,0.483431785,4.597623595,300.6615153,-56.04527595,17.43853378,16.78325844,16.49535559,16.32845879,0,0,0,0,9.906147017,3.961709738,0.056462415,21.01554638,,,4,-274609.1314,82834.43428,1,-160816.86,-84425.73,-99,P,rectangular_magnet,R01,1,I,1,Q,-21.12302875,4.597623595,circular_magnet,Yel,1,TR,0.035374228,0
2,C901005641202657,-113.9648116,-10.63793608,114.4508051,-0.826015928,0.093182279,5.3639871,300.9976772,-56.36078321,18.89133072,17.96363449,17.47154782,17.27616882,0,0,0,0,9.79464137,1.838475585,0.054010153,20.52879851,,,4,-198636.5533,11529.79503,1,-113954.28,-10649.36,-99,P,rectangular_magnet,R02,1,I,2,G,-42.67277352,5.3639871,circular_magnet,Gre,1,TR,0.015537749,0
