PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 08 07 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21E+11,3.312E+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,00 46 33.26,-31 08 25.4 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,16 03 07.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 09 02 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,H01_T109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,W12691212303227,-87.80672134311630,87.66722727642100,123.988827502275,-0.24615283578432,-0.785036993166806,0.538884157382485,11.1992920346206,-31.5134802299222,17.262770997106,16.7391466758275,16.4448185201685,16.2683102817854,0.0,0.0,0.0,0.0,9.45454885533586,2.17736704676884,0.0313000008463859,19.6716795867134,,,8,-99283.6001757446,-84316.1319624177,1,-87705.0,87641.67,-99,P,rectangular_magnet,R01,1,I,1.0,N,-75.89648139438160,0.538884157382485,circular_magnet,Gre,1,TR,0.10488282044,0.0
2,W11680009812466,-72.58289236698000,118.13392,138.608224543017,0.0,-1.02034113410178,1.02034113410178,11.2756143548918,-31.6427721249629,15.4784746712048,14.8980875824514,14.6158850371183,14.4334148678578,0.0,0.0,0.0,0.0,10.5045733081063,6.63215845245667,0.0438670143485069,20.2492367323302,,,4,-82034.7557944532,-113536.100241615,1,-72502.53,118133.92,-99,P,rectangular_magnet,R02,1,I,2.0,A,-90.0,1.02034113410178,circular_magnet,Gre,1,TL,0.0803623669799998,0.0
3,W12681045209802,-35.51548368923820,171.48838999525400,175.130056146895,0.261886260012507,-1.36684085956637,1.62872711957888,11.4613375762511,-31.8660941927734,17.1141484194662,16.7862501222806,16.626585136072,16.5394458321414,0.0,0.0,0.0,0.0,9.43491488021239,4.14962106522763,0.0438000001013278,21.1191670022818,,,4,-40061.3077672513,-164006.887566788,1,-35471.61,171500.15,-99,P,rectangular_magnet,R03,1,I,3.0,M,-105.00497741118200,1.62872711957888,circular_magnet,Yel,1,TL,0.0454224428999999,0.0
4,W12690481600316,55.32704989036850,145.12802038734000,155.296669979805,2.96593059117431,4.34883961722331,4.90027628113058,11.9140830862665,-31.7568451277372,16.5033302091604,15.6120385136677,15.2376579879662,14.9293120500354,0.0,0.0,0.0,0.0,11.0712880001172,3.50366899491059,0.0829999968409538,19.5775285452204,,,4,62259.1774962288,-139316.598868607,1,55222.54,145146.57,-99,P,rectangular_magnet,R04,1,I,4.0,E,100.06469479697100,4.90027628113058,circular_magnet,Yel,1,TR,0.1061433244000000,0.0
5,W12690407001863,69.71896055010980,114.46034471721900,133.986984558672,3.12115563796323,4.16574773728087,5.23859320786194,11.9867976140803,-31.6277965278898,15.4429886280009,14.9365201644105,14.6410101548993,14.505128224971,0.0,0.0,0.0,0.0,10.7460461448663,6.1561604484334,0.0621999986469745,20.1259444979154,,,4,78692.6607821479,-110151.615303095,1,69649.23,114461.77,-99,P,rectangular_magnet,R05,1,I,5.0,C,91.17095474124500,5.23859320786194,circular_magnet,Gre,1,TR,0.0697451148799999,0.0
6,W12690443603626,62.263977499936400,79.63549499297680,101.048452945344,3.32313954983669,4.04914590105261,5.55717895596366,11.9505880786413,-31.4809620279736,16.8242939989614,16.4567972524277,16.2967330155844,16.1986367366973,0.0,0.0,0.0,0.0,7.79380602852016,12.0266916287998,0.0054000001400709,23.1004028119425,,,8,70509.3057729336,-76967.0183220337,1,62213.07,79626.15,-99,P,rectangular_magnet,R06,1,I,6.0,F,79.59812906135340,5.55717895596366,circular_magnet,Gre,1,TR,0.05175811476,0.0
7,W12690076908124,134.19274543696700,-7.96693176443323,134.417037168797,4.1648454486507,3.08212489033146,1.08272055831923,12.3064771697997,-31.1049552503352,17.0361537570918,16.5338461759254,16.2619585786111,16.0481356970875,0.0,0.0,0.0,0.0,9.82959741711516,5.41259757794283,0.0463000014424324,21.4437495519783,,,4,150940.240374732,8010.51342424511,1,134179.43,-7988.77,-99,P,rectangular_magnet,R07,1,I,7.0,I,31.371933468045100,1.08272055831923,circular_magnet,Gre,1,TL,0.0255775173599999,0.0
8,W12690320310697,86.24738174816950,-58.00000740495340,103.941259608173,4.21424681080899,2.54899809625014,1.66524871455885,12.0687632736892,-30.891438455403,16.5087917995809,15.8510882252767,15.5148998400352,15.3226442316706,0.0,0.0,0.0,0.0,10.2162540547253,6.56707874104206,0.0427829287946224,21.1808240251449,,,4,97216.8998537591,56265.3090789216,1,86218.69,-58052.76,-99,P,rectangular_magnet,R08,1,I,8.0,B,28.54144391417780,1.66524871455885,circular_magnet,Gre,1,TL,0.0600504179599999,0.0
9,W12690672611290,17.573443518527900,-69.5099167027125,71.6194251489985,1.49220907941396,1.81879289743229,5.95660148916126,11.7266423261032,-30.8425435777496,17.8901940388757,17.61480469802,17.4396556816762,17.4137458734437,0.0,0.0,0.0,0.0,9.07777694748723,2.51125189522436,0.0434999987483024,20.8571307673326,,,4,19897.565699323,67315.5514285907,1,17579.87,-69428.31,-99,P,rectangular_magnet,R09,1,I,9.0,L,-175.4972824015220,5.95660148916126,circular_magnet,Blu,1,TR,0.0818593524999998,0.0
10,W12690922410579,-30.95088824704450,-55.54340610043570,63.6001898898305,-0.829497447335353,1.06313965537683,4.3905482044674,11.4840585816844,-30.9016150389812,18.3928919973254,17.7694685868406,17.4176853325618,17.195719326775,0.0,0.0,0.0,0.0,9.72498775823989,3.04828644966968,0.0598723776638507,21.4326221463258,,,4,-34926.3605393258,53965.4011902491,1,-30918.01,-55579.32,-99,P,rectangular_magnet,R10,1,I,10.0,R,-42.473297150809,4.3905482044674,circular_magnet,Blu,1,TR,0.04869073126,0.0
11,W12701052202250,-97.18046040258330,-128.09631493164600,160.769837146935,2.2919151059313,0.921232003720444,1.37068310221086,11.1590902446482,-30.5954243573628,17.5623491609482,17.1385848930425,16.9548039946779,16.8425131767865,0.0,0.0,0.0,0.0,9.15663138113505,5.80059799576342,0.033367995172739,22.1988234157588,,,8,-108369.204709507,123164.495236007,1,-97239.95,-128028.64,-99,P,rectangular_magnet,R11,1,I,11.0,D,138.68293742785800,1.37068310221086,circular_magnet,Yel,1,TL,0.0901049863999998,0.0
12,W11690105411641,-113.21327708376700,-76.71076350580650,136.756405166401,2.29058770346317,0.59540549318817,1.695182210275,11.0769561657782,-30.8120195608212,16.8327562603331,16.5118995537902,16.3028267256942,16.4186605691507,0.0,0.0,0.0,0.0,9.58560831195886,4.41533176155715,0.0433563105762004,20.9795909424778,,,4,-126931.506534127,74213.979254409,1,-113223.52,-76699.08,-99,P,rectangular_magnet,R12,1,I,12.0,P,138.75899198699700,1.695182210275,circular_magnet,Gre,1,TL,0.0155377488999999,0.0
13,W11690277810682,-147.17231307879100,-57.72629234857780,158.091324606537,-1.27847718582216,0.374004041915816,4.63070407944161,10.9100377478862,-30.8925648131013,16.7035637037404,16.1218820445327,15.8147321719088,15.6683403802149,0.0,0.0,0.0,0.0,10.0343207554018,3.26209413920094,0.0433932766318321,19.9322391761682,,,4,-164655.068977719,56010.7522391065,1,-147162.78,-57757.97,-99,P,rectangular_magnet,R13,1,I,13.0,S,-16.748653048627500,4.63070407944161,circular_magnet,Yel,1,TR,0.0330810095199999,0.0
14,W12700192603146,71.36453297785510,-145.99714458317000,162.491580189851,0.861582394857778,2.025650019167,5.11911768287036,11.9908727115965,-30.5202850401916,18.7911814513517,18.006656850846,17.69488109804,17.4555906202337,0.0,0.0,0.0,0.0,9.68540044635014,2.35161541585576,0.0588999986648559,21.1063630251537,,,4,79613.632820809,140145.980916699,1,71387.57,-145970.3,-99,P,rectangular_magnet,R14,1,I,14.0,Q,-139.3650349281250,5.11911768287036,circular_magnet,Yel,1,TR,0.0353742283999999,0.0
15,W12700623602038,-13.081860472036500,-123.4368806814150,124.077026784549,1.64475376898419,1.46513550728569,0.179618261698497,11.5740239693405,-30.6135135286944,17.508925821359,16.5454058260027,16.1204650539306,15.8069534643234,0.0,0.0,0.0,0.0,10.841950232157,2.4623887438004,0.0869507119059562,19.74506359385,,,4,-14594.1829290471,119076.342515065,1,-13085.7,-123385.06,-99,P,rectangular_magnet,R15,1,I,15.0,T,175.7625506989710,0.179618261698497,circular_magnet,Gre,1,TR,0.0519627269999999,0.0
