PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 07 31 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21E+11,3.312E+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,20 16 08.64,-57 18 32.8 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,11 33 28.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 09 02 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,A3667_T062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,C901005323808803,26.625675696435800,-14.754641416519300,30.3919217481307,3.63527974272299,2.63307387278721,1.00220586993578,304.247818512202,-57.2457810428099,17.4536056518555,16.4460849761963,15.9932886007768,15.6729574203491,0.0,0.0,0.0,0.0,10.5201449874121,5.99649000167847,0.057417219504714,21.578445227387,,,4,47870.983757665,14310.0843249607,1,26546.33,-14797.34,-99,P,rectangular_magnet,R01,1,I,1.0,D,61.71381339256890,1.00220586993578,circular_magnet,Blu,1,RI,0.0901049863999998,0.0
2,C901005402606879,65.98870247037130,-101.1282511384210,120.769980814897,4.00949177103862,2.14848989764173,1.86100187339689,304.555391321133,-56.8773046125225,17.9390926361084,17.3153190612793,17.1449813172858,16.9098415374756,0.0,0.0,0.0,0.0,9.6218550372,3.20340490341186,0.0562815219163894,21.0862529230706,,,8,117382.438576113,97585.7575699182,1,65951.67,-101171.96,-99,P,rectangular_magnet,R02,1,I,2.0,K,40.27304352705330,1.86100187339689,circular_magnet,Gre,1,TL,0.0572875941399999,0.0
3,C901005402710811,143.25704276071200,-45.75048874259960,150.384078821865,4.37341094434809,2.83223575681968,1.54117518752842,305.15985750492,-57.1123513710185,17.4881820678711,16.8555297851562,16.5817589371416,16.4364776611328,0.0,0.0,0.0,0.0,9.95377754679066,4.73707485198975,0.0641182512044906,21.4759557029119,,,8,253991.79611191,44465.1901498244,1,143245.28,-45783.85,-99,P,rectangular_magnet,R03,1,I,3.0,Q,19.422010812530700,1.54117518752842,circular_magnet,Yel,1,TL,0.0353742283999999,0.0
4,C901005324000768,94.90762193504370,-31.543374463705400,99.9841089563462,4.01716134725185,2.82000362238168,1.19715772487017,304.786379704788,-57.1735743456391,17.3261108398438,16.4189453125,16.1130281786715,15.7844982147217,0.0,0.0,0.0,0.0,10.3144529514585,3.67836141586304,0.0552562475204467,20.4900919863417,,,4,169585.813281992,30628.7978855548,1,94858.36,-31602.43,-99,P,rectangular_magnet,R04,1,I,4.0,G,39.833609179381300,1.19715772487017,circular_magnet,Gre,1,TL,0.0769044511799999,0.0
5,C901005482003303,101.17113135056700,-159.22927142997300,188.648320978933,0.600926027724394,2.13738091128148,4.7467304236225,304.819802611418,-56.6363699620435,17.5439682006836,16.9542770385742,16.8023611972143,16.5599422454834,0.0,0.0,0.0,0.0,9.83038083433105,3.69098520278931,0.0632691085338592,21.0328632408424,,,8,177139.390180487,152036.988578169,1,101257.64,-159169.97,-99,P,rectangular_magnet,R05,1,I,5.0,I,-124.43052518816900,4.7467304236225,circular_magnet,Yel,1,TR,0.10488282044,0.0
6,C901005168200366,119.93184775570400,81.32544321557040,144.854441514878,3.50937860431962,3.73754808485165,6.05501582664756,304.985882105276,-57.6539379919324,16.882926940918,16.2514762878418,15.9828190424514,15.8129749298096,0.0,0.0,0.0,0.0,10.0562528681261,4.57105255126953,0.0513512752950191,20.7944320405777,,,4,214673.355792325,-77933.3861767243,1,119883.36,81306.76,-99,P,rectangular_magnet,R06,1,I,6.0,T,68.92741725897450,6.05501582664756,circular_magnet,Gre,1,TR,0.0519627269999999,0.0
7,C901005091100201,124.32238899048,143.38362,189.797643302611,0.0,3.99794127197221,2.28524403520738,305.018078817822,-57.9129357775552,17.7886219024658,17.1175479888916,16.8033706839449,16.6774921417236,0.0,0.0,0.0,0.0,9.99574377516315,2.31277394294739,0.0656432881951332,20.1810885990102,,,4,221949.812827827,-136466.88572747,1,124355.47,143383.62,-99,P,rectangular_magnet,R07,1,I,7.0,S,-90.0,2.28524403520738,circular_magnet,Yel,1,TL,0.0330810095199999,0.0
8,C901005168105214,90.02478816527070,106.9798226386880,139.798830367609,3.3046695396069,4.0129624189869,5.57489242779959,304.749982071137,-57.7643870681523,17.0200214385986,16.3380508422852,16.0866478509726,15.8547658920288,0.0,0.0,0.0,0.0,10.125107835678,5.04355001449585,0.0570648051798343,21.0946071834116,,,4,161359.948076916,-102894.87740243,1,89999.55,106975.67,-99,P,rectangular_magnet,R08,1,I,8.0,N,80.65638269508380,5.57489242779959,circular_magnet,Gre,1,TR,0.0255775173599999,0.0
9,C901005090800159,-53.11683485987070,182.71333093186700,190.304167717776,3.08757260206732,-1.28748434472364,4.37505694679096,303.60430952716,-58.0781959440588,18.1460380554199,17.6878852844238,17.9514107301661,17.4573230743408,0.0,0.0,0.0,0.0,8.03671908152483,8.98663806915283,0.0154621414840221,23.6987462217722,,,8,-97562.0468619146,-173815.683357287,1,-53197.08,182717.67,-99,P,rectangular_magnet,R09,1,I,9.0,M,93.09512096131700,4.37505694679096,circular_magnet,Yel,1,TR,0.0803623669799998,0.0
10,C901005167908374,-11.236590185801700,121.31186426163600,121.813039881626,-0.233815719224098,-1.47887404674193,1.24505832751783,303.941551885996,-57.8265601775442,17.9272422790527,17.537181854248,17.3231310198312,17.328649520874,0.0,0.0,0.0,0.0,8.24349308079471,4.71029710769653,0.0151547901332378,22.1452980442007,,,8,-21345.2737650122,-116946.000124994,1,-11181.57,121298.76,-99,P,rectangular_magnet,R10,1,I,10.0,J,-76.60334610464330,1.24505832751783,circular_magnet,Gre,1,TL,0.05655919482,0.0
11,C901005167806973,-80.1048033244,106.17151,132.936733589613,0.0,-0.925068427582975,0.925068427582975,303.392728059982,-57.7582849935099,17.1291389465332,16.4720726013184,16.1363071867091,15.9871826171875,0.0,0.0,0.0,0.0,10.179546897929,2.58534264564514,0.0635632202029228,19.7775378330688,,,8,-145379.458444016,-101515.808533241,1,-79998.66,106171.51,-99,P,rectangular_magnet,R11,1,I,11.0,O,-90.0,0.925068427582975,circular_magnet,Gre,1,TL,0.1061433244000000,0.0
12,C901005245503929,-100.75552314041900,36.29516772378640,107.042693809621,-0.539257129577212,-0.345666248096448,6.08959442569882,303.233672378772,-57.4595642191805,17.0836219787598,16.3247661590576,15.9455747312846,15.7688331604004,0.0,0.0,0.0,0.0,10.26692959979,4.70896863937378,0.0571389533579349,20.932269831558,,,8,-181326.042397532,-34004.9135347944,1,-100711.11,36268.59,-99,P,rectangular_magnet,R12,1,I,12.0,F,-59.10284240288640,6.08959442569882,circular_magnet,Gre,1,TR,0.05175811476,0.0
13,C901005481709956,-40.654164095444,-157.81426567728400,162.93069664733,2.06104740393379,1.31846839608783,0.74257900784596,303.727985912101,-56.6379301166065,18.6219005584717,17.6611633300781,17.2243286402256,16.8989200592041,0.0,0.0,0.0,0.0,9.99221292720298,4.06202030181885,0.0594411995261907,21.9477484601188,,,1,-69611.1838651829,151684.393646938,1,-40677.09,-157771.31,-99,P,rectangular_magnet,R13,1,I,13.0,R,151.91068237819900,0.74257900784596,circular_magnet,Yel,1,TR,0.04869073126,0.0
14,C901005481801309,-27.02008435547280,-111.08596123098700,114.311587760694,1.8778052832995,1.33212348046993,0.545681802829567,303.829133487621,-56.8335059153246,17.7383289337158,17.0115566253662,16.8485368577638,16.4859066009521,0.0,0.0,0.0,0.0,9.92365398675365,4.44647836685181,0.0594754237681627,21.4945122256689,,,8,-46751.8317977073,107484.263136644,1,-27024.78,-111071.15,-99,P,rectangular_magnet,R14,1,I,14.0,P,162.40968251957100,0.545681802829567,circular_magnet,Gre,1,TR,0.0155377488999999,0.0
15,C901005402405641,-59.6019580342561,-86.95460324377250,105.433450710293,-0.75851949100225,0.970677546375813,4.55398826980152,303.57234871321,-56.934587417399,18.6572017669678,17.8042640686035,17.3753545359596,17.2374496459961,0.0,0.0,0.0,0.0,9.74638105885033,1.91073954105377,0.0529489386826753,20.4531462055188,,,1,-104785.190814494,84639.8436678179,1,-59542.54,-87010.91,-99,P,rectangular_magnet,R15,1,I,15.0,L,-46.54003448715960,4.55398826980152,circular_magnet,Gre,1,TR,0.0818593524999998,0.0
