PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 08 02 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21E+11,3.312E+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,00 44 40.56,-09 54 26.3 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,16 00 31.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 09 02 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,A0085_T029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,C901027165103652,-18.824171126104700,61.27710859183460,64.0413598270032,-0.32575661521422,-1.27409478784947,0.948338172635252,11.0871985200406,-10.1700990504252,16.6037368774414,15.9579410552979,15.8647323466335,15.4706125259399,0.0,0.0,0.0,0.0,10.1841976156082,4.59308767318726,0.0540944884473085,20.5113394137396,,,8,-18487.1344708354,-59392.5853960942,1,-18723.61,61243.14,-99,P,rectangular_magnet,R01,1,I,1.0,C,-71.33552079975810,0.948338172635252,circular_magnet,Blu,1,TL,0.1061433244000000,0.0
2,C901027448804594,-66.32515177680850,-10.29381058041570,67.1369190932932,1.94638073588803,0.15280604689009,1.79357468899794,10.879979424715,-9.86314726740581,16.6292266845703,16.2334785461426,16.2309210979309,15.9555072784424,0.0,0.0,0.0,0.0,9.78675071984317,9.19156360626221,0.055394359466486,22.2933002123434,,,8,-65318.6500143997,9978.51756628738,1,-66354.63,-10219.05,-99,P,rectangular_magnet,R02,1,I,2.0,A,158.4805985080490,1.79357468899794,circular_magnet,Blu,1,TL,0.0803623669799998,0.0
3,C901027165300751,67.07197668364370,60.27649671947190,90.1362778686124,3.41893570598774,3.87390142200085,5.82821959116648,11.4603899716632,-10.1653659946639,17.4800415039062,16.9501247406006,16.7120945778187,16.5715827941895,0.0,0.0,0.0,0.0,9.42410570786464,3.85746097564697,0.0374811594858932,21.1245071282258,,,8,65854.133595882,-58322.9147940321,1,67028.29,60264.06,-99,P,rectangular_magnet,R03,1,I,3.0,M,74.10941362032200,5.82821959116648,circular_magnet,Blu,1,TR,0.0454224428999999,0.0
4,C901027023401944,19.344962643232700,157.66462695423100,158.848240575959,2.97017308363905,4.59046310481496,4.66289528600368,11.252031637966,-10.5767592480055,16.5107021331787,15.8310832977295,15.6050079539901,15.2697324752808,0.0,0.0,0.0,0.0,10.3554954059265,8.3024206161499,0.05779316,21.669981638316,,,4,18765.1501803064,-151297.790049238,1,19319.76,157668.99,-99,P,rectangular_magnet,R04,1,I,4.0,B,99.82161788412520,4.66289528600368,circular_magnet,Yel,1,TR,0.0255775173599999,0.0
5,C901026881603972,-77.67829056590790,170.2057110421900,187.093542948112,0.4321205617249,-1.14297136886142,1.57509193058632,10.835075785443,-10.6257836615146,17.2431564331055,16.8040428161621,16.6487937499028,16.4914817810059,0.0,0.0,0.0,0.0,8.81603476537876,9.05221366882324,0.0206915313208246,22.8306914804398,,,8,-75466.8724898811,-162377.30750231,1,-77623.76,170230.86,-99,P,rectangular_magnet,R05,1,I,5.0,I,-114.75868442765900,1.57509193058632,circular_magnet,Yel,1,TL,0.0600504179599999,0.0
6,C901027449301104,186.49018412957600,-61.6332797267297,196.431630878985,4.62488898076375,2.82195615509911,1.80293282566464,11.9669353797207,-9.64650505155493,15.9333944320679,15.3935108184814,15.4161806501331,15.0046558380127,0.0,0.0,0.0,0.0,9.4179534453448,8.6426305770874,0.0202547625964037,21.3196152492035,,,8,180333.39581688,58939.6583485852,1,186482.31,-61723.04,-99,P,rectangular_magnet,R06,1,I,6.0,T,5.013380685676170,1.80293282566464,circular_magnet,Mag,1,TL,0.0901049863999998,0.0
7,C901027449201823,132.83786759468500,-46.02511453367980,140.582418469168,4.34186231168395,2.80751415490559,1.53434815677836,11.7428749490848,-9.71085529233965,18.1335029602051,17.468656539917,17.2378018383141,17.0083847045898,0.0,0.0,0.0,0.0,8.84156963796591,6.62679624557495,0.0200254522307872,22.8180493092669,,,8,129695.738493158,44396.5039312398,1,132810.02,-46096.8,-99,P,rectangular_magnet,R07,1,I,7.0,S,21.22961431359450,1.53434815677836,circular_magnet,Gre,1,TL,0.0769044511799999,0.0
8,C901027591102192,77.32522509454720,-106.23487302537000,131.434126306819,4.34047848018515,2.1995366082061,2.14094187197905,11.5034926300527,-9.45395024972269,16.9095878601074,16.2117500305176,16.0733998338736,15.6968812942505,0.0,0.0,0.0,0.0,9.3181824927561,8.7703332901001,0.0196526508114457,22.1697052009195,,,8,75595.3343919023,102457.043562672,1,77299.88,-106299.85,-99,P,rectangular_magnet,R08,1,I,8.0,R,21.308902018033000,2.14094187197905,circular_magnet,Gre,1,TL,0.0697451148799999,0.0
9,C901027591001796,14.438624953457800,-70.53553245508740,72.0500624130202,-0.931597903042031,1.77304374116852,3.57854366296904,11.2321580818281,-9.60450692573032,18.8676891326904,18.3225841522217,18.0826821892579,17.9573860168457,0.0,0.0,0.0,0.0,8.38394356639289,2.7095935344696,0.0204637441784143,21.7299795706601,,,8,14273.7264931416,68431.2347849468,1,14472.8,-70581.51,-99,P,rectangular_magnet,R09,1,I,9.0,K,-36.623371952454000,3.57854366296904,circular_magnet,Blu,1,TR,0.0572875941399999,0.0
10,C901027733004761,-73.83269207910810,-152.65990863214400,169.558158193997,2.35381020328891,1.12000604868677,1.23380415460214,10.8519444049862,-9.25963118621613,18.9808807373047,18.5411376953125,18.249059543714,18.211799621582,0.0,0.0,0.0,0.0,8.21912119781516,2.9472336769104,0.0200856886804104,22.1310852323569,,,8,-71654.564473128,146373.151915155,1,-73872.59,-152619.82,-99,P,rectangular_magnet,R10,1,I,10.0,J,135.13660957671500,1.23380415460214,circular_magnet,Yel,1,TL,0.05655919482,0.0
11,C901027590802660,-98.2731034870293,-98.7257476121061,139.299874269997,2.36636724801999,0.787441923536692,1.5789253244833,10.7446420192044,-9.48624463492506,18.2870674133301,17.4481086730957,17.1064587090291,16.8469543457031,0.0,0.0,0.0,0.0,9.95569682555949,2.10834193229675,0.0598831158157873,20.3106885869339,,,1,-95904.9036598076,95158.5125069372,1,-98298.37,-98700.99,-99,P,rectangular_magnet,R11,1,I,11.0,Q,134.41714391046700,1.5789253244833,circular_magnet,Gre,1,TL,0.0353742283999999,0.0
12,C901027590702638,-157.4723440631150,-99.32613584865060,186.203327619161,2.31679316406821,0.562656740264999,1.75413642380321,10.4942776151797,-9.48635926109878,18.631893157959,17.7981414794922,17.543553337516,17.2093048095703,0.0,0.0,0.0,0.0,9.75566892528723,2.31496906280518,0.0575297959148884,20.8637421186825,,,1,-152487.258969394,95132.6069916747,1,-157498.39,-99327.42,-99,P,rectangular_magnet,R12,1,I,12.0,O,137.2575296941320,1.75413642380321,circular_magnet,Yel,1,TL,0.0167343919199998,0.02
13,C901027306701247,-165.95630511918300,10.6922688737117,166.283649026866,-1.30561235876972,-0.0640447745250032,5.04161772293487,10.4542312566718,-9.95127170656421,16.5832176208496,15.9803810119629,15.6690468747412,15.5349979400635,0.0,0.0,0.0,0.0,10.1962303520829,3.59514093399048,0.0517808905772542,20.0018352933771,,,8,-161537.735992184,-9937.60568351081,1,-165942.74,10642.32,-99,P,rectangular_magnet,R13,1,I,13.0,F,-15.193922162374800,5.04161772293487,circular_magnet,Yel,1,TR,0.05175811476,0.0
14,C901027023104637,-129.56364727243700,118.47311228692300,175.60005983323,3.1970894903939,-0.740503160226709,3.93759265062061,10.6108117612657,-10.4080502895721,17.0745468139648,16.4218368530273,16.2309467074936,15.9179029464722,0.0,0.0,0.0,0.0,10.074065463682,4.41678047180176,0.0543598823101616,20.8902406045724,,,8,-126150.541953962,-113169.565443286,1,-129615.53,118470.23,-99,P,rectangular_magnet,R14,1,I,14.0,D,86.82026547479840,3.93759265062061,circular_magnet,Yel,1,TR,0.0519627269999999,0.0
15,C901027733301245,62.87300107314300,-168.03564116065800,179.380596134677,0.763993412174897,1.92925371174389,5.1179250076106,11.4392744927371,-9.19629509147816,17.4720420837402,16.8702812194824,16.6060263330751,16.4543609619141,0.0,0.0,0.0,0.0,9.00760783037739,5.54507827758789,0.0199528932571411,21.8326943076423,,,8,61082.0353585825,160687.109325936,1,62932.11,-167979.01,-99,P,rectangular_magnet,R15,1,I,15.0,L,-133.77359809342000,5.1179250076106,circular_magnet,Yel,1,TR,0.0818593524999998,0.0
