PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 07 06 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.000866533,-0.999693777,0,0.999693777,-0.000866533,0,1,0,0,0,13366713.7,1089450000,6.21e+11,3.312e+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,21 56 42.67,-07 23 35.2 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,16 45 22.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 07 10 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,A2399_T011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,C901029143201828,-73.7887049,-104.2881219,127.7596772,-0.729828604,0.955490446,4.597866257,328.8617702,-6.946991308,17.40142632,16.47434998,16.04013329,15.65152264,0,0,0,0,10.58486969,6.843784332,0.065476,21.89370623,,,1,-71422.74279,100820.5645,1,-73743.95,-104328.16,-99,P,rectangular_magnet,R01,1,I,1,B,-48.18390123,4.597866257,circular_magnet,Gre,1,TR,0.060050418,0
2,C901029286405721,-28.62826239,-133.0023135,136.0712203,-1.306063678,1.358870972,3.618250657,329.0562247,-6.825699233,17.05244064,16.28192711,16.33421074,15.75689697,0,0,0,0,10.30121725,5.727241039,0.064623252,21.3145291,,,4,-27476.01739,128232.5733,1,-28621.57,-133027,-99,P,rectangular_magnet,R02,1,I,2,I,-15.16806348,3.618250657,circular_magnet,Gre,1,TR,0.025577517,0
