16,C901027590401527,-41.26778908062900,-23.977547211752200,47.6767419614323,-0.220328204480859,0.527342761813432,5.5355143408853,9.69509412811245,-9.51119618945555,17.9233283996582,17.4332275390625,17.5889453162772,17.1279487609863,0.0,0.0,0.0,0.0,8.47563409404589,7.0277886390686,0.0203941905729484,22.9101956788053,,,8,-40568.3270465866,23346.6611830452,1,-41199.73,-23992.79,-99,P,rectangular_magnet,R16,1,I,16.0,T,-77.37612377555140,5.5355143408853,circular_magnet,Blu,1,TR,0.0697451148799999,0.0
17,C901027590503100,31.66195410003420,-11.463401842068600,33.6485298046215,3.78852965490091,2.79308637280641,0.995443282094499,10.0126664468445,-9.56510399116607,17.17311668396,16.5817413330078,16.2461234975239,16.118745803833,0.0,0.0,0.0,0.0,9.13912013967261,3.00370097160339,0.0194796837868913,20.2128994898814,,,8,31203.0169868645,11163.4979964687,1,31625.71,-11490.78,-99,P,rectangular_magnet,R17,1,I,17.0,M,52.93324021402360,0.995443282094499,circular_magnet,Blu,1,TL,0.0454224428999999,0.0
18,C901027448504361,53.36171584670220,58.88830184250150,79.5117992282617,-0.240384497751945,3.97518893964075,2.06761186978689,10.1069433821017,-9.86687184491869,17.9016380310059,17.1276569366455,17.0275541372178,16.5722007751465,0.0,0.0,0.0,0.0,9.87655756326544,5.50119304656982,0.0555168625995779,22.0728160452647,,,4,52509.6043549737,-57036.0369516243,1,53449.23,58866.85,-99,P,rectangular_magnet,R18,1,I,18.0,G,-76.22698281844150,2.06761186978689,circular_magnet,Blu,1,TL,0.0901049863999998,0.0
19,C901027590701950,136.95597869157100,0.4941487274509940,136.948804139602,4.17012316836005,3.14510375389457,1.02501941446548,10.4663152286118,-9.6164254330455,18.007438659668,17.1911640167236,17.073614942464,16.605447769165,0.0,0.0,0.0,0.0,9.86429897098467,2.00219988822937,0.0541050089130163,19.9415758624311,,,1,133727.641666262,-435.147868282968,1,136947.96,480.84,-99,P,rectangular_magnet,R19,1,I,19.0,F,31.069542403246300,1.02501941446548,circular_magnet,Gre,1,TL,0.0155377488999999,0.0
20,S96690098797750272,1.1673398324171800,-44.05377924085070,44.0616100681727,1.55114146213084,1.59729619034862,6.2370305789618,9.879819,-9.425123,16.710599899292,16.0303001403809,15.7306995391846,15.6065998077393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.688233103432861,4.39574146365173,2,1179.49400000007,42799.2020000001,0,1167.49,-44046.14,-99,P,rectangular_magnet,R20,1,I,20.0,H,-178.87385920784900,6.2370305789618,circular_magnet,Blu,1,TR,0.0076407166599999,0.0
21,S96250098769011216,0.5338560044976240,41.0682412273843,41.0554410836432,-0.446221097510811,4.69853288268408,1.13843132698469,9.876948,-9.791007,17.3295001983643,16.851900100708,16.6774005889893,16.6161994934082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51761318948531,-5.27146400825248,5,530.648000000305,-39890.5820000002,0,568.85,41051.5,-99,P,rectangular_magnet,R21,1,I,21.0,U,-64.43341438293500,1.13843132698469,circular_magnet,Blu,1,TL,0.0387923757399998,0.0
22,G96460098769733072,0.4731180490167230,-0.0336490409288868,0.480305222228533,3.65350224751213,3.11968816281747,0.53381408469466,9.876973,-9.614458,,14.289999961853,,,,,,,,,,,13.6422935978966,1.42051749222264,-99,536.298000000091,9.49199999972095,2,480.19,-10.52,-99,G,rectangular_magnet,R22,1,I,22.0,GS1,60.669740775994300,0.53381408469466,circular_magnet,Blu,1,TR,-0.017495,-0.0167
23,G96160094759645952,-91.753997842888,58.01853777464260,108.543560047064,-0.18755675437378,-0.56381114651457,0.37625439214079,9.476019,-9.862076,,14.4082002639771,,,,,,,,,,,22.6405805185724,-5.1261515841021,-99,-90079.3059999996,-55952.1760000001,2,-91743.68,58006.91,-99,G,rectangular_magnet,R23,1,I,23.0,GS2,-79.25378955521060,0.37625439214079,circular_magnet,Gre,1,TR,0.012305,-0.0095
24,G96000099667234608,21.262595227137100,89.2821034615997,91.7735843587249,-0.128034409151956,4.47886450415411,1.67628639387352,9.966739,-9.996545,,13.5899000167847,,,,,,,,,,,-12.4215171727002,-27.5693263747255,-99,20823.4140000003,-86342.1699999999,2,21237.12,89282.56,-99,G,rectangular_magnet,R24,1,I,24.0,GS3,-82.66416872314180,1.67628639387352,circular_magnet,Blu,1,TL,-0.025325,-0.0028
25,G96650103237834880,103.61386838171400,-37.34588421078550,110.120729172408,4.40969796795287,2.79540738661222,1.61429058134065,10.323752,-9.454624,,13.7508001327515,,,,,,,,,,,4.33373111312292,-12.1331210970588,-99,101508.352,36131.9759999997,2,103587.7,-37365.27,-99,G,rectangular_magnet,R25,1,I,25.0,GS4,17.342917508885200,1.61429058134065,circular_magnet,Gre,1,TL,0.026305,-0.0192
26,G97070100588622384,42.53640261115680,-118.93754102164400,126.326652917313,1.30809539172907,1.91401846946607,5.67726222944259,10.058859,-9.1067095,,13.5906000137329,,,,,,,,,,,-22.2549829778142,-12.1965570875739,-99,41642.5340000002,114760.653,2,42511.83,-118958.68,-99,G,rectangular_magnet,R26,1,I,26.0,GS5,-164.94834514658800,5.67726222944259,circular_magnet,Gre,1,TR,-0.026795,0.01824
27,G96610094121221120,-106.64288927082700,-28.718015600316500,110.466463516556,1.74921288443464,0.262750803537104,1.48646208089754,9.412145,-9.491135,,14.1933002471924,,,,,,,,,,,-4.6587609480678,-6.19958698871684,-99,-104514.83,27880.4899999999,2,-106675.16,-28692.33,-99,G,rectangular_magnet,R27,1,I,27.0,GS6,169.77748425199000,1.48646208089754,circular_magnet,Gre,1,TL,0.0310049999999999,0.0272
22,Sky-A1-1,-82.44066,-226.46104,0.0,0.0,0.0,0.0,9.5276416,-8.670148547,,,,,,,,,,,,,,,-99,,,-99,-82440.66,-226461.04,1,S,,,-99,,,,,,,,-99,,,
23,Sky-A1-2,-92.46733,-220.38782,0.0,0.0,0.0,0.0,9.4851137,-8.694894601,,,,,,,,,,,,,,,-99,,,-99,-92467.33,-220387.82,2,S,,,-99,,,,,,,,-99,,,
24,Sky-A1-3,-102.96402,-215.68359,0.0,0.0,0.0,0.0,9.4407964,-8.714437329,,,,,,,,,,,,,,,-99,,,-99,-102964.02,-215683.59,2,S,,,-99,,,,,,,,-99,,,
25,Sky-A1-4,-114.16975,-212.24121,0.0,0.0,0.0,0.0,9.3937551,-8.729188871,,,,,,,,,,,,,,,-99,,,-99,-114169.75,-212241.21,1,S,,,-99,,,,,,,,-99,,,
26,Sky-A1-5,-124.24934,-206.50222,0.0,0.0,0.0,0.0,9.351205,-8.753029171,,,,,,,,,,,,,,,-99,,,-99,-124249.34,-206502.22,1,S,,,-99,,,,,,,,-99,,,
27,Sky-A1-6,-134.04112,-200.2849,0.0,0.0,0.0,0.0,9.3098602,-8.778861898,,,,,,,,,,,,,,,-99,,,-99,-134041.12,-200284.9,1,S,,,-99,,,,,,,,-99,,,
28,Sky-A1-7,-142.3313,-191.99688,0.0,0.0,0.0,0.0,9.2744986,-8.812900314,,,,,,,,,,,,,,,-99,,,-99,-142331.3,-191996.88,2,S,,,-99,,,,,,,,-99,,,
29,Sky-A2-1,-240.9813,-3.01251,0.0,0.0,0.0,0.0,8.8564312,-9.599804181,,,,,,,,,,,,,,,-99,,,-99,-240981.3,-3012.51,1,S,,,-99,,,,,,,,-99,,,
30,Sky-A2-2,-240.84715,8.5856,0.0,0.0,0.0,0.0,8.8568573,-9.648121358,,,,,,,,,,,,,,,-99,,,-99,-240847.15,8585.6,1,S,,,-99,,,,,,,,-99,,,
31,Sky-A2-3,-240.15512,20.16382,0.0,0.0,0.0,0.0,8.8596415,-9.696360567,,,,,,,,,,,,,,,-99,,,-99,-240155.12,20163.82,1,S,,,-99,,,,,,,,-99,,,
32,Sky-A2-4,-236.92406,31.43229,0.0,0.0,0.0,0.0,8.8726105,-9.743414171,,,,,,,,,,,,,,,-99,,,-99,-236924.06,31432.29,2,S,,,-99,,,,,,,,-99,,,
33,Sky-A2-5,-237.10513,43.15344,0.0,0.0,0.0,0.0,8.8722558,-9.792158302,,,,,,,,,,,,,,,-99,,,-99,-237105.13,43153.44,1,S,,,-99,,,,,,,,-99,,,
34,Sky-A2-6,-230.85777,53.6068,0.0,0.0,0.0,0.0,8.8974718,-9.836024943,,,,,,,,,,,,,,,-99,,,-99,-230857.77,53606.8,3,S,,,-99,,,,,,,,-99,,,
35,Sky-A2-7,-231.85957,65.74346,0.0,0.0,0.0,0.0,8.8941631,-9.886309357,,,,,,,,,,,,,,,-99,,,-99,-231859.57,65743.46,1,S,,,-99,,,,,,,,-99,,,
36,Sky-A3-1,-66.38214,231.67752,0.0,0.0,0.0,0.0,9.592904,-10.578512475,,,,,,,,,,,,,,,-99,,,-99,-66382.14,231677.52,1,S,,,-99,,,,,,,,-99,,,
37,Sky-A3-2,-54.7005,232.65609,0.0,0.0,0.0,0.0,9.6422317,-10.583176341,,,,,,,,,,,,,,,-99,,,-99,-54700.5,232656.09,2,S,,,-99,,,,,,,,-99,,,
38,Sky-A3-3,-44.71549,241.90189,0.0,0.0,0.0,0.0,9.6848638,-10.619717363,,,,,,,,,,,,,,,-99,,,-99,-44715.49,241901.89,0,S,,,-99,,,,,,,,-99,,,
39,Sky-A3-4,-32.35357,238.81857,0.0,0.0,0.0,0.0,9.736953,-10.608359146,,,,,,,,,,,,,,,-99,,,-99,-32353.57,238818.57,1,S,,,-99,,,,,,,,-99,,,
40,Sky-A3-5,-20.65269,238.106,0.0,0.0,0.0,0.0,9.7864498,-10.605980837,,,,,,,,,,,,,,,-99,,,-99,-20652.69,238106.0,2,S,,,-99,,,,,,,,-99,,,
41,Sky-A3-6,-9.09574,236.82539,0.0,0.0,0.0,0.0,9.8353918,-10.601221244,,,,,,,,,,,,,,,-99,,,-99,-9095.74,236825.39,3,S,,,-99,,,,,,,,-99,,,
42,Sky-A3-7,-2.34844,240.98869,0.0,0.0,0.0,0.0,9.8639904,-10.617461702,,,,,,,,,,,,,,,-99,,,-99,-2348.44,240988.69,1,S,,,-99,,,,,,,,-99,,,
43,Sky-A4-1,116.88637,208.46721,0.0,0.0,0.0,0.0,10.3689724,-10.482532623,,,,,,,,,,,,,,,-99,,,-99,116886.37,208467.21,2,S,,,-99,,,,,,,,-99,,,
44,Sky-A4-2,127.84223,204.2974,0.0,0.0,0.0,0.0,10.4150467,-10.464658228,,,,,,,,,,,,,,,-99,,,-99,127842.23,204297.4,1,S,,,-99,,,,,,,,-99,,,
45,Sky-A4-3,136.38242,196.26726,0.0,0.0,0.0,0.0,10.4514791,-10.431668209,,,,,,,,,,,,,,,-99,,,-99,136382.42,196267.26,2,S,,,-99,,,,,,,,-99,,,
46,Sky-A4-4,146.88677,191.06371,0.0,0.0,0.0,0.0,10.495583,-10.409513709,,,,,,,,,,,,,,,-99,,,-99,146886.77,191063.71,1,S,,,-99,,,,,,,,-99,,,
47,Sky-A4-5,155.90952,183.77509,0.0,0.0,0.0,0.0,10.5337266,-10.379142564,,,,,,,,,,,,,,,-99,,,-99,155909.52,183775.09,1,S,,,-99,,,,,,,,-99,,,
48,Sky-A4-6,163.20532,174.59961,0.0,0.0,0.0,0.0,10.5649352,-10.341331705,,,,,,,,,,,,,,,-99,,,-99,163205.32,174599.61,2,S,,,-99,,,,,,,,-99,,,
49,Sky-A4-7,172.85157,167.93867,0.0,0.0,0.0,0.0,10.605323,-10.313155504,,,,,,,,,,,,,,,-99,,,-99,172851.57,167938.67,1,S,,,-99,,,,,,,,-99,,,
50,Sky-A5-1,189.83588,-148.4702,0.0,0.0,0.0,0.0,10.6756835,-8.995569928,,,,,,,,,,,,,,,-99,,,-99,189835.88,-148470.2,1,S,,,-99,,,,,,,,-99,,,
51,Sky-A5-2,180.9581,-156.12548,0.0,0.0,0.0,0.0,10.6386374,-8.963355802,,,,,,,,,,,,,,,-99,,,-99,180958.1,-156125.48,2,S,,,-99,,,,,,,,-99,,,
52,Sky-A5-3,174.68645,-166.02924,0.0,0.0,0.0,0.0,10.6117357,-8.922467803,,,,,,,,,,,,,,,-99,,,-99,174686.45,-166029.24,1,S,,,-99,,,,,,,,-99,,,
53,Sky-A5-4,166.49577,-174.24185,0.0,0.0,0.0,0.0,10.5771735,-8.88827456,,,,,,,,,,,,,,,-99,,,-99,166495.77,-174241.85,1,S,,,-99,,,,,,,,-99,,,
54,Sky-A5-5,157.91943,-182.05086,0.0,0.0,0.0,0.0,10.5409909,-8.855759731,,,,,,,,,,,,,,,-99,,,-99,157919.43,-182050.86,1,S,,,-99,,,,,,,,-99,,,
55,Sky-A5-6,148.97731,-189.43818,0.0,0.0,0.0,0.0,10.5032718,-8.824998433,,,,,,,,,,,,,,,-99,,,-99,148977.31,-189438.18,1,S,,,-99,,,,,,,,-99,,,
56,Sky-A5-7,139.6901,-196.38671,0.0,0.0,0.0,0.0,10.464103,-8.796061675,,,,,,,,,,,,,,,-99,,,-99,139690.1,-196386.71,1,S,,,-99,,,,,,,,-99,,,
57,Sky-H1-1,-158.92893,-181.17025,0.0,0.0,0.0,0.0,9.204722,-8.858309299,,,,,,,,,,,,,,,-99,,,-99,-158928.93,-181170.25,1,S,,,-99,,,,,,,,-99,,,
58,Sky-H1-2,-167.46173,-173.31368,0.0,0.0,0.0,0.0,9.1686544,-8.890973413,,,,,,,,,,,,,,,-99,,,-99,-167461.73,-173313.68,1,S,,,-99,,,,,,,,-99,,,
59,Sky-H1-3,-175.60663,-165.05567,0.0,0.0,0.0,0.0,9.1342143,-8.925311439,,,,,,,,,,,,,,,-99,,,-99,-175606.63,-165055.67,1,S,,,-99,,,,,,,,-99,,,
60,Sky-H1-4,-181.82314,-155.1172,0.0,0.0,0.0,0.0,9.1074692,-8.96631914,,,,,,,,,,,,,,,-99,,,-99,-181823.14,-155117.2,2,S,,,-99,,,,,,,,-99,,,
61,Sky-H1-5,-190.65822,-147.4127,0.0,0.0,0.0,0.0,9.0705316,-8.998688381,,,,,,,,,,,,,,,-99,,,-99,-190658.22,-147412.7,1,S,,,-99,,,,,,,,-99,,,
62,Sky-H1-6,-195.8907,-136.92273,0.0,0.0,0.0,0.0,9.0478906,-9.042041476,,,,,,,,,,,,,,,-99,,,-99,-195890.7,-136922.73,2,S,,,-99,,,,,,,,-99,,,
63,Sky-H1-7,-203.94434,-128.4047,0.0,0.0,0.0,0.0,9.0142647,-9.077762409,,,,,,,,,,,,,,,-99,,,-99,-203944.34,-128404.7,1,S,,,-99,,,,,,,,-99,,,
64,Sky-H1-8,-209.88551,-118.44464,0.0,0.0,0.0,0.0,8.9890815,-9.119204086,,,,,,,,,,,,,,,-99,,,-99,-209885.51,-118444.64,1,S,,,-99,,,,,,,,-99,,,
65,Sky-H2-1,-218.89973,-100.81652,0.0,0.0,0.0,0.0,8.9508352,-9.192562493,,,,,,,,,,,,,,,-99,,,-99,-218899.73,-100816.52,1,S,,,-99,,,,,,,,-99,,,
66,Sky-H2-2,-223.49692,-90.16757,0.0,0.0,0.0,0.0,8.9313062,-9.236884287,,,,,,,,,,,,,,,-99,,,-99,-223496.92,-90167.57,1,S,,,-99,,,,,,,,-99,,,
67,Sky-H2-3,-227.57641,-79.30977,0.0,0.0,0.0,0.0,8.9139568,-9.282080373,,,,,,,,,,,,,,,-99,,,-99,-227576.41,-79309.77,1,S,,,-99,,,,,,,,-99,,,
68,Sky-H2-4,-235.92384,-69.68458,0.0,0.0,0.0,0.0,8.8799867,-9.322483941,,,,,,,,,,,,,,,-99,,,-99,-235923.84,-69684.58,0,S,,,-99,,,,,,,,-99,,,
69,Sky-H2-5,-234.14576,-57.06862,0.0,0.0,0.0,0.0,8.8859549,-9.374675436,,,,,,,,,,,,,,,-99,,,-99,-234145.76,-57068.62,1,S,,,-99,,,,,,,,-99,,,
70,Sky-H2-6,-236.62039,-45.73679,0.0,0.0,0.0,0.0,8.8753685,-9.421860094,,,,,,,,,,,,,,,-99,,,-99,-236620.39,-45736.79,1,S,,,-99,,,,,,,,-99,,,
71,Sky-H2-7,-238.54693,-34.29902,0.0,0.0,0.0,0.0,8.8670938,-9.469490946,,,,,,,,,,,,,,,-99,,,-99,-238546.93,-34299.02,1,S,,,-99,,,,,,,,-99,,,
72,Sky-H2-8,-239.92079,-22.78326,0.0,0.0,0.0,0.0,8.8611512,-9.517451627,,,,,,,,,,,,,,,-99,,,-99,-239920.79,-22783.26,1,S,,,-99,,,,,,,,-99,,,
73,Sky-H3-1,-154.91577,184.61356,0.0,0.0,0.0,0.0,9.2184376,-10.382047016,,,,,,,,,,,,,,,-99,,,-99,-154915.77,184613.56,1,S,,,-99,,,,,,,,-99,,,
74,Sky-H3-2,-145.85382,191.8534,0.0,0.0,0.0,0.0,9.2567323,-10.412258833,,,,,,,,,,,,,,,-99,,,-99,-145853.82,191853.4,1,S,,,-99,,,,,,,,-99,,,
75,Sky-H3-3,-136.45402,198.64884,0.0,0.0,0.0,0.0,9.2964657,-10.440618703,,,,,,,,,,,,,,,-99,,,-99,-136454.02,198648.84,1,S,,,-99,,,,,,,,-99,,,
76,Sky-H3-4,-126.73816,204.98415,0.0,0.0,0.0,0.0,9.3375454,-10.467060736,,,,,,,,,,,,,,,-99,,,-99,-126738.16,204984.15,1,S,,,-99,,,,,,,,-99,,,
77,Sky-H3-5,-116.72873,210.84465,0.0,0.0,0.0,0.0,9.3798759,-10.491523438,,,,,,,,,,,,,,,-99,,,-99,-116728.73,210844.65,1,S,,,-99,,,,,,,,-99,,,
78,Sky-H3-6,-106.44891,216.21677,0.0,0.0,0.0,0.0,9.4233588,-10.513949957,,,,,,,,,,,,,,,-99,,,-99,-106448.91,216216.77,1,S,,,-99,,,,,,,,-99,,,
79,Sky-H3-7,-95.92253,221.08806,0.0,0.0,0.0,0.0,9.4678927,-10.534288131,,,,,,,,,,,,,,,-99,,,-99,-95922.53,221088.06,1,S,,,-99,,,,,,,,-99,,,
80,Sky-H3-8,-85.17533,225.44672,0.0,0.0,0.0,0.0,9.5133681,-10.552488527,,,,,,,,,,,,,,,-99,,,-99,-85175.33,225446.72,1,S,,,-99,,,,,,,,-99,,,
