PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 07 29 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21E+11,3.312E+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,00 40 54.86,-08 35 13.2 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,15 56 46.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 09 02 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,A0085_T025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,C901028445101251,37.486690364687000,-113.96552916843300,119.909573666518,1.27565435077229,1.88894767650063,5.66989198145124,10.3907666505903,-8.10049393507483,16.4747314453125,16.031530380249,16.2675800313237,15.7444734573364,0.0,0.0,0.0,0.0,8.88367926544658,13.5155382156372,0.0187719538807869,22.928571786234,,,8,36649.66303341,109950.370673088,1,37509.06,-113891.95,-99,P,rectangular_magnet,R01,1,I,1.0,P,-163.08961041675300,5.66989198145124,circular_magnet,Gre,1,TR,0.0769044511799999,0.0
2,C901028445203120,111.88936670389100,-134.15132914221000,174.677582180101,0.822237667641257,2.26641573743216,4.83900723738868,10.7078546592951,-8.01894706418588,18.1792182922363,17.7234230041504,17.9275741211782,17.4334964752197,0.0,0.0,0.0,0.0,8.83474594669253,9.12412261962891,0.0375756286084652,23.7672532516523,,,4,108311.553000703,128379.963493992,1,111944.06,-134092.45,-99,P,rectangular_magnet,R02,1,I,2.0,Q,-137.11074811252500,4.83900723738868,circular_magnet,Yel,1,TR,0.0803623669799998,0.0
3,C901028302604242,130.41559836174400,-94.80166820465470,161.236994380306,4.16300304982127,2.51259609451512,1.65040695530615,10.7881810623355,-8.18412686797228,16.9932422637939,16.6004943847656,16.4918887901989,16.3204746246338,0.0,0.0,0.0,0.0,8.81323786765946,6.2755446434021,0.0197446383535862,21.8316261836883,,,8,126465.320087833,91049.3278382651,1,130379.18,-94861.15,-99,P,rectangular_magnet,R03,1,I,3.0,T,31.477495145151300,1.65040695530615,circular_magnet,Yel,1,TL,0.0697451148799999,0.0
4,C901028160003899,129.7656521811700,-43.679769832538,136.949205785415,0.962843744072339,2.81763581001265,4.42839324123928,10.7878493675357,-8.40120942521907,15.9592294692993,15.3193187713623,15.0703854075451,14.8185501098633,0.0,0.0,0.0,0.0,9.44597584394838,3.14819979667664,0.0164046815547857,19.0525048857652,,,8,126390.357063066,41988.6699004896,1,129825.56,-43593.68,-99,P,rectangular_magnet,R04,1,I,4.0,N,-145.1668828659190,4.42839324123928,circular_magnet,Gre,1,TR,0.10488282044,0.0
5,C901028160200404,211.4447051233010,-10.410031220898900,211.708595582014,1.21227572748516,3.09251457737025,4.4029464572945,11.1270796349345,-8.5428841736445,17.2885513305664,16.7460060119629,16.4321407231738,16.3725509643555,0.0,0.0,0.0,0.0,9.03428003250099,5.16705942153931,0.0198518335819244,21.5550979736524,,,8,203056.397495196,9970.17675634284,1,211453.68,-10386.08,-99,P,rectangular_magnet,R05,1,I,5.0,I,-159.4582827910510,4.4029464572945,circular_magnet,Mag,1,TR,0.0255775173599999,0.0
6,C901027875200200,92.09186250531450,98.9911259103411,135.178959093229,3.25659186393464,3.96324011368405,5.57653705743018,10.6254120426391,-9.00876690536304,18.0390338897705,17.2372169494629,16.8848032865048,16.6673278808594,0.0,0.0,0.0,0.0,9.9642427044229,1.50464582443237,0.0580539073854255,19.3672630524538,,,1,89679.5216364454,-95319.3206120481,1,92059.0,98987.33,-99,P,rectangular_magnet,R06,1,I,6.0,S,83.41103059990310,5.57653705743018,circular_magnet,Gre,1,TR,0.0330810095199999,0.0
7,C901028017501813,55.570206773918400,52.514261247816100,76.4121716074167,3.40005245710846,3.89904990068808,5.78418786359996,10.4693154720101,-8.81216129684218,18.0392818450928,17.1894454956055,16.8090420458681,16.5132675170898,0.0,0.0,0.0,0.0,9.97875884453891,3.11735606193542,0.0525931176138019,20.9012522267459,,,1,54401.6966742798,-50886.4530863325,1,55519.97,52500.98,-99,P,rectangular_magnet,R07,1,I,7.0,A,75.19134408459990,5.78418786359996,circular_magnet,Blu,1,TR,0.0519627269999999,0.0
8,C901027732902845,58.235343988415900,173.64327895408000,183.149390849818,2.75550199830067,4.38888812491875,4.64979918056151,10.4774229980177,-9.3208582842162,18.6379852294922,17.755651473999,17.3876630343659,17.1047554016113,0.0,0.0,0.0,0.0,9.77028429872967,1.73551690578461,0.050873477011919,20.1956703983304,,,1,56233.9975520097,-165851.972232861,1,58220.95,173649.13,-99,P,rectangular_magnet,R08,1,I,8.0,G,112.12136505750700,4.64979918056151,circular_magnet,Yel,1,TR,0.0155377488999999,0.0
9,C901027875003888,17.850023147274400,72.6351617705674,74.7797423156365,3.24842323539295,4.47202731584917,5.05958122672337,10.3056552474015,-8.89846380024214,18.2768249511719,17.4576015472412,17.1304368346346,16.844518661499,0.0,0.0,0.0,0.0,9.96252289258199,1.99672555923462,0.0607386388613478,20.202068114921,,,1,17414.4859127289,-70390.8188547234,1,17801.61,72629.97,-99,P,rectangular_magnet,R09,1,I,9.0,D,83.87905853975200,5.05958122672337,circular_magnet,Blu,1,TR,0.04869073126,0.0
10,C901028017200700,-135.75482748992500,42.230724617872700,142.254528115646,2.1633893360783,-0.302058644543122,2.46544798062142,9.64346685257821,-8.76635327756954,17.438419342041,16.6928520202637,16.4014443115213,16.1818161010742,0.0,0.0,0.0,0.0,10.0604675225046,3.67958450317383,0.0541898439404917,20.7647206076403,,,8,-132240.091317324,-40533.840730716,1,-135814.11,42318.77,-99,P,rectangular_magnet,R10,1,I,10.0,C,146.04692159910400,2.46544798062142,circular_magnet,Gre,1,TR,0.1061433244000000,0.0
11,C901028159702382,-63.587216198212100,-13.640755528529200,65.0534209544963,1.75554918998376,0.211052395871882,1.54449679411188,9.95253943431069,-8.52822747908213,18.6273384094238,17.8091011047363,17.4942489343496,17.2263660430908,0.0,0.0,0.0,0.0,9.71383536670057,2.84723234176636,0.0553510002791882,21.3240903273871,,,4,-62389.6878457832,13282.5897274386,1,-63609.95,-13627.98,-99,P,rectangular_magnet,R11,1,I,11.0,F,169.41444068632000,1.54449679411188,circular_magnet,Blu,1,TL,0.0167343919199998,0.02
12,C901028302203071,-107.32298956249800,-66.30108401900370,126.136226577773,-0.757578382290894,0.553823323531157,4.97178360135753,9.766007549192,-8.30325185163047,17.721004486084,17.3038997650146,17.0587504787559,17.0359153747559,0.0,0.0,0.0,0.0,8.84745152868713,4.66193056106567,0.0266262050718069,21.889603449075,,,8,-104545.893882609,64127.0815315136,1,-107281.37,-66340.45,-99,P,rectangular_magnet,R12,1,I,12.0,K,-46.59395604438330,4.97178360135753,circular_magnet,Gre,1,TR,0.0572875941399999,0.0
13,C901028159603636,-106.26205389712800,-33.6204094491782,111.432400741672,-0.899235324743408,0.306929570341244,5.07702041209493,9.76945550733863,-8.44245805972634,17.7658805847168,17.3167915344238,17.3966515011382,17.043062210083,0.0,0.0,0.0,0.0,9.04785318168809,8.91595363616943,0.0377245284616947,23.3105052233607,,,8,-103766.655341469,32666.4785018468,1,-106224.69,-33667.42,-99,P,rectangular_magnet,R13,1,I,13.0,R,-38.47761110312670,5.07702041209493,circular_magnet,Gre,1,TR,0.0600504179599999,0.0
14,C901028444901432,-77.0374629697481,-131.67592161851000,152.53345137857,2.20288707321811,1.04109921191916,1.16178786129895,9.89785768361471,-8.02666606483931,18.1548728942871,17.7532844543457,17.5137233404599,17.4887275695801,0.0,0.0,0.0,0.0,8.81860391038834,1.90152156352997,0.0317592136561871,20.3916654097703,,,8,-74747.7635030752,126635.469346317,1,-77070.88,-131630.29,-99,P,rectangular_magnet,R14,1,I,14.0,J,143.7838679606760,1.16178786129895,circular_magnet,Yel,1,TL,0.05655919482,0.0
15,C901027875100636,38.87923897495350,118.6491061661100,124.843561407722,3.20683231956784,4.39599567943568,5.09402194731175,10.3961089311945,-9.09329897945177,18.4990921020508,17.6417350769043,17.3207152589921,17.0336532592773,0.0,0.0,0.0,0.0,9.90048025636087,1.98395717144012,0.0594797482831001,20.3722712217022,,,1,37857.018449946,-114423.569356101,1,38843.94,118646.8,-99,P,rectangular_magnet,R15,1,I,15.0,E,86.26204248261470,5.09402194731175,circular_magnet,Gre,1,TR,0.0353742283999999,0.0
