PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 09 20 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21E+11,3.312E+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,20 07 10.08,-56 50 49.6 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,09 34 25.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 09 30 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,A3667_T070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,C901005560801828,-166.17751289144300,-108.41150573018900,198.431434230709,-1.36409567844276,0.578277781610415,4.34081184712641,300.530411948318,-56.3797864236989,16.8302021026611,16.2906017303467,16.1530745468697,15.9298028945923,0.0,0.0,0.0,0.0,9.96816798985599,4.30675554275513,0.0574222728610038,20.7042275186945,,,4,-285118.89968008,105612.868244039,1,-166167.52,-108459.16,-99,P,rectangular_magnet,R01,1,I,1.0,B,-11.843074773195200,4.34081184712641,circular_magnet,Mag,1,TR,0.04869073126,0.0
2,C901005641107630,-134.3524528525690,-119.86115607446600,180.05370232188,2.37339913354288,0.72802943271582,1.64536970082706,300.770453293719,-56.3330153928616,18.591329574585,18.1848449707031,17.7925271960313,17.9755535125732,0.0,0.0,0.0,0.0,8.11209104639953,4.6403284072876,0.0164037141948938,22.7604632410164,,,8,-230869.555619445,116183.121213287,1,-134407.76,-119807.72,-99,P,rectangular_magnet,R02,1,I,2.0,R,134.01424654798700,1.64536970082706,circular_magnet,Yel,1,TL,0.0769044511799999,0.0
3,C901005561005460,-25.84201825525130,-78.27748513746310,82.4644771451496,3.92905207294123,1.2517362500229,2.67731582291832,301.594095575391,-56.5107795042025,17.7502689361572,17.0274124145508,16.7041241055276,16.5162086486816,0.0,0.0,0.0,0.0,9.91989285079089,3.09991121292114,0.0558579601347446,20.7270333714404,,,8,-44726.3999616516,76008.4320502289,1,-25866.98,-78302.55,-99,P,rectangular_magnet,R03,1,I,3.0,M,44.88189873334030,2.67731582291832,circular_magnet,Blu,1,TR,0.0353742283999999,0.0
4,C901005641208224,-74.42416914259420,-136.26910175904100,155.281549302713,-0.913982972892249,1.07110429000931,4.29809804427802,301.227572478906,-56.2647481765204,17.4512786865234,16.6815757751465,16.3456891397293,16.1327095031738,0.0,0.0,0.0,0.0,10.0851039358581,5.24352407455444,0.0538124963641166,21.5225667884722,,,8,-127560.619767267,131611.512106383,1,-74403.97,-136295.3,-99,P,rectangular_magnet,R04,1,I,4.0,C,-37.63263310645420,4.29809804427802,circular_magnet,Yel,1,TR,0.0330810095199999,0.0
5,C901005561009212,-6.247099937362360,-97.30197214675710,97.3985761722403,1.65489452368799,1.5065220868367,0.148372436851295,301.747268568891,-56.430597017916,18.522647857666,17.6433753967285,17.1864540011862,17.0563316345215,0.0,0.0,0.0,0.0,9.80895594556151,2.40743565559387,0.050252977758646,20.7940235204914,,,4,-10109.3034306275,94129.6739509738,1,-6255.91,-97197.46,-99,P,rectangular_magnet,R05,1,I,5.0,N,175.18152825336600,0.148372436851295,circular_magnet,Gre,1,TR,0.10488282044,0.0
6,C901005561107830,40.49814841640800,-91.80906991245730,100.307764893985,1.3551017148905,1.9865022536648,5.65178476840529,302.109392027708,-56.454618589033,19.0528259277344,18.2176971435547,17.8532250333835,17.6155128479004,0.0,0.0,0.0,0.0,9.64071925664828,3.22823286056519,0.0607015080749988,22.0053960949625,,,4,71730.5982619364,88700.7988785519,1,40507.87,-91764.7,-99,P,rectangular_magnet,R06,1,I,6.0,G,-167.64160907416600,5.65178476840529,circular_magnet,Gre,1,TR,0.0454224428999999,0.0
7,C901005481103888,-129.95292903896200,3.517616807646310,129.944440237922,-0.925684356597882,-0.0265192100010614,5.38402016058277,300.778583819675,-56.8549493961355,17.4457416534424,16.9600715637207,16.9959770761898,16.6625022888184,0.0,0.0,0.0,0.0,9.18760785339432,5.60407638549805,0.0383668579161167,21.9454664766459,,,8,-229032.056753491,-1773.96352661772,1,-129898.75,3445.62,-99,P,rectangular_magnet,R07,1,I,7.0,Q,-36.96219320565830,5.38402016058277,circular_magnet,Gre,1,TR,0.0901049863999998,0.0
8,C901005481108161,-104.41580570731400,-32.41794436938800,109.336617506942,2.03556672917101,0.300803331876488,1.73476339729452,300.979650420179,-56.7036823707569,15.5760669708252,14.6393756866455,14.4545137710405,13.9740152359009,0.0,0.0,0.0,0.0,11.019388296954,5.59521150588989,0.0548100583255291,19.6213329085872,,,4,-183591.005039505,32412.3842089413,1,-104427.27,-32395.08,-99,P,rectangular_magnet,R08,1,I,8.0,I,153.37061750125200,1.73476339729452,circular_magnet,Gre,1,TL,0.0255775173599999,0.0
9,C901005323203334,-69.8945788123037,78.65643542169830,105.166654081884,-0.238624870317173,-0.844689617703097,0.606064747385925,301.237799421299,-57.180824930865,16.2962875366211,15.7493667602539,15.7186476011264,15.3592758178711,0.0,0.0,0.0,0.0,10.0516759260872,6.00096559524536,0.0515289802595234,20.883347126363,,,8,-125249.330786413,-75421.8343755003,1,-69826.81,78639.95,-99,P,rectangular_magnet,R09,1,I,9.0,S,-76.32780204396940,0.606064747385925,circular_magnet,Gre,1,TR,0.0697451148799999,0.0
10,C901005245100587,-67.10964355810710,154.04970380329200,168.027192889897,0.311714551476892,-1.16028619281578,1.47200074429267,301.257074468015,-57.4975855041748,18.2540855407715,17.872184753418,17.5707057640644,17.6601829528809,0.0,0.0,0.0,0.0,8.86473137589121,1.75574827194214,0.0338424406945705,20.3373706833705,,,8,-120893.17022867,-147009.723943505,1,-67055.81,154067.05,-99,P,rectangular_magnet,R10,1,I,10.0,J,-107.85992821243900,1.47200074429267,circular_magnet,Yel,1,TL,0.05655919482,0.0
11,C901005167603370,68.60674429053020,196.9809411312500,208.606701998185,2.55401101482967,4.37761024071073,4.45958608129853,302.322980401203,-57.6754497381671,18.2293701171875,17.4287567138672,17.256832618531,16.8000679016113,0.0,0.0,0.0,0.0,9.76310219196322,7.45332431793213,0.0564437136054039,23.0333814915055,,,4,120001.57067197,-187207.040825758,1,68539.86,197025.49,-99,P,rectangular_magnet,R11,1,I,11.0,E,123.6659480203360,4.45958608129853,circular_magnet,Mag,1,TR,0.0803623669799998,0.0
12,C901005245302330,58.14050986295750,151.89316323537900,162.637428572468,2.8255253556184,4.34717343790955,4.76153722488844,302.244547971915,-57.4919636613027,18.422061920166,17.9021263122559,17.6986422763737,17.6103897094727,0.0,0.0,0.0,0.0,8.93521609396618,3.5474853515625,0.0348159484565258,21.8946040481149,,,8,102275.841652831,-145739.187454409,1,58086.06,151910.97,-99,P,rectangular_magnet,R12,1,I,12.0,K,108.10932221586500,4.76153722488844,circular_magnet,Yel,1,TR,0.0572875941399999,0.0
13,C901005323505796,114.1220045191920,101.60863594107800,152.82678469459,0.0044373327234379,3.86907681818601,2.41854582171702,302.685392609711,-57.2782684636306,19.0495567321777,18.0428848266602,17.5694741665869,17.2386913299561,0.0,0.0,0.0,0.0,9.81835877785996,4.23458242416382,0.0545296035706996,22.4198124615134,,,1,201906.729794747,-97444.0727805168,1,114138.65,101628.71,-99,P,rectangular_magnet,R13,1,I,13.0,O,-90.2542404373483,2.41854582171702,circular_magnet,Yel,1,TR,0.0167343919199998,0.02
14,C901005641602210,126.28978385879100,-123.541483597275,176.672801563683,0.717726817587532,2.36753351710994,4.63337860765718,302.761278213963,-56.3230435392393,17.1481342315674,16.6590328216553,16.5674837486044,16.3299407958984,0.0,0.0,0.0,0.0,9.76487811037703,6.16848802566528,0.0588237912967377,21.85280113346,,,8,219056.876355736,118436.76013191,1,126335.02,-123501.99,-99,P,rectangular_magnet,R14,1,I,14.0,P,-131.12271749112100,4.63337860765718,circular_magnet,Yel,1,TR,0.0600504179599999,0.0
15,C901005561209115,101.60898789445000,-80.66695244704070,129.729805249813,1.02851072753762,2.47098052873357,4.84071550598364,302.580542669064,-56.5028642637399,16.6446800231934,15.7663450241089,15.3539192660925,15.1515636444092,0.0,0.0,0.0,0.0,10.6673470385454,4.53284549713135,0.0590475463024142,20.2910742873644,,,1,178210.643208358,77797.2763947736,1,101635.7,-80622.62,-99,P,rectangular_magnet,R15,1,I,15.0,F,-148.92932387183500,4.84071550598364,circular_magnet,Gre,1,TR,0.05175811476,0.0
