PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 04 15 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.000866533,-0.999693777,0,0.999693777,-0.000866533,0,1,0,0,0,13366713.7,1089450000,6.21e+11,3.312e+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,20 07 56.47,-56 21 32.0 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,17 11 15.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 06 06 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,A3667_T037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,C901005641208281,-97.60306361,4.319550946530186,97.74258955,1.953391311,-0.045215968,1.998607279,301.2299127,-56.37346981,15.88109016,15.2328043,14.78183798,14.72699547,0,0,0,0,10.56407987,4.672774792,0.054801245,19.82355323,0,0,8,-170713.4111,-3296.371407,1,-97642.69,4418.02,-99,P,rectangular_magnet,R01,1,I,1,E,158.0789221374016,1.998607279,circular_magnet,Gre,1,TL,0.1061433243999999,0
2,C901005560801702,-191.4157143,9.17128737,191.6321478,-1.562763903,-0.047581631,4.768003036,300.5254018,-56.38484208,18.45363998,17.90517807,17.58522088,17.58309746,0,0,0,0,8.298698356,3.118227482,0.01493328,21.61759173,0,0,8,-329932.8654,-5866.504181,1,-191415.26,9114.73,-99,P,rectangular_magnet,R02,1,I,2,J,-0.46022401,4.768003036,circular_magnet,Yel,1,TR,0.056559195,0
