PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 08 02 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21E+11,3.312E+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,00 53 04.70,-00 59 29.8 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,16 08 54.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 09 02 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,A0119_T062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,C901032466001640,-50.91115893582140,27.907001350311000,58.0253363799237,-0.370283611674383,-0.501497054716464,0.131213443042081,13.0509911425243,-1.11128868392281,17.4672164916992,16.8294925689697,16.502034125729,16.3264350891113,0.0,0.0,0.0,0.0,9.6746951947727,3.7849268913269,0.0412928481014251,20.9626547266888,,,8,-49405.6017895112,-27049.6425665542,1,-50880.32,27895.03,-99,P,rectangular_magnet,R01,1,I,1.0,A,-68.78431182819670,0.131213443042081,circular_magnet,Blu,1,TR,0.0330810095199999,0.0
2,C901032753904098,-95.93253933545300,-143.41523753977500,172.537299238281,2.44781062210018,0.980939575446353,1.46687104665382,12.8630828442586,-0.38353486772318,17.8765144348145,17.1262321472168,16.8009505657798,16.5633010864258,0.0,0.0,0.0,0.0,9.76621165970286,2.97358775138855,0.045560887610383,20.7355106248194,,,4,-91872.8771975635,137422.719894561,1,-95972.49,-143382.01,-99,P,rectangular_magnet,R02,1,I,2.0,T,129.75078230636700,1.46687104665382,circular_magnet,Yel,1,TL,0.0519627269999999,0.0
3,C901032753909189,-63.6062594422375,-118.4506059654870,134.41057566522,2.16214575346736,1.0774714457865,1.08467430768086,12.9984489219904,-0.486638788174262,14.9299020767212,14.3951683044434,14.1002893097046,14.0751895904541,0.0,0.0,0.0,0.0,8.76129612273156,7.61815738677979,0.0054273276115088,20.0472926896463,,,8,-61280.1436301648,114121.233872617,1,-63651.06,-118383.89,-99,P,rectangular_magnet,R03,1,I,3.0,I,146.11817363418700,1.08467430768086,circular_magnet,Gre,1,TL,0.0803623669799998,0.0
4,C901032754103775,19.936440597542400,-124.67106254302200,126.230357599123,1.46427496319384,1.72941919745324,6.01804107292018,13.354981714687,-0.45953321248932,17.4012641906738,16.9608154296875,16.7624534933388,16.6579303741455,0.0,0.0,0.0,0.0,9.49324556880484,5.1724419593811,0.0460853539407253,21.7721682418846,,,8,19296.267519261,120247.093977414,1,19939.16,-124645.63,-99,P,rectangular_magnet,R04,1,I,4.0,D,-173.896775437681,6.01804107292018,circular_magnet,Gre,1,TR,0.0255775173599999,0.0
5,C901032754206802,93.53882565962000,-137.83061102509500,166.564294207662,0.77865855888379,2.16735525450592,4.89448861155746,13.6669275882382,-0.407085578428461,17.3535423278809,16.5814170837402,16.266067586504,16.0416069030762,0.0,0.0,0.0,0.0,9.97132268814632,3.40204334259033,0.0430602783286714,20.4829909769493,,,4,89796.0349418272,132100.259275168,1,93575.67,-137794.26,-99,P,rectangular_magnet,R05,1,I,5.0,F,-134.61384910578000,4.89448861155746,circular_magnet,Yel,1,TR,0.05175811476,0.0
6,C901032754303532,134.5145832149210,-111.07232971410900,174.47121212145,4.54926400193268,2.4513349255306,2.09792907640208,13.8397321726369,-0.521216450445071,18.6560573577881,17.9328556060791,17.6681271048039,17.4393119812012,0.0,0.0,0.0,0.0,9.35634044935618,1.58984410762787,0.0430697201341247,20.1825029958437,,,8,128849.871015935,106306.682199414,1,134531.6,-111092.09,-99,P,rectangular_magnet,R06,1,I,6.0,O,9.346372798462650,2.09792907640208,circular_magnet,Yel,1,TL,0.0167343919199998,0.02
7,C901032610308352,165.63363061378200,-33.23469780843070,168.934556545589,4.50953176322112,2.94294953217757,1.56658223104355,13.9718544483458,-0.850537109701977,19.3158702850342,18.5513782501221,18.2139281942546,18.0395107269287,0.0,0.0,0.0,0.0,9.19003565944117,1.94535422325134,0.044624425470829,21.2392463925483,,,8,158709.505326155,31880.2132073532,1,165612.5,-33337.43,-99,P,rectangular_magnet,R07,1,I,7.0,N,11.622862387241400,1.56658223104355,circular_magnet,Yel,1,TL,0.10488282044,0.0
8,C901032753804609,-153.5406509320050,-109.06036285991800,188.339691927503,2.30056870344102,0.617239228044674,1.68332947539634,12.620861274311,-0.530587358372199,17.6639366149902,17.3120670318604,17.1537237977036,17.0971240997314,0.0,0.0,0.0,0.0,8.4829875765189,5.51118469238281,0.0189880985432744,22.261166540941,,,8,-146614.952005718,104188.857007883,1,-153587.15,-109008.38,-99,P,rectangular_magnet,R08,1,I,8.0,S,138.18712281294600,1.68332947539634,circular_magnet,Yel,1,TL,0.0697451148799999,0.0
9,C901032609904659,-91.19802102222680,-43.31981143560880,100.965511091426,-1.15726002590739,0.44402220306064,4.68190307821156,12.8792459586853,-0.805646398633333,18.9627323150635,18.4293422698975,18.1535828882197,18.0515174865723,0.0,0.0,0.0,0.0,8.96413602590548,1.78733551502228,0.045406789293785,20.9332473768513,,,8,-88220.0133371333,42025.5139088669,1,-91175.0,-43372.27,-99,P,rectangular_magnet,R09,1,I,9.0,K,-23.69388471630620,4.68190307821156,circular_magnet,Gre,1,TR,0.0572875941399999,0.0
10,C901032465806867,-132.00934845950200,4.127925355479790,132.031111330369,-1.01220955617417,-0.0307757115636127,5.30175146256903,12.7067638727762,-1.00859334667238,18.9196033477783,18.5030326843262,18.2970850000894,18.2254486083984,0.0,0.0,0.0,0.0,8.8474818422235,4.89253568649292,0.0468187490582465,23.1935773766391,,,8,-127200.964752575,-3840.49634795752,1,-131968.59,4062.71,-99,P,rectangular_magnet,R10,1,I,10.0,G,-32.00466444840980,5.30175146256903,circular_magnet,Gre,1,TR,0.0769044511799999,0.0
11,C901032609803628,-157.06319260511400,-41.682254369761500,162.498602391288,-1.28001608906886,0.259685053160433,4.74348416495029,12.6028001634131,-0.81402056190062,17.5861263275146,17.3273620605469,17.1812655059814,17.142448425293,0.0,0.0,0.0,0.0,9.03883965268274,2.21366262435913,0.0423519219414806,20.2957939046166,,,4,-150696.76306864,40132.9530104598,1,-157050.17,-41725.77,-99,P,rectangular_magnet,R11,1,I,11.0,M,-16.66048038751260,4.74348416495029,circular_magnet,Yel,1,TR,0.0454224428999999,0.0
12,C901032034000682,-58.04393515945950,158.98383703082600,169.247542823047,0.330902473657391,-1.22094810496046,1.55185057861785,13.0233240998322,-1.66531355424842,18.3512439727783,17.6163330078125,17.2164952154856,17.1169548034668,0.0,0.0,0.0,0.0,9.55381759155561,2.86356520652771,0.046146672219038,21.1437430741715,,,8,-55658.3534379334,-152259.263260144,1,-58010.48,158995.33,-99,P,rectangular_magnet,R12,1,I,12.0,Q,-108.9593151710070,1.55185057861785,circular_magnet,Yel,1,TL,0.0353742283999999,0.0
13,C901032178205368,86.8286106475,98.33934,131.240449508741,0.0,3.98860708992673,2.29457821725286,13.6399736070051,-1.41099182600995,18.4154052734375,17.8984222412109,17.7228064097407,17.5777626037598,0.0,0.0,0.0,0.0,9.00023368052395,4.57356214523315,0.0381545722484589,22.4425698460628,,,8,83704.4351831553,-94782.5526782486,1,86910.47,98339.34,-99,P,rectangular_magnet,R13,1,I,13.0,L,-90.0,2.29457821725286,circular_magnet,Gre,1,TL,0.0818593524999998,0.0
14,C901032322007313,-6.459722415730240,73.9539722157645,74.2306065922056,-0.237274503998214,-1.48386798336787,1.24659347936966,13.2417989259723,-1.30870747717586,18.5228462219238,17.7809314727783,17.4678827166544,17.2602558135986,0.0,0.0,0.0,0.0,9.43610193024904,1.96245110034943,0.0433110110461712,20.4878003743058,,,8,-6283.04273025893,-71666.2898417438,1,-6444.62,73950.32,-99,P,rectangular_magnet,R14,1,I,14.0,P,-76.40517233484240,1.24659347936966,circular_magnet,Blu,1,TL,0.0155377488999999,0.0
15,C901032466001827,-49.706099687169300,-11.28143869978990,50.9784895830114,1.93090483039794,0.222015005698138,1.7088898246998,13.0558944237318,-0.943241353410587,18.0032043457031,17.3240966796875,17.0811692225211,16.8195114135742,0.0,0.0,0.0,0.0,9.58490179231171,6.1372504234314,0.0465566981478691,22.5068405840797,,,8,-48297.4602366165,10929.0541292073,1,-49727.26,-11225.24,-99,P,rectangular_magnet,R15,1,I,15.0,B,159.36730257677400,1.7088898246998,circular_magnet,Blu,1,TL,0.0600504179599999,0.0
