PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 10 18 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21E+11,3.312E+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,00 42 49.82,-10 04 19.2 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,12 14 34.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 10 29 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,A0085_T036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,C901027590601163,-124.05812161983700,-153.1336932123750,197.089733385546,2.57383632573007,0.889455054809288,1.68438127092078,10.1771263512845,-9.42537334971039,17.9308700561523,17.4435043334961,17.315502047153,17.1421070098877,0.0,0.0,0.0,0.0,9.10905183800063,4.78822708129883,0.0372100791869497,22.0872527082563,,,8,-119887.0446097,146137.622965453,1,-124134.09,-153085.24,-99,P,rectangular_magnet,R01,1,I,1.0,T,122.53004137820800,1.68438127092078,circular_magnet,Mag,1,TL,0.0901049863999998,0.0
2,C901027590701950,-55.74062898276920,-106.61911161434800,120.292256481728,2.07014667558108,1.08884581632794,0.981300859253145,10.4663152286118,-9.6164254330455,18.007438659668,17.1911640167236,17.073614942464,16.605447769165,0.0,0.0,0.0,0.0,9.86429897098467,2.00219988822937,0.0541050089130163,19.9415758624311,,,1,-54530.358333738,102959.852131717,1,-55756.47,-106590.07,-99,P,rectangular_magnet,R02,1,I,2.0,S,151.3893325161660,0.981300859253145,circular_magnet,Gre,1,TL,0.0330810095199999,0.0
3,C901027590903347,85.94795680785930,-127.75508939812900,153.971088304271,0.871343201969359,2.16309954197482,4.99142896717413,11.0785325809022,-9.52884688842447,18.4253330230713,17.6658382415771,17.3684167902019,17.1431922912598,0.0,0.0,0.0,0.0,9.71160783582338,3.11219596862793,0.0557944026190328,21.3740476023913,,,4,83830.7632839078,122752.603216069,1,85957.96,-127743.2,-99,P,rectangular_magnet,R03,1,I,3.0,P,-139.92428798026000,4.99142896717413,circular_magnet,Yel,1,TR,0.0155377488999999,0.0
4,C901027448804594,39.52038038367900,-48.74200053321430,62.695299744866,1.44139981268701,2.25302156228851,5.47156355757808,10.879979424715,-9.86314726740581,16.6292266845703,16.2334785461426,16.2309210979309,15.9555072784424,0.0,0.0,0.0,0.0,9.78675071984317,9.19156360626221,0.055394359466486,22.2933002123434,,,8,38957.7499856005,47200.7175662873,1,39530.75,-48662.31,-99,P,rectangular_magnet,R04,1,I,4.0,A,-172.5861258579130,5.47156355757808,circular_magnet,Blu,1,TR,0.0803623669799998,0.0
5,C901027591003904,147.60784955033200,-107.6562576126590,182.707831561705,0.738565660893819,2.51175298240242,4.50999798567099,11.341120274499,-9.61670592396532,17.8616619110107,17.4906063079834,17.1867217217218,17.2842063903809,0.0,0.0,0.0,0.0,8.56813044964248,2.60905361175537,0.0193531690426087,20.8158960058605,,,8,143175.58203678,102896.461183837,1,147650.21,-107617.69,-99,P,rectangular_magnet,R05,1,I,5.0,K,-132.3166952625060,4.50999798567099,circular_magnet,Yel,1,TR,0.0572875941399999,0.0
6,C901027307101934,183.3732591507810,-0.6274407826361710,183.369083336516,4.59302028177414,3.13792496056545,1.45509532120869,11.4947319357015,-10.0687024485059,18.380277633667,17.9862842559814,17.7750701009522,17.7095203399658,0.0,0.0,0.0,0.0,8.89508323496609,2.46169209480286,0.0370866619050503,21.1853275927758,,,8,177891.817468535,745.246637660188,1,183367.85,-672.54,-99,P,rectangular_magnet,R06,1,I,6.0,M,6.839322636353640,1.45509532120869,circular_magnet,Yel,1,TL,0.0454224428999999,0.0
7,C901027165103652,87.30779758180850,22.923842009289600,90.2428602091268,3.71995375424338,3.39827081528347,0.321682938959908,11.0871985200406,-10.1700990504252,16.6037368774414,15.9579410552979,15.8647323466335,15.4706125259399,0.0,0.0,0.0,0.0,10.1841976156082,4.59308767318726,0.0540944884473085,20.5113394137396,,,8,85789.2655291649,-22170.3853960943,1,87286.38,22909.86,-99,P,rectangular_magnet,R07,1,I,7.0,E,56.86234989800850,0.321682938959908,circular_magnet,Blu,1,TR,0.0255775173599999,0.0
8,C901027023402144,128.19531532195600,85.91369085039560,154.24119798361,3.55280441497241,3.7321169071723,6.1038728149797,11.2609130864099,-10.4367938041101,19.1496524810791,18.6503620147705,18.3786525492143,18.3291969299316,0.0,0.0,0.0,0.0,8.8144119639917,1.85667645931244,0.0423047281801701,21.2369178517766,,,8,125048.757528635,-82443.3997288738,1,128120.28,85880.97,-99,P,rectangular_magnet,R08,1,I,8.0,L,66.43930158663540,6.1038728149797,circular_magnet,Yel,1,TR,0.0818593524999998,0.0
9,C901027023205798,47.010808064001600,98.06685568522360,108.691351489811,3.3183815808303,4.26616024194313,5.33540664606676,10.9112943051444,-10.4912724955757,17.7650566101074,17.27854347229,17.0172939899253,16.9127464294434,0.0,0.0,0.0,0.0,9.02876565901487,4.26120519638062,0.0275749416892838,21.6690803938027,,,8,46034.912962639,-94755.584000114,1,46907.56,98048.41,-99,P,rectangular_magnet,R09,1,I,9.0,N,79.87074060447360,5.33540664606676,circular_magnet,Gre,1,TR,0.10488282044,0.0
10,C901026881603815,28.04209983358580,140.66147175964000,143.426019417714,3.04225431841383,4.5158555187559,4.80958410683752,10.8284662515863,-10.6704893121839,16.9480419158936,16.4255752563477,16.239687994875,16.0473575592041,0.0,0.0,0.0,0.0,9.82767752246128,2.5495982170105,0.0494142417745542,19.700808671854,,,4,27315.7728585094,-135258.584553572,1,28006.9,140664.98,-99,P,rectangular_magnet,R10,1,I,10.0,Q,95.69166734943870,4.80958410683752,circular_magnet,Gre,1,TR,0.0353742283999999,0.0
11,C901026881500913,-54.77707367809420,156.38072725767000,165.70940975788,3.21862921833136,-1.2335879358773,4.45221715420866,10.4705760913179,-10.7348678540216,17.9322776794434,17.2026557922363,16.8914858239781,16.6759872436523,0.0,0.0,0.0,0.0,9.85240383517211,3.81994032859802,0.0533127424726438,21.3558133681598,,,4,-53567.4033621644,-149808.135008891,1,-54825.62,156376.98,-99,P,rectangular_magnet,R11,1,I,11.0,R,85.58612997212190,4.45221715420866,circular_magnet,Yel,1,TR,0.04869073126,0.0
12,C901027023104637,-22.2449633850361,78.45995032196730,81.5173646796957,-0.197901058332625,-1.29536586809435,1.09746480976173,10.6108117612657,-10.4080502895721,17.0745468139648,16.4218368530273,16.2309467074936,15.9179029464722,0.0,0.0,0.0,0.0,10.074065463682,4.41678047180176,0.0543598823101616,20.8902406045724,,,8,-21874.1419539614,-75947.3654432865,1,-22169.56,78444.83,-99,P,rectangular_magnet,R12,1,I,12.0,G,-78.66110459636830,1.09746480976173,circular_magnet,Blu,1,TL,0.0769044511799999,0.0
13,C901027306700841,-62.86886984939660,-11.021656255933200,63.7881687631625,-0.623716750373516,0.174182576515869,5.4852859802902,10.4337797146965,-10.0242670909596,18.7364807128906,18.0418796539307,17.7840526721754,17.5935440063477,0.0,0.0,0.0,0.0,8.2235383012328,4.28479862213135,0.0127865178510547,22.4444064140423,,,8,-61883.3844786004,10787.6374431393,1,-62822.96,-11054.69,-99,P,rectangular_magnet,R13,1,I,13.0,J,-54.26366259198280,5.4852859802902,circular_magnet,Blu,1,TR,0.05655919482,0.0
14,C901027448504361,-139.14934826049400,-47.93575462664620,147.169468268391,-1.16443285719888,0.332231574057474,4.78652087592323,10.1069433821017,-9.86687184491869,17.9016380310059,17.1276569366455,17.0275541372178,16.5722007751465,0.0,0.0,0.0,0.0,9.87655756326544,5.50119304656982,0.0555168625995779,22.0728160452647,,,4,-135748.395645026,46358.9630483756,1,-139121.78,-47999.82,-99,P,rectangular_magnet,R14,1,I,14.0,C,-23.282911756144500,4.78652087592323,circular_magnet,Gre,1,TR,0.0697451148799999,0.0
15,C901027590503100,-162.7220416619530,-120.00616239352800,202.175964913748,-1.3345130489517,0.635562356727701,4.31310990150019,10.0126664468445,-9.56510399116607,17.17311668396,16.5817413330078,16.2461234975239,16.118745803833,0.0,0.0,0.0,0.0,9.13912013967261,3.00370097160339,0.0194796837868913,20.2128994898814,,,8,-157054.983013136,114558.497996469,1,-162698.68,-120017.75,-99,P,rectangular_magnet,R15,1,I,15.0,O,-13.53803458993220,4.31310990150019,circular_magnet,Mag,1,TR,0.0167343919199998,0.02
