PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 07 29 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21E+11,3.312E+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,20 11 10.80,-56 24 01.1 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,11 28 29.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 09 02 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,A3667_T061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,C901005481508430,-5.339663339372160,73.47096253121670,73.6463544139919,3.12283085708489,-1.4979956467188,4.6208265038037,302.750329518072,-56.7151293181984,16.7954730987549,16.2511920928955,15.9446971928317,15.8228206634521,0.0,0.0,0.0,0.0,9.91468343117125,3.03266930580139,0.0481159426271915,19.9031920531941,,,8,-10095.5289156368,-71151.4259128301,1,-5356.77,73451.28,-99,P,rectangular_magnet,R01,1,I,1.0,C,91.07497175581430,4.6208265038037,circular_magnet,Blu,1,TR,0.0167343919199998,0.02
2,C901005481609968,63.0034552962563,95.4035945572336,114.298939307657,3.19464414275533,4.1291093731109,5.34872007682401,303.282617205396,-56.8082714648005,15.4061584472656,14.5034790039062,14.5565932556307,13.8467578887939,0.0,0.0,0.0,0.0,10.9921711756845,14.391697883606,0.0596691217100968,21.5369138533727,,,1,110201.488419411,-92201.5510449042,1,62951.77,95400.85,-99,P,rectangular_magnet,R02,1,I,2.0,F,86.96037357393070,5.34872007682401,circular_magnet,Gre,1,TR,0.05175811476,0.0
3,C901005402301774,21.872169854064100,142.66902518443600,144.356321917478,0.116836464548794,4.55975272928259,1.84026904244579,302.960967492735,-57.0075606430816,16.488037109375,15.6206102371216,16.1800182876721,15.0049438476562,0.0,0.0,0.0,0.0,10.248811890782,13.8336000442505,0.0542246161422845,22.5681609950707,,,1,37508.6533582079,-137240.905336439,1,21948.55,142677.99,-99,P,rectangular_magnet,R03,1,I,3.0,S,-96.69423631187580,1.84026904244579,circular_magnet,Gre,1,TL,0.0769044511799999,0.0
4,C901005722300830,-32.694920787759900,-109.89381538860400,114.585521747813,1.85457253873734,1.28123477285456,0.573337765882783,302.549458091276,-55.9299063011432,17.2969627380371,16.8042907714844,16.531238544592,16.5223274230957,0.0,0.0,0.0,0.0,9.70905259673687,3.02415800094604,0.0548131763935089,20.4501878416421,,,8,-55492.4713716289,106308.975941634,1,-32717.84,-109815.23,-99,P,rectangular_magnet,R04,1,I,4.0,L,163.74082072948800,0.573337765882783,circular_magnet,Gre,1,TR,0.0818593524999998,0.0
5,C901005722110249,-103.2756269281270,-68.82571545541870,124.108276111259,2.16110886691099,0.587471002863763,1.57363786404723,302.006832000688,-56.1019345407697,17.8757610321045,17.1665954589844,16.9873028710641,16.6689758300781,0.0,0.0,0.0,0.0,9.83280464243928,3.62780332565308,0.0592329502105712,21.2076888136704,,,8,-178125.967844463,67430.5937860391,1,-103300.91,-68787.98,-99,P,rectangular_magnet,R05,1,I,5.0,M,146.17758285770100,1.57363786404723,circular_magnet,Gre,1,TL,0.0454224428999999,0.0
6,C901005481304807,-137.063787317091,91.30758539720500,164.716202742162,2.18893590897086,-0.587713106811723,2.77664901578258,301.730086261256,-56.7803591482011,16.2459087371826,15.7055177688599,15.7537429874554,15.3136310577393,0.0,0.0,0.0,0.0,10.0765923411826,5.0664963722229,0.0536121503798398,20.4719311306877,,,8,-240670.504956143,-85893.3674934483,1,-137078.61,91328.43,-99,P,rectangular_magnet,R06,1,I,6.0,I,144.58321079133700,2.77664901578258,circular_magnet,Yel,1,TR,0.0255775173599999,0.0
7,C901005561506922,140.48560230226000,23.032980483921000,142.339685933211,4.16517781663117,3.30392317314946,0.861254643481717,303.877162951399,-56.4964451570968,17.5007419586182,16.6004390716553,16.2292606678497,15.9662504196167,0.0,0.0,0.0,0.0,10.3021497506959,1.87499582767487,0.0568200523654619,19.2083152816565,,,1,244568.827016103,-21728.8055038654,1,140468.39,23004.73,-99,P,rectangular_magnet,R07,1,I,7.0,G,31.352890185518900,0.861254643481717,circular_magnet,Gre,1,TL,0.0330810095199999,0.0
8,C901005722604050,161.19491802520500,-83.70875251954140,181.655028818948,4.43374721853601,2.66205756845199,1.77168965008403,304.01838490508,-56.0431316272505,17.622766494751,16.9810752868652,16.7098296773416,16.5088005065918,0.0,0.0,0.0,0.0,9.8734600774387,3.54580521583557,0.0586645230650901,20.9725243412093,,,8,276484.988548163,80720.0522413931,1,161166.07,-83809.59,-99,P,rectangular_magnet,R08,1,I,8.0,A,15.96499695001870,1.77168965008403,circular_magnet,Yel,1,TL,0.10488282044,0.0
9,C901005803407502,-115.90638015830800,-156.56956940752500,194.813063353517,-0.810910573348904,0.933826684757284,4.5384480490734,301.932467757118,-55.734038523003,17.3876266479492,16.6942710876465,16.4225030406133,16.2467269897461,0.0,0.0,0.0,0.0,8.90271819194662,4.06969976425171,0.0155024817213416,20.9849576244289,,,8,-194932.28689144,150575.093801329,1,-115867.42,-156610.57,-99,P,rectangular_magnet,R09,1,I,9.0,J,-43.53824658457400,4.5384480490734,circular_magnet,Yel,1,TR,0.05655919482,0.0
10,C901005803505613,-65.59007793410230,-174.33809141487500,186.231859652042,2.43241711459595,1.21041794772833,1.22199916686762,302.309311349396,-55.6612884468191,16.6623420715332,15.7699584960938,15.4958969160104,15.1586246490479,0.0,0.0,0.0,0.0,10.5459404808244,2.63854193687439,0.0555468648672103,19.1196531839601,,,8,-109765.635036569,167016.611018892,1,-65670.63,-174268.97,-99,P,rectangular_magnet,R10,1,I,10.0,E,130.63276531826300,1.22199916686762,circular_magnet,Yel,1,TL,0.1061433244000000,0.0
11,C901005722010354,-161.13164317661400,-65.10994686305690,173.793560210567,-1.27479073571016,0.384297062118751,4.62409750935067,301.573028107443,-56.1148380657894,17.340202331543,16.6303768157959,16.2719375250574,16.1183376312256,0.0,0.0,0.0,0.0,10.1159408111941,3.23696112632751,0.057122878730297,20.4239389168134,,,8,-276165.647717845,64514.3971315976,1,-161117.44,-65156.52,-99,P,rectangular_magnet,R11,1,I,11.0,R,-16.959871081430700,4.62409750935067,circular_magnet,Yel,1,TR,0.04869073126,0.0
12,C901005481408963,-58.903294024116900,88.16056142933770,106.015536813492,-0.314836113575928,-0.981867457223204,0.667031343647277,302.331918092879,-56.7752917790745,17.6947860717773,16.9124565124512,16.5294316905549,16.3747119903564,0.0,0.0,0.0,0.0,10.0207440065333,1.80092358589172,0.0534915861984094,19.4328076235546,,,1,-104656.511009428,-84748.1420708367,1,-58888.52,88155.75,-99,P,rectangular_magnet,R12,1,I,12.0,P,-71.96121945379790,0.667031343647277,circular_magnet,Gre,1,TR,0.0155377488999999,0.0
13,C901005481403746,-86.18645327346670,75.63635219893680,114.721167690262,1.90551422285528,-0.720553079833142,2.62606730268842,302.120831182689,-56.7201154143078,16.7234745025635,16.0293045043945,15.7818597481722,15.5274171829224,0.0,0.0,0.0,0.0,10.1445117301758,5.89338731765747,0.0487335845828056,21.1240041070255,,,8,-152362.152712376,-72278.2836335622,1,-86206.18,75693.07,-99,P,rectangular_magnet,R13,1,I,13.0,B,160.82207722824100,2.62606730268842,circular_magnet,Gre,1,TR,0.0600504179599999,0.0
14,C901005561104508,-104.76606183320700,12.413071697997200,105.429856605309,-0.655599833980594,-0.11754352804439,5.74512900124338,301.983966782397,-56.4483600135838,16.9324073791504,16.3340377807617,16.1680493983815,15.938533782959,0.0,0.0,0.0,0.0,8.84774932268807,7.92568922042847,0.0143631100654602,22.0720976570809,,,8,-183293.507178274,-10861.5630699469,1,-104702.36,12364.08,-99,P,rectangular_magnet,R14,1,I,14.0,N,-52.43689646343450,5.74512900124338,circular_magnet,Gre,1,TR,0.0803623669799998,0.0
15,C901005402403721,90.7717349496225,132.3032367286240,160.418844924864,2.97633866239207,4.11145479051481,5.14806917905685,303.495987408641,-56.9618034433008,16.3468551635742,15.6714582443237,15.4548169334292,15.1566457748413,0.0,0.0,0.0,0.0,10.4505438668294,5.50529003143311,0.0596389677375555,20.6182339438086,,,8,158423.154352962,-126899.77818597,1,90702.94,132314.71,-99,P,rectangular_magnet,R15,1,I,15.0,O,99.4683562433216,5.14806917905685,circular_magnet,Yel,1,TR,0.0697451148799999,0.0
