PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 08 08 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21E+11,3.312E+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,00 43 38.78,-09 41 02.8 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,15 59 29.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 09 02 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,A0085_T032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,C901027590705267,-70.21453341821510,-14.983808985241400,71.7472937649951,-0.888355697568704,0.211564243901514,5.18326536570937,10.6064100861748,-9.61914457662818,18.3514404296875,17.4916801452637,17.1349858721357,16.8735980987549,0.0,0.0,0.0,0.0,9.90989990505994,1.6859278678894,0.0565551045085525,19.8687497743865,,,1,-68972.9205244897,14679.9256820323,1,-70147.59,-15066.18,-99,P,rectangular_magnet,R01,1,I,1.0,E,-39.100967822913100,5.18326536570937,circular_magnet,Blu,1,TR,0.1061433244000000,0.0
2,C901027448800630,-53.81760916527370,38.32640938032930,66.01890212744,-0.439285518766502,-0.618976885622631,0.17969136685613,10.6772891161501,-9.8482701828826,18.0970115661621,17.2818393707275,16.9845189572092,16.7078304290771,0.0,0.0,0.0,0.0,9.90492476834856,2.8615505695343,0.0553476384743489,20.8077211784458,,,1,-52954.2597500747,-37102.4613314684,1,-53770.58,38304.31,-99,P,rectangular_magnet,R02,1,I,2.0,T,-64.8307937734645,0.17969136685613,circular_magnet,Blu,1,TR,0.0519627269999999,0.0
3,C901027164902648,-84.1884142284,119.83045,146.427698501493,0.0,-0.958550118069222,0.958550118069222,10.5476255764187,-10.1933749317059,18.6331996917725,17.7111263275146,17.2954036180263,17.0380535125732,0.0,0.0,0.0,0.0,9.81023658496269,2.47403597831726,0.0521409598921489,20.9210310642746,,,4,-82258.2197293791,-115096.13456553,1,-84153.04,119830.45,-99,P,rectangular_magnet,R03,1,I,3.0,B,-90.0,0.958550118069222,circular_magnet,Gre,1,TL,0.0353742283999999,0.0
4,C901027023205798,0.0026233978746695,191.33151456001800,191.346935374067,0.346257028472364,4.71215197632536,1.91729035932659,10.9112943051444,-10.4912724955757,17.7650566101074,17.27854347229,17.0172939899253,16.9127464294434,0.0,0.0,0.0,0.0,9.02876565901487,4.26120519638062,0.0275749416892838,21.6690803938027,,,8,-69.0870373611219,-182420.984000114,1,45.35,191346.93,-99,P,rectangular_magnet,R04,1,I,4.0,M,-109.83906635820800,1.91729035932659,circular_magnet,Yel,1,TL,0.0454224428999999,0.0
5,C901027165103652,40.58337892229740,113.8284230285460,120.837473072775,3.16751787590222,4.37010511804705,5.08059806503476,11.0871985200406,-10.1700990504252,16.6037368774414,15.9579410552979,15.8647323466335,15.4706125259399,0.0,0.0,0.0,0.0,10.1841976156082,4.59308767318726,0.0540944884473085,20.5113394137396,,,8,39685.2655291647,-109835.785396094,1,40557.81,113827.76,-99,P,rectangular_magnet,R05,1,I,5.0,A,88.51459417855960,5.08059806503476,circular_magnet,Gre,1,TR,0.0255775173599999,0.0
6,C901027165301647,137.27112012039200,149.66772189470300,203.145876983502,0.0841226332263671,3.96989387638551,2.39741406402044,11.4987658096598,-10.3138994061684,18.2727012634277,17.9531726837158,17.6782861516237,17.7673854827881,0.0,0.0,0.0,0.0,8.63533055399919,2.04661345481873,0.0279375966638327,20.7512264901181,,,8,132699.472983105,-142334.665794053,1,137352.69,149674.6,-99,P,rectangular_magnet,R06,1,I,6.0,L,-94.8198718453978,2.39741406402044,circular_magnet,Mag,1,TR,0.0818593524999998,0.0
7,C901027732804269,-136.97516326816700,-74.08261819815160,155.727946375077,-1.23341457286567,0.495887400945758,4.55388333336816,10.3216272842023,-9.36822540151225,18.5267276763916,17.7385082244873,17.5312164146402,17.166862487793,0.0,0.0,0.0,0.0,9.67942060421219,3.58386611938477,0.0554186459630727,21.7531417941273,,,1,-133333.833770285,71387.6592582313,1,-136970.02,-74097.28,-99,P,rectangular_magnet,R07,1,I,7.0,C,-19.330550584865900,4.55388333336816,circular_magnet,Yel,1,TR,0.0155377488999999,0.0
8,C901027732802244,-158.84996713395800,-101.86090620296100,188.731102548389,-1.2680791578702,0.570728134995035,4.44437801431435,10.2320445068176,-9.25224634319017,17.765007019043,17.1062679290771,17.0662706196952,16.6695175170898,0.0,0.0,0.0,0.0,9.41453491410132,3.46151423454285,0.0371621679514646,21.0454732201622,,,8,-153579.541459231,97598.9264390212,1,-158818.7,-101961.02,-99,P,rectangular_magnet,R08,1,I,8.0,N,-17.344416165533900,4.44437801431435,circular_magnet,Yel,1,TR,0.10488282044,0.0
9,C901027875100636,-120.42332817074400,-139.5545354643070,184.33007859743,2.45674868713662,0.858674194644142,1.59807449249248,10.3961089311945,-9.09329897945177,18.4990921020508,17.6417350769043,17.3207152589921,17.0336532592773,0.0,0.0,0.0,0.0,9.90048025636087,1.98395717144012,0.0594797482831001,20.3722712217022,,,1,-116500.981550054,133521.030643899,1,-120448.95,-139533.61,-99,P,rectangular_magnet,R09,1,I,9.0,S,129.23866890276600,1.59807449249248,circular_magnet,Yel,1,TL,0.0330810095199999,0.0
10,C901027732904002,-89.85030566695170,-104.31917878140300,137.693716164668,2.14571502969517,0.859619962898786,1.28609506679638,10.523821112794,-9.23907416314985,18.9372234344482,18.0952129364014,17.7546368170382,17.4934616088867,0.0,0.0,0.0,0.0,9.64985224773995,1.7890739440918,0.056932970881462,20.6012290718047,,,1,-87638.0285085536,100575.839128134,1,-89876.19,-104316.01,-99,P,rectangular_magnet,R10,1,I,10.0,O,147.05958476067900,1.28609506679638,circular_magnet,Gre,1,TL,0.0167343919199998,0.02
11,C901027590800781,-56.18184988085420,-66.49517553869090,87.0260293907616,1.88309589215192,0.868794935120706,1.01430095703121,10.6677219661242,-9.39915331808862,18.1123275756836,17.2782936096191,17.0830209823169,16.6815567016602,0.0,0.0,0.0,0.0,9.89609656216531,3.48602151870728,0.0550376305885935,21.2328186094512,,,1,-55116.4356559309,64397.950111972,1,-56196.81,-66448.84,-99,P,rectangular_magnet,R11,1,I,11.0,D,162.10655296127300,1.01430095703121,circular_magnet,Blu,1,TL,0.04869073126,0.0
12,C901027733004761,-13.803417719811400,-99.15460066899030,100.055641887179,1.65669309809819,1.43234854999998,0.224344548098211,10.8519444049862,-9.25963118621613,18.9808807373047,18.5411376953125,18.249059543714,18.211799621582,0.0,0.0,0.0,0.0,8.21912119781516,2.9472336769104,0.0200856886804104,22.1310852323569,,,8,-13482.1644731279,95929.951915155,1,-13808.27,-99098.25,-99,P,rectangular_magnet,R12,1,I,12.0,J,175.07847753052100,0.224344548098211,circular_magnet,Gre,1,TR,0.05655919482,0.0
13,C901027875401821,70.22876078699170,-146.7071651117360,162.628877515332,0.870146436634606,2.01754954465541,5.13578219915878,11.2140881956065,-9.06136114413298,17.9063339233398,17.0782375335693,16.8268493053768,16.4874877929688,0.0,0.0,0.0,0.0,9.99187749825894,2.19392538070679,0.0547591745940542,20.0272214771262,,,4,68362.332207073,140738.981425948,1,70262.13,-146667.6,-99,P,rectangular_magnet,R13,1,I,13.0,F,-139.85571837751100,5.13578219915878,circular_magnet,Yel,1,TR,0.05175811476,0.0
14,C901027733301245,122.70824517813600,-115.04942503275300,168.19947866109,0.929663302349862,2.3888081266985,4.82404048283095,11.4392744927371,-9.19629509147816,17.4720420837402,16.8702812194824,16.6060263330751,16.4543609619141,0.0,0.0,0.0,0.0,9.00760783037739,5.54507827758789,0.0199528932571411,21.8326943076423,,,8,119254.435358583,110243.909325936,1,122749.96,-114993.53,-99,P,rectangular_magnet,R14,1,I,14.0,P,-143.26578359284200,4.82404048283095,circular_magnet,Yel,1,TR,0.0697451148799999,0.0
15,C901027591001796,73.68258049844420,-18.62652418872180,76.00266866661,1.28502013529559,2.89473915907817,4.673466283397,11.2321580818281,-9.60450692573032,18.8676891326904,18.3225841522217,18.0826821892579,17.9573860168457,0.0,0.0,0.0,0.0,8.38394356639289,2.7095935344696,0.0204637441784143,21.7299795706601,,,8,72446.1264931418,17988.0347849471,1,73698.73,-18571.56,-99,P,rectangular_magnet,R15,1,I,15.0,K,-163.62623034176700,4.673466283397,circular_magnet,Blu,1,TR,0.0572875941399999,0.0
