16,W41680613908637,38.023301885388300,-15.376445458256000,40.9930366582423,1.29382678081898,2.75765657373928,4.81935551425929,41.2846213289644,-31.9635971923496,18.5074016516477,17.8756554067267,17.654871210477,17.3939163575699,0.0,0.0,0.0,0.0,8.74601624528833,3.42576763294788,0.0233961287885904,21.7923195973845,,,8,43532.4203459543,14984.43452899,1,38008.64,-15354.88,-99,P,rectangular_magnet,R16,1,I,16.0,O,-164.13081396192500,4.81935551425929,circular_magnet,Blu,1,TR,0.0167343919199998,0.02
17,W41680418107605,76.20133166641230,4.781681890549960,76.2939196776028,3.98104483936123,3.20352274838527,0.777522090975955,41.4772056544236,-32.0493234011075,15.2606091255879,14.6374232752174,14.3591780518509,14.117844361219,0.0,0.0,0.0,0.0,10.034345688289,8.28151789492444,0.0217000003904104,20.4708476801123,,,4,87056.4778997338,-4389.68865029557,1,76147.66,4721.87,-99,P,rectangular_magnet,R17,1,I,17.0,A,41.90293265226470,0.777522090975955,circular_magnet,Blu,1,TL,0.0803623669799998,0.0
18,W43680978810674,209.5095155187500,-55.2321555872578,216.710851500163,0.893068459616094,2.88427843202347,4.29197533477221,42.1267052596714,-31.7935860340034,16.4618393576554,15.852101173785,15.5350805085751,15.3286128792489,0.0,0.0,0.0,0.0,9.56190331901657,3.55265743627951,0.0211999993771314,19.847742519612,,,4,233843.388685736,53406.956315231,1,209576.07,-55149.47,-99,P,rectangular_magnet,R18,1,I,18.0,E,-141.1690535522520,4.29197533477221,circular_magnet,Mag,1,TR,0.1061433244000000,0.0
19,W41680420009372,75.83818722908170,-29.67741159860700,81.4489661334814,0.989278192110996,2.76921080531917,4.50325269397141,41.4748947322294,-31.9020799238747,18.2451247512277,17.7311227508407,17.526497500136,17.3854833541507,0.0,0.0,0.0,0.0,9.24536375931536,2.54202257050054,0.0441999994218349,20.9998944441544,,,8,86534.209483845,28887.3372043169,1,75866.73,-29633.99,-99,P,rectangular_magnet,R19,1,I,19.0,T,-146.68146517229200,4.50325269397141,circular_magnet,Blu,1,TR,0.0519627269999999,0.0
20,S10782290,-10.785480487238900,48.65255774213940,49.8404840338023,1.30995554238639,-1.35271124639661,2.66266678878301,41.037382,-32.239015,16.5439,16.2787,16.116,16.1067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16980127238367,0.609177552033975,5,-12343.6679999995,-47259.9900000009,0,-10783.51,48659.94,-99,P,rectangular_magnet,R20,1,I,20.0,H,-165.05492392851100,2.66266678878301,circular_magnet,Blu,1,TR,0.0076407166599999,0.0
21,S10816631,23.71608762426,79.4503,82.9255358373065,0.0,4.42185864669544,1.86132666048415,41.212672,-32.370146,16.6266,16.4059,16.3355,16.2639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4950761292738,-0.698955595361692,5,27271.8719999998,-76895.5960000001,0,23754.88,79450.3,-99,P,rectangular_magnet,R21,1,I,21.0,U,-90.0,1.86132666048415,circular_magnet,Blu,1,TL,0.0387923757399998,0.0
22,G10782655,-0.0685435794379079,-0.0183240002965868,0.0619839826084126,3.66723884518513,-0.0791352510132928,3.74637409619842,41.092117,-32.029927,,14.0748,,,,,,,,,,,0.712890779474591,5.14031356465383,-99,26.4420000006851,-6.1020000006522,2,-61.79,4.9,-99,G,rectangular_magnet,R22,1,I,22.0,GS1,59.88269170446210,3.74637409619842,circular_magnet,Blu,1,TR,-0.017495,-0.0167
23,G10816691,47.68577111805670,59.57439602480360,76.3040077406797,3.44127300680308,4.03757294360846,5.68688537037421,41.334003,-32.284922,,14.4847,,,,,,,,,,,-5.51281062813444,-2.31384489105403,-99,54692.6780000009,-57634.9720000009,2,47671.21,59579.84,-99,G,rectangular_magnet,R23,1,I,23.0,GS2,72.82958055788890,5.68688537037421,circular_magnet,Blu,1,TR,0.012305,-0.0095
24,G10782439,-73.86525921261950,46.87602071363780,87.5086862214952,-0.43691825674667,-0.565414962458701,0.12849670571203,40.717983,-32.230354,,13.8353,,,,,,,,,,,8.60396572835543,-5.46771490153482,-99,-84527.8420000005,-45302.6040000001,2,-73889.39,46884.2,-99,G,rectangular_magnet,R24,1,I,24.0,GS3,-64.9664278962025,0.12849670571203,circular_magnet,Blu,1,TR,-0.025325,-0.0028
25,G10817808,122.30444582044000,-36.22410798655530,127.581722863075,1.00880360596643,2.85380205220491,4.4381868609411,41.706444,-31.873491,,13.8247,,,,,,,,,,,0.518512157192095,-7.99453402093224,-99,138864.344,35348.4339999992,2,122334.71,-36212.08,-99,G,rectangular_magnet,R25,1,I,25.0,GS4,-147.80018897945500,4.4381868609411,circular_magnet,Gre,1,TR,0.026305,-0.0192
26,G10783343,-84.25439370928270,-50.56796351388310,98.24909505729,-0.92972588425846,0.540263273656754,4.81319614926437,40.667083,-31.813045,,14.5523,,,,,,,,,,,4.93757116216768,6.73650200469612,-99,-96031.2420000001,49009.2299999998,2,-84255.8,-50535.58,-99,G,rectangular_magnet,R26,1,I,26.0,GS5,-36.73063072792180,4.81319614926437,circular_magnet,Gre,1,TR,-0.026795,0.01824
27,G10783982,-10.088055723712300,-87.14469384850490,87.7012469213757,1.64225506657884,1.45517680122781,0.18707826535103,41.04073,-31.656719,,14.4889,,,,,,,,,,,3.29885634461394,3.14201024390987,-99,-11587.0199999989,84338.9059999998,2,-10117.4,-87115.71,-99,G,rectangular_magnet,R27,1,I,27.0,GS6,175.90571580105600,0.18707826535103,circular_magnet,Blu,1,TR,0.0310049999999999,0.0272
22,Sky-A1-1,-81.75646,-224.58157,0.0,0.0,0.0,0.0,40.6930608,-31.092947372,,,,,,,,,,,,,,,-99,,,-99,-81756.46,-224581.57,2,S,,,-99,,,,,,,,-99,,,
23,Sky-A1-2,-93.24117,-222.23219,0.0,0.0,0.0,0.0,40.6373396,-31.10309806,,,,,,,,,,,,,,,-99,,,-99,-93241.17,-222232.19,1,S,,,-99,,,,,,,,-99,,,
24,Sky-A1-3,-103.8257,-217.48859,0.0,0.0,0.0,0.0,40.5857305,-31.122710295,,,,,,,,,,,,,,,-99,,,-99,-103825.7,-217488.59,1,S,,,-99,,,,,,,,-99,,,
25,Sky-A1-4,-113.22222,-210.47976,0.0,0.0,0.0,0.0,40.5395417,-31.151287938,,,,,,,,,,,,,,,-99,,,-99,-113222.22,-210479.76,2,S,,,-99,,,,,,,,-99,,,
26,Sky-A1-5,-124.24934,-206.50222,0.0,0.0,0.0,0.0,40.4860478,-31.168139437,,,,,,,,,,,,,,,-99,,,-99,-124249.34,-206502.22,1,S,,,-99,,,,,,,,-99,,,
27,Sky-A1-6,-134.04112,-200.2849,0.0,0.0,0.0,0.0,40.4382008,-31.193853713,,,,,,,,,,,,,,,-99,,,-99,-134041.12,-200284.9,1,S,,,-99,,,,,,,,-99,,,
28,Sky-A1-7,-142.3313,-191.99688,0.0,0.0,0.0,0.0,40.3972167,-31.22777956,,,,,,,,,,,,,,,-99,,,-99,-142331.3,-191996.88,2,S,,,-99,,,,,,,,-99,,,
29,Sky-A2-1,-240.9813,-3.01251,0.0,0.0,0.0,0.0,39.9080276,-32.012586424,,,,,,,,,,,,,,,-99,,,-99,-240981.3,-3012.51,1,S,,,-99,,,,,,,,-99,,,
30,Sky-A2-2,-240.84715,8.5856,0.0,0.0,0.0,0.0,39.9081467,-32.0609025,,,,,,,,,,,,,,,-99,,,-99,-240847.15,8585.6,1,S,,,-99,,,,,,,,-99,,,
31,Sky-A2-3,-238.16201,19.99647,0.0,0.0,0.0,0.0,39.9201752,-32.108583559,,,,,,,,,,,,,,,-99,,,-99,-238162.01,19996.47,2,S,,,-99,,,,,,,,-99,,,
32,Sky-A2-4,-238.90682,31.69534,0.0,0.0,0.0,0.0,39.9166161,-32.157234824,,,,,,,,,,,,,,,-99,,,-99,-238906.82,31695.34,1,S,,,-99,,,,,,,,-99,,,
33,Sky-A2-5,-237.10513,43.15344,0.0,0.0,0.0,0.0,39.9249548,-32.205027364,,,,,,,,,,,,,,,-99,,,-99,-237105.13,43153.44,1,S,,,-99,,,,,,,,-99,,,
34,Sky-A2-6,-234.75423,54.51158,0.0,0.0,0.0,0.0,39.9360111,-32.252422355,,,,,,,,,,,,,,,-99,,,-99,-234754.23,54511.58,1,S,,,-99,,,,,,,,-99,,,
35,Sky-A2-7,-231.85957,65.74346,0.0,0.0,0.0,0.0,39.9497631,-32.299309397,,,,,,,,,,,,,,,-99,,,-99,-231859.57,65743.46,1,S,,,-99,,,,,,,,-99,,,
36,Sky-A3-1,-66.38214,231.67752,0.0,0.0,0.0,0.0,40.7634462,-32.993935479,,,,,,,,,,,,,,,-99,,,-99,-66382.14,231677.52,1,S,,,-99,,,,,,,,-99,,,
37,Sky-A3-2,-56.30261,239.47028,0.0,0.0,0.0,0.0,40.8137957,-33.025017949,,,,,,,,,,,,,,,-99,,,-99,-56302.61,239470.28,0,S,,,-99,,,,,,,,-99,,,
38,Sky-A3-3,-43.4431,235.0185,0.0,0.0,0.0,0.0,40.877138,-33.008520788,,,,,,,,,,,,,,,-99,,,-99,-43443.1,235018.5,2,S,,,-99,,,,,,,,-99,,,
39,Sky-A3-4,-33.02479,243.77318,0.0,0.0,0.0,0.0,40.9291654,-33.042990236,,,,,,,,,,,,,,,-99,,,-99,-33024.79,243773.18,0,S,,,-99,,,,,,,,-99,,,
40,Sky-A3-5,-21.25758,245.07981,0.0,0.0,0.0,0.0,40.9875013,-33.048428564,,,,,,,,,,,,,,,-99,,,-99,-21257.58,245079.81,0,S,,,-99,,,,,,,,-99,,,
41,Sky-A3-6,-9.24926,240.82258,0.0,0.0,0.0,0.0,41.0469642,-33.03214842,,,,,,,,,,,,,,,-99,,,-99,-9249.26,240822.58,1,S,,,-99,,,,,,,,-99,,,
42,Sky-A3-7,-2.30946,236.98875,0.0,0.0,0.0,0.0,41.0813881,-33.017272002,,,,,,,,,,,,,,,-99,,,-99,-2309.46,236988.75,3,S,,,-99,,,,,,,,-99,,,
43,Sky-A4-1,116.88637,208.46721,0.0,0.0,0.0,0.0,41.6723774,-32.896250498,,,,,,,,,,,,,,,-99,,,-99,116886.37,208467.21,2,S,,,-99,,,,,,,,-99,,,
44,Sky-A4-2,126.78123,202.60188,0.0,0.0,0.0,0.0,41.7212546,-32.871572735,,,,,,,,,,,,,,,-99,,,-99,126781.23,202601.88,2,S,,,-99,,,,,,,,-99,,,
45,Sky-A4-3,137.52377,197.90977,0.0,0.0,0.0,0.0,41.7739635,-32.85127789,,,,,,,,,,,,,,,-99,,,-99,137523.77,197909.77,1,S,,,-99,,,,,,,,-99,,,
46,Sky-A4-4,145.66771,189.47801,0.0,0.0,0.0,0.0,41.8144071,-32.816391645,,,,,,,,,,,,,,,-99,,,-99,145667.71,189478.01,2,S,,,-99,,,,,,,,-99,,,
47,Sky-A4-5,155.90952,183.77509,0.0,0.0,0.0,0.0,41.8644964,-32.791901597,,,,,,,,,,,,,,,-99,,,-99,155909.52,183775.09,1,S,,,-99,,,,,,,,-99,,,
48,Sky-A4-6,163.20532,174.59961,0.0,0.0,0.0,0.0,41.9007035,-32.753886945,,,,,,,,,,,,,,,-99,,,-99,163205.32,174599.61,2,S,,,-99,,,,,,,,-99,,,
49,Sky-A4-7,171.41703,166.5449,0.0,0.0,0.0,0.0,41.941027,-32.720070558,,,,,,,,,,,,,,,-99,,,-99,171417.03,166544.9,2,S,,,-99,,,,,,,,-99,,,
50,Sky-A5-1,193.77428,-151.55041,0.0,0.0,0.0,0.0,42.035818,-31.395357452,,,,,,,,,,,,,,,-99,,,-99,193774.28,-151550.41,0,S,,,-99,,,,,,,,-99,,,
51,Sky-A5-2,180.9581,-156.12548,0.0,0.0,0.0,0.0,41.9749024,-31.375510671,,,,,,,,,,,,,,,-99,,,-99,180958.1,-156125.48,2,S,,,-99,,,,,,,,-99,,,
52,Sky-A5-3,174.68645,-166.02924,0.0,0.0,0.0,0.0,41.9434385,-31.334818154,,,,,,,,,,,,,,,-99,,,-99,174686.45,-166029.24,1,S,,,-99,,,,,,,,-99,,,
53,Sky-A5-4,165.11397,-172.79576,0.0,0.0,0.0,0.0,41.8969489,-31.306539908,,,,,,,,,,,,,,,-99,,,-99,165113.97,-172795.76,2,S,,,-99,,,,,,,,-99,,,
54,Sky-A5-5,156.60881,-180.53997,0.0,0.0,0.0,0.0,41.855189,-31.274515944,,,,,,,,,,,,,,,-99,,,-99,156608.81,-180539.97,2,S,,,-99,,,,,,,,-99,,,
55,Sky-A5-6,148.97731,-189.43818,0.0,0.0,0.0,0.0,41.8172791,-31.238073868,,,,,,,,,,,,,,,-99,,,-99,148977.31,-189438.18,1,S,,,-99,,,,,,,,-99,,,
56,Sky-A5-7,139.6901,-196.38671,0.0,0.0,0.0,0.0,41.771811,-31.209375976,,,,,,,,,,,,,,,-99,,,-99,139690.1,-196386.71,1,S,,,-99,,,,,,,,-99,,,
57,Sky-H1-1,-157.60993,-179.66666,0.0,0.0,0.0,0.0,40.3223492,-31.278831265,,,,,,,,,,,,,,,-99,,,-99,-157609.93,-179666.66,2,S,,,-99,,,,,,,,-99,,,
58,Sky-H1-2,-164.68219,-170.43701,0.0,0.0,0.0,0.0,40.2871279,-31.316751881,,,,,,,,,,,,,,,-99,,,-99,-164682.19,-170437.01,3,S,,,-99,,,,,,,,-99,,,
59,Sky-H1-3,-175.60663,-165.05567,0.0,0.0,0.0,0.0,40.2345272,-31.339650365,,,,,,,,,,,,,,,-99,,,-99,-175606.63,-165055.67,1,S,,,-99,,,,,,,,-99,,,
60,Sky-H1-4,-183.34477,-156.41534,0.0,0.0,0.0,0.0,40.1964722,-31.375434332,,,,,,,,,,,,,,,-99,,,-99,-183344.77,-156415.34,1,S,,,-99,,,,,,,,-99,,,
61,Sky-H1-5,-189.07589,-146.18928,0.0,0.0,0.0,0.0,40.167631,-31.417544595,,,,,,,,,,,,,,,-99,,,-99,-189075.89,-146189.28,2,S,,,-99,,,,,,,,-99,,,
62,Sky-H1-6,-201.62808,-140.93302,0.0,0.0,0.0,0.0,40.1080023,-31.440199898,,,,,,,,,,,,,,,-99,,,-99,-201628.08,-140933.02,0,S,,,-99,,,,,,,,-99,,,
63,Sky-H1-7,-203.94434,-128.4047,0.0,0.0,0.0,0.0,40.09484,-31.491514245,,,,,,,,,,,,,,,-99,,,-99,-203944.34,-128404.7,1,S,,,-99,,,,,,,,-99,,,
64,Sky-H1-8,-209.88551,-118.44464,0.0,0.0,0.0,0.0,40.065409,-31.532817705,,,,,,,,,,,,,,,-99,,,-99,-209885.51,-118444.64,1,S,,,-99,,,,,,,,-99,,,
65,Sky-H2-1,-215.26642,-99.14316,0.0,0.0,0.0,0.0,40.0371662,-31.612607779,,,,,,,,,,,,,,,-99,,,-99,-215266.42,-99143.16,3,S,,,-99,,,,,,,,-99,,,
66,Sky-H2-2,-223.49692,-90.16757,0.0,0.0,0.0,0.0,39.9976564,-31.650160258,,,,,,,,,,,,,,,-99,,,-99,-223496.92,-90167.57,1,S,,,-99,,,,,,,,-99,,,
67,Sky-H2-3,-225.68769,-78.65156,0.0,0.0,0.0,0.0,39.9858314,-31.69788221,,,,,,,,,,,,,,,-99,,,-99,-225687.69,-78651.56,2,S,,,-99,,,,,,,,-99,,,
68,Sky-H2-4,-231.12877,-68.26826,0.0,0.0,0.0,0.0,39.9593299,-31.741118849,,,,,,,,,,,,,,,-99,,,-99,-231128.77,-68268.26,1,S,,,-99,,,,,,,,-99,,,
69,Sky-H2-5,-234.14576,-57.06862,0.0,0.0,0.0,0.0,39.9440452,-31.78766431,,,,,,,,,,,,,,,-99,,,-99,-234145.76,-57068.62,1,S,,,-99,,,,,,,,-99,,,
70,Sky-H2-6,-236.62039,-45.73679,0.0,0.0,0.0,0.0,39.9313998,-31.834778386,,,,,,,,,,,,,,,-99,,,-99,-236620.39,-45736.79,1,S,,,-99,,,,,,,,-99,,,
71,Sky-H2-7,-238.54693,-34.29902,0.0,0.0,0.0,0.0,39.9214266,-31.882352573,,,,,,,,,,,,,,,-99,,,-99,-238546.93,-34299.02,1,S,,,-99,,,,,,,,-99,,,
72,Sky-H2-8,-239.92079,-22.78326,0.0,0.0,0.0,0.0,39.9141533,-31.93027111,,,,,,,,,,,,,,,-99,,,-99,-239920.79,-22783.26,1,S,,,-99,,,,,,,,-99,,,
73,Sky-H3-1,-153.63008,183.0814,0.0,0.0,0.0,0.0,40.3314547,-32.790706856,,,,,,,,,,,,,,,-99,,,-99,-153630.08,183081.4,2,S,,,-99,,,,,,,,-99,,,
74,Sky-H3-2,-145.85382,191.8534,0.0,0.0,0.0,0.0,40.3701497,-32.826976,,,,,,,,,,,,,,,-99,,,-99,-145853.82,191853.4,1,S,,,-99,,,,,,,,-99,,,
75,Sky-H3-3,-135.32155,197.0002,0.0,0.0,0.0,0.0,40.421827,-32.849083361,,,,,,,,,,,,,,,-99,,,-99,-135321.55,197000.2,2,S,,,-99,,,,,,,,-99,,,
76,Sky-H3-4,-126.73816,204.98415,0.0,0.0,0.0,0.0,40.464548,-32.882026876,,,,,,,,,,,,,,,-99,,,-99,-126738.16,204984.15,1,S,,,-99,,,,,,,,-99,,,
77,Sky-H3-5,-114.79126,207.34504,0.0,0.0,0.0,0.0,40.523089,-32.893026464,,,,,,,,,,,,,,,-99,,,-99,-114791.26,207345.04,3,S,,,-99,,,,,,,,-99,,,
78,Sky-H3-6,-106.44891,216.21677,0.0,0.0,0.0,0.0,40.5649081,-32.929125667,,,,,,,,,,,,,,,-99,,,-99,-106448.91,216216.77,1,S,,,-99,,,,,,,,-99,,,
79,Sky-H3-7,-95.92253,221.08806,0.0,0.0,0.0,0.0,40.61703,-32.949550271,,,,,,,,,,,,,,,-99,,,-99,-95922.53,221088.06,1,S,,,-99,,,,,,,,-99,,,
80,Sky-H3-8,-84.46844,223.57568,0.0,0.0,0.0,0.0,40.6735763,-32.960564548,,,,,,,,,,,,,,,-99,,,-99,-84468.44,223575.68,2,S,,,-99,,,,,,,,-99,,,
