PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 07 05 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.000866533,-0.999693777,0,0.999693777,-0.000866533,0,1,0,0,0,13366713.7,1089450000,6.21e+11,3.312e+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,21 57 48.39,-07 34 04.1 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,16 46 28.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 07 10 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,A2399_T010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,C901029000604933,128.38172795858227,-78.44823507,150.4428723,3.992542279,2.592709239,1.39983304,330.0027439,-7.234766756,16.10048294,15.61880875,15.50883933,15.28295517,0,0,0,0,9.190479779,12.35779572,0.017515703,22.32138849,,,8,124558.5236,75265.51308,1,128343.96,-78491.31,-99,P,rectangular_magnet,R01,1,I,1,K,41.244177880171605,1.39983304,circular_magnet,Yel,1,TL,0.057287594,0
2,C901028857603886,116.45308726115589,-42.76824573,124.0534017,4.266798694,2.78921193,1.477586764,329.9531752,-7.385875897,17.54693031,16.45992661,16.01016428,15.5756855,0,0,0,0,10.63520172,4.74960041,0.06306341,21.08608665,,,4,113355.9916,41114.84718,1,116430.78,-42814.95,-99,P,rectangular_magnet,R02,1,I,2,F,25.53044281455425,1.477586764,circular_magnet,Gre,1,TL,0.051758115,0
