PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 08 02 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21E+11,3.312E+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,00 56 02.40,-02 10 04.4 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,16 11 52.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 09 02 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,A0119_T063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,C901031890201883,-105.01032165733800,-63.39463810758570,122.664429696052,2.14372223320561,0.542566666080179,1.60115556712543,13.5612767095497,-1.89712581583186,17.5739326477051,16.6931171417236,16.7213862986483,16.0510482788086,0.0,0.0,0.0,0.0,9.91218269960413,5.62294292449951,0.0462086014449596,21.6858101996573,,,4,-101411.463641756,61194.9656219989,1,-105048.13,-63336.03,-99,P,rectangular_magnet,R01,1,I,1.0,D,147.17376358895900,1.60115556712543,circular_magnet,Gre,1,TL,0.0697451148799999,0.0
2,C901031890103999,-148.7315977032900,-38.080981432884300,153.521345490852,-1.18046369299638,0.251023142807739,4.85169847137546,13.3772920013539,-2.00529037285942,17.9932556152344,17.5163059234619,17.3985191381176,17.2014923095703,0.0,0.0,0.0,0.0,8.47898573553789,4.64885950088501,0.0184928085654974,22.0959127102658,,,8,-142992.007694022,36749.7757337711,1,-148709.8,-38133.96,-99,P,rectangular_magnet,R02,1,I,2.0,K,-22.364412522880500,4.85169847137546,circular_magnet,Yel,1,TR,0.0572875941399999,0.0
3,C901032034106630,-131.7153354213990,-122.10249536881800,179.60945792207,2.45401731878093,0.747360775814749,1.70665654296618,13.4523685213911,-1.65073467508585,18.6650848388672,17.9487037658691,17.591247699277,17.4487419128418,0.0,0.0,0.0,0.0,9.44650468979203,1.95921957492828,0.0472489297389984,20.6519940038821,,,8,-126024.714165611,116879.363430597,1,-131740.9,-122081.5,-99,P,rectangular_magnet,R03,1,I,3.0,S,129.39516478184200,1.70665654296618,circular_magnet,Yel,1,TL,0.0330810095199999,0.0
4,C901031890400582,0.7829841770401920,-55.00620271655880,55.0692639328782,3.84712033557312,1.58376926283332,2.26335107273981,14.0131833240286,-1.93130875476,16.5026569366455,15.9355239868164,15.5536496833371,15.5061206817627,0.0,0.0,0.0,0.0,9.06158535443287,5.60002326965332,0.0133525934070349,20.919347826673,,,8,719.431230461066,53469.6214242409,1,714.39,-55064.63,-99,P,rectangular_magnet,R04,1,I,4.0,N,49.576241492707300,2.26335107273981,circular_magnet,Blu,1,TL,0.0901049863999998,0.0
5,C901031890300583,-56.47464425369160,-14.150621167481200,58.2304397850643,2.00930037557,0.244638874233903,1.76466150133609,13.7672143953862,-2.10718574227514,17.4375629425049,16.572940826416,16.3715605384806,15.9476776123047,0.0,0.0,0.0,0.0,10.0318934564567,3.64272665977478,0.044948723167181,20.6229484291355,,,4,-54869.5466427249,13721.4222458193,1,-56496.62,-14103.76,-99,P,rectangular_magnet,R05,1,I,5.0,F,154.87556870578800,1.76466150133609,circular_magnet,Blu,1,TL,0.05175811476,0.0
6,C901032178305933,-21.29771363625620,-131.99015791612300,133.647770829012,1.71167722054558,1.41070168635059,0.300975534194996,13.9193813877099,-1.6051810046577,18.5811080932617,17.7950744628906,17.5296665965076,17.2569332122803,0.0,0.0,0.0,0.0,9.48965034517682,4.11501359939575,0.0444475673139095,22.1098055187134,,,8,-20479.8063775595,127174.49294736,1,-21305.01,-131938.71,-99,P,rectangular_magnet,R06,1,I,6.0,T,171.92811937405500,0.300975534194996,circular_magnet,Gre,1,TR,0.0519627269999999,0.0
7,C901032034403928,20.87371257677790,-114.93405621683000,116.737281973555,1.45521874466373,1.75065313652007,5.98775091532324,14.0995233723501,-1.6770179971926,16.7009963989258,16.131706237793,15.9570451650892,15.7618770599365,0.0,0.0,0.0,0.0,8.90028412785462,10.6778478622437,0.0138584459200501,22.516999563264,,,8,20232.2821511192,110939.332634471,1,20882.98,-114854.23,-99,P,rectangular_magnet,R07,1,I,7.0,R,-173.3778923375580,5.98775091532324,circular_magnet,Gre,1,TR,0.0803623669799998,0.0
8,C901032034504612,84.51226505823010,-92.24005099751720,125.071864252755,1.03511595742026,2.31330406998883,5.00499719461102,14.3713402844943,-1.77464297762578,17.8937244415283,17.5478839874268,17.5065127404675,17.3094615936279,0.0,0.0,0.0,0.0,9.07742939159164,3.63556385040283,0.048215065151453,21.593617551366,,,8,81662.9042957135,88876.0870565743,1,84565.8,-92149.86,-99,P,rectangular_magnet,R08,1,I,8.0,C,-149.30777566682400,5.00499719461102,circular_magnet,Gre,1,TR,0.10488282044,0.0
9,C901031890604376,144.6135328892710,-59.25249071841700,156.288963512589,0.889078238343669,2.75288334832994,4.41938019719331,14.6250786850723,-1.91633693671156,18.8114967346191,18.1203269958496,18.023229750471,17.6842250823975,0.0,0.0,0.0,0.0,9.15164166181247,5.23407506942749,0.0437387935817242,22.9574014135486,,,8,139007.782826349,56853.2523031876,1,144629.65,-59232.63,-99,P,rectangular_magnet,R09,1,I,9.0,I,-140.9404307140190,4.41938019719331,circular_magnet,Yel,1,TR,0.0255775173599999,0.0
10,C901031746607559,171.65724022082100,17.670271183284700,172.541131230408,4.41823871037795,3.24384961706546,1.17438909331249,14.7375711328296,-2.24267945525232,18.248945236206,17.7468204498291,17.710194541939,17.4347648620605,0.0,0.0,0.0,0.0,9.08587897534489,6.6976957321167,0.0446803048253059,23.1193222025671,,,8,164431.076019483,-16900.1568870247,1,171639.83,17612.8,-99,P,rectangular_magnet,R10,1,I,10.0,G,16.853569014019800,1.17438909331249,circular_magnet,Yel,1,TL,0.0600504179599999,0.0
11,C901031746506433,106.09780675138600,13.021743145321300,106.829976296918,3.93775746251618,3.26323702723164,0.674520435284539,14.4639098510934,-2.22350173025548,18.9052562713623,18.4916858673096,18.217179718408,18.2225284576416,0.0,0.0,0.0,0.0,8.48354463236679,1.67321336269379,0.0285616982728243,20.8523171705703,,,8,102583.626347111,-12565.9910377382,1,106040.55,12963.24,-99,P,rectangular_magnet,R11,1,I,11.0,L,44.38311665167840,0.674520435284539,circular_magnet,Gre,1,TR,0.0818593524999998,0.0
12,C901031458206875,-72.07062515773170,154.31159907707500,170.32918027145,0.272035094347249,-1.13397385226432,1.40600894661157,13.7040026749168,-2.82169821202376,18.8463134765625,18.2239723205566,17.9553402665121,17.7795333862305,0.0,0.0,0.0,0.0,9.15212263441572,2.83995866775513,0.0429816022515297,21.7334070995404,,,8,-69155.395468805,-147758.395917369,1,-72059.88,154335.36,-99,P,rectangular_magnet,R12,1,I,12.0,O,-105.58646278554100,1.40600894661157,circular_magnet,Yel,1,TL,0.0167343919199998,0.02
13,C901031458401491,8.142852848707110,148.9405571596780,149.173718245875,0.183825130243021,4.65747564568033,1.80953479174228,14.0445599048417,-2.80142276826339,19.2163372039795,18.5329036712646,18.2419852019413,18.0042152404785,0.0,0.0,0.0,0.0,9.03818534958212,2.35297989845276,0.0424244925379753,21.6338694380336,,,8,7810.53849421296,-143176.145627526,1,8187.51,148948.86,-99,P,rectangular_magnet,R13,1,I,13.0,M,-100.5324041313680,1.80953479174228,circular_magnet,Yel,1,TL,0.0454224428999999,0.0
14,C901031458502166,69.83502815928740,122.2508203200630,140.77194301273,3.0319130393537,4.19369944548185,5.12139890105144,14.3071180145298,-2.68842429064521,17.6547088623047,17.3082466125488,17.0161523412858,17.0945739746094,0.0,0.0,0.0,0.0,9.28188029474392,2.9186224937439,0.044440608471632,20.877010920498,,,8,67148.671283735,-117638.489685818,1,69786.63,122256.15,-99,P,rectangular_magnet,R14,1,I,14.0,A,96.2841789943511,5.12139890105144,circular_magnet,Gre,1,TR,0.04869073126,0.0
15,C901031458507554,111.15477457402700,152.0113699169360,188.296669534108,2.76180760379,4.0814069967656,4.96358591420399,14.4791348512462,-2.80985508017744,15.8570261001587,15.0257482528687,14.6957867278796,14.3720645904541,0.0,0.0,0.0,0.0,10.7436561249527,4.47689819335938,0.0493791593202615,19.5235090268418,,,8,106024.476381651,-145081.848120101,1,111083.35,152039.88,-99,P,rectangular_magnet,R15,1,I,15.0,B,111.76008047569400,4.96358591420399,circular_magnet,Yel,1,TR,0.0769044511799999,0.0
